cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10_parede_alv,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1b_micro_internet,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10b_sem_fund,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d11_sem_registro,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v6264_igual,e2z_v6264_naonulo,e3_estrangeiro,e4_trab_outro_mun,e5_desloc_mais_1h,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
4318424,523,1533,1601,4726.00000000001,54.43,4.85,84.06,5.8,1.74,2.95,35,15.55,50.85,1206.45,1685.29,1.33,17.52,26.07,70.49,13.45,16.01,99.85,41.32,97.92,28.27,2.71,65.39,99.03,31.33,22.13,91.88,73.22,91.66,100,100,95.6,26.6,98.67,87.96,78.13,26.78,16.24,4.9,74.41,0.632,1631.48,2581.5,0.676,1503.74,2224.71,9.59,33.83,0.89,73.74,62.79,53,2289.1,2169.42,21.1,6.09,0,91.76,0.79,0.23,7.21,0,40,0.75,5.59,12.53,1.03,21.59,7.63,0.75,8.31,0,7,5.68,2.8,17.02,50.2
4318432,299,877,899.000000000001,2635,75.88,8.16,81.52,5.8,5.07,3.03,32.34,44.68,52.51,1206.45,3403.3,2.33,38.36,46.15,44.3,9.82,14.9,99.59,5.57,98.69,0.38,10.41,94.98,95.7,2.69,76.04,96.39,49.3,96.33,100,100,96.15,7.35,99.09,94.58,69.26,50.7,31.43,14.36,68.78,0.679,2272.51,3344.61,0.414,1302.52,3149.31,15.4,27.09,2.75,66.88,58.86,43.86,2881.64,2801.51,17.39,7.16,0,79.85,9.37,0,10.78,0,40,1.12,4.7,17.83,0.93,31.11,9.85,0.44,10.29,0,11.62,2.75,2.86,46.1,51.47
4318440,300,877,911.000000000003,2774.00000000001,51.88,2.71,83.46,10.95,10.39,3.05,34.97,18.39,50.36,1670.1,2143.78,1.78,29.18,38.92,87.28,6.73,12.84,100,52.82,99.73,3.11,4.04,95.73,99.44,50.32,57.55,96.94,68.01,96.27,100,100,95.14,8.56,98.23,91.25,80.66,31.99,22.36,6.11,78.51,0.55,1934.99,3521.1,0.687,1955.36,2845.65,10.86,29.24,0.82,77.86,66.91,68.08,2849.41,2793.79,16.11,4.63,0,91.89,4.71,0,3.4,0,38,0.67,5.76,11.23,0.99,30.4,5.31,1.89,7.07,0,7.19,1.55,2.87,19.68,49.76
4318457,296,916,903.000000000001,2720,30.75,6.65,83.62,4.24,0.73,3.01,40.25,23.15,51.86,1206.45,1261.4,1,8.8,14.4,86.75,22.19,22.32,98.98,15.23,97.55,0,4.36,36.36,95.44,13.84,10.71,89.57,81.46,89.86,100,100,94.95,29.47,99.05,94.56,71.78,18.54,12.8,4.11,70.71,0.73,1362.71,1866.58,0.672,1217.86,1813.24,6.38,41.99,2.99,68.59,43.31,26.51,1442.72,1617.09,17.01,9.1,0,66.36,0.71,0.88,31.99,0.06,38,0.53,6.59,11.35,1.03,26.04,11.23,3.05,14.28,0,5.93,0,2.9,25.39,51.33
4318465,244,735,712.000000000002,2204,37.62,14.74,84.87,6.95,0,3.1,44.23,29.21,49.79,1206.45,1431.47,1.36,13.37,17.85,50.4,27.72,17.91,99.59,7.58,97.85,2.18,3.76,78.31,95.33,7.12,50.01,85.59,66.32,84.89,100,100,94.12,34,95.2,77.95,75.62,33.68,17.9,5.68,52.44,0.559,1663.31,2974.05,0.463,1248.89,2700.07,11.04,34.76,1.85,51.47,48.75,53.03,2315.87,2344.96,21.38,6.76,1.44,71.88,4.74,0.97,22.41,0,33,0.42,7.71,10.12,1.06,27.09,8.18,0.93,8.5,0,13.1,2.18,3,30.72,49.08
4318481,449,1326,1353,4094.00000000001,70.85,4.64,78.31,11.36,1.84,3.03,39.19,29.64,47.33,1717.41,1968.6,1.49,17.32,32.22,88.76,2.22,7.21,100,94.85,100,4.44,0.89,98.43,99.36,84.53,54.92,98.52,66.08,96.92,100,100,93.56,5.35,99.45,81.82,64.95,33.92,16.47,2.95,76.36,0.783,1913.57,2443.4,0.808,1780.64,2204.12,9.32,27.68,0,76.36,84.54,68.94,1972.66,2197.42,10.13,2.52,0,98.11,0.55,0.08,1.27,0,35,0.51,7.58,9.32,1.04,44.63,11.96,2.24,13.89,0.13,23.36,3.39,2.82,32.02,46.18
4318499,378,1158,755.000000000002,2200.00000000001,43.88,6.76,70.79,10.6,2.35,2.91,31.95,20.66,52.08,1454.83,1815.87,1.52,22.43,30.14,97.48,7.94,19.12,99.75,71.58,99.51,1.77,0.78,96.13,98.62,70.11,18.77,96.57,63.1,96.39,100,100,95.65,7.95,99.48,84.11,89.08,36.9,16.3,3.69,78.79,0.909,1989.31,2188.64,0.787,1667.36,2118.49,9.61,36.64,1.07,77.95,69.21,67.91,1922.64,2092.58,6.98,8.47,0,94.13,0.54,0.28,5.05,0,41,0.91,5.49,13.76,1.05,37.92,13.46,0.87,14.32,0,8.44,0.21,2.73,22.92,50.97
4318507,861,2471,8840.99999999999,25502.9999999999,51.41,15.69,88.16,4,0.33,2.89,41.4,36.77,47.98,1206.45,1354.1,1.09,17.13,26.75,55.97,22.82,22.43,99.19,75.04,91.91,27.35,4.56,78.22,88.88,47.76,38.28,83.03,74.44,83.29,100,100,93.76,36.1,96.62,70.57,53.97,25.62,14.16,3.72,59.69,0.806,1582.25,1963.58,0.822,1532.33,1863.2,10.17,43.77,6.75,55.66,46.19,44.05,1752.2,1787.36,20.77,9.81,0,76.96,7.31,0.26,15.38,0.09,33,0.46,7.51,9.96,1.04,16.39,4.17,1.51,5.61,0.03,8.43,7.7,2.72,39.19,46.88
4318606,769,2359,2321.00000000001,6904.00000000002,65.85,4.06,82.37,8.93,3.95,2.97,40.9,30.93,50.78,1348.38,2297.67,1.81,27.89,38.95,56.54,14.05,21.46,99.73,78,99.61,25.59,5.79,85.42,99.37,51.01,47.59,94.97,55.73,94.08,100,100,94.98,15.7,100,87.01,73.51,44.27,26.09,7.85,71.74,0.508,2038.02,4014.73,0.55,1824.09,3315.03,13.93,29.83,3,69.59,62.53,42.55,3297.8,3091.89,20.37,9.39,0,84.57,1.84,0.56,12.99,0.04,37,0.6,6.51,11.26,0.96,32.54,7.28,1.46,8.74,0,6.58,1.62,2.84,32.52,49.98
4318614,347,1030,700.000000000002,2082.00000000001,63.71,3.29,85.67,8.1,3.67,2.97,34.45,20.43,50.49,1786.01,2442.24,2.07,13.29,29.7,65.31,3.89,14.94,100,79.69,99.56,0.8,4.42,94.3,99.43,52.24,75.22,97.82,64.93,95.98,100,100,95.17,4.14,96.54,79.16,82.39,35.16,17.75,4,77.57,0.728,2513.29,3450.49,0.71,2152.25,3032.25,7,30.66,0.58,77.11,79.82,60.75,2815.21,3011.31,9.77,5.5,0,97.35,0.45,0,1.84,0.36,38,0.85,6.2,13.98,1.02,29.21,11.72,1.31,13.03,0.09,26.69,2.82,2.76,24.24,49.37
4318622,375,1116,1099,3290.00000000001,14.25,6.02,64.11,11.29,0,3,46.17,34.4,45.5,1040.86,1436.94,1.15,10.61,22.44,43.33,28.74,16.48,98.82,53.54,99.14,31.59,23.66,72.75,98.3,36.4,64.24,92.98,66.58,92.09,100,100,93.27,22.1,98.42,74.69,66.63,33.42,16.08,6.09,61.2,0.644,1612.34,2502.66,0.61,1446.37,2370.74,8.29,22.5,4.13,58.67,56.12,53.54,2211.67,2130.13,28.09,6.72,0,73.98,4.04,0.96,21.03,0,30,0.31,8.35,7.58,1.06,39.68,11.71,1.4,13.11,0,1.51,6.34,2.82,35.97,45
4318705,7109,21014,72034.9999999996,214086.999999998,66.8,11.32,70.62,13.43,16.49,2.99,43.57,42,45.51,1608.6,2912.23,2.19,35.7,47.53,97.65,13,15.71,99.88,94.41,98.15,78.36,3.45,99.6,98.82,92.51,77.68,96.94,43.32,94.85,100,100,93.23,11.27,96.79,82.61,61.67,56.78,39.24,10.51,66.93,0.687,2802.34,4076.86,0.598,2193.22,3670.46,27.67,21.73,7.33,62.02,79.46,74.8,3231.18,3471.46,21.56,6.56,0.17,86.06,4.83,0.31,8.73,0.08,30,0.3,8.21,6.74,0.95,52.37,9.77,1.81,11.44,0.23,28.94,8.42,2.83,43.46,44.71
4318804,1324,4204,13475.9999999997,43110.9999999989,83.58,11.77,76.46,10.73,1.09,3.21,40.4,31.79,50.2,1206.45,1948.39,1.52,23.7,33.03,61.53,15.29,20.82,99.03,61.93,96.36,17,10.51,65.89,94.45,50.46,45.92,95.14,69.17,94.17,100,100,94.7,12.28,97.57,81.12,60.6,31,19.32,6.6,71.11,0.777,2088.72,2687.4,0.568,1415.01,2491.49,10.09,28.94,4.19,68.13,54.74,43.2,2270.79,2402.51,18.54,7.88,0.15,90.07,5.36,0.31,4.25,0.02,35,0.64,6.29,12.04,1.01,13.01,4.38,1.17,5.52,0.02,5.19,4.48,2.91,33.03,49.2
4318903,1199,3342,12107.9999999999,34555.9999999999,60.22,8.21,70.4,14.26,4.17,2.89,40.77,40.24,48.96,1206.45,2056.21,1.57,27.97,35.15,92.97,16.88,18.41,99.52,60.73,98.56,34.36,4.12,91.28,97.69,59.09,50.33,93.57,52.69,92.9,100,100,94.13,18.32,98.75,82.94,72.78,47.41,32.71,9.91,60.57,0.711,2113.52,2974.28,0.657,1807.51,2749.98,16.65,29.69,5.46,57.27,64.35,60.38,2581.21,2557.59,22.33,7.69,0,79,1.84,0.87,18.14,0.16,33,0.51,7,10.72,0.95,34.44,9.29,2.36,11.63,0,8.07,2.82,2.76,41.84,48.14
4319000,658,1983,6722.00000000001,20103,60.12,4.08,71.5,14.29,7.44,3,38.86,27.84,48.74,1963.43,2739.07,2.14,32.39,46.8,80.51,4.59,17.34,100,94.75,99.67,71.48,3.02,94.63,99.54,78.91,81.14,96.48,52.46,95.67,100,100,94.96,11.73,98.42,91.75,74.5,47.61,29.16,8.77,72.43,0.573,2386.03,4167.39,0.525,1829.81,3485.38,21.95,24.19,2.52,70.6,82.36,75.85,3131.99,3330,16.12,6.81,0,90.07,2.08,0.32,7.53,0,33,0.5,6.32,9.15,0.96,36.34,8.87,1.14,9.85,0,10.17,2.12,2.88,29.7,48.05
4319109,694,1929,2072,5773,51.7,3.38,69.26,13.62,2.32,2.79,33.44,31.42,51.6,1360.21,2068.14,1.64,24.57,32.11,84.15,11.69,24,99.52,18.5,98.62,0.2,0.84,66.84,98.49,16.77,31.44,94.1,61.58,93.54,100,100,95.56,17.91,99.14,90.41,66.85,38.61,25.27,8.73,71,0.716,2077.62,2903.31,0.637,1660.45,2605.14,12.3,33.25,3.05,68.83,53.5,44.07,2631.43,2508.87,15.53,9.79,0,89.56,1.83,1.5,7.11,0,40,0.76,5.85,13.12,0.97,37.45,9.05,3.11,11.74,0.11,6.42,0.58,2.67,32.49,50.81
4319125,379,1072,1123,3201.00000000001,51.39,4.76,88.59,3.33,0,2.85,35.4,28.67,53.83,1182.79,1386.74,1.09,9.5,16.71,44.96,28.46,15.6,98.43,4.84,98.02,0.28,8.51,43.01,92.36,2.59,47.31,91.71,74.53,91.99,100,100,95.22,18.05,99.76,92.56,69.36,25.47,16.67,3.08,52.9,0.697,1495.1,2144.06,0.866,1599.4,1847.88,6.35,34.02,1.69,52.01,32.18,24.15,1901.85,1836.83,26.98,6.06,0,95.41,1.61,0,2.98,0,39,0.81,5.7,15.25,1.06,28.75,10.72,0.41,11.13,0,8.59,8.09,2.71,30.28,52.76
4319158,842,2494,2521.00000000001,7421.00000000002,38.31,11.98,71.11,8.59,0.34,2.94,43.89,24.83,49.45,1182.79,1589.97,1.25,13.55,20.65,67.62,27.45,19.36,99.11,29.25,97.27,0.25,2.29,56.7,94.96,21.15,15.33,90.92,71.98,89.51,100,100,94.06,26.79,97.23,83.76,61.65,28.02,15.41,5.4,67.65,0.746,1726.36,2313.48,0.818,1772.25,2166.89,22.82,34.63,3.23,65.46,43.72,34.73,2336.81,2044.77,25.66,8.23,0.25,73.3,1.44,0.25,22.6,2.42,34,0.48,7.42,10.54,1.1,40.39,9.71,1.39,11.1,0,3.74,0.97,2.83,26.86,48.72
4319208,682,1927,2024,5727.00000000001,46.53,10.66,82,5.2,0.47,2.84,42.23,38.47,51.75,1206.45,1440.27,1.1,11.14,16.36,93.09,26.41,17.4,98.58,22.2,97.5,0.35,3.4,67.97,95.79,21.35,37.6,87.64,72.92,87.89,100,100,94.49,31.77,96.83,72.38,69.58,27.17,16.3,5.27,69.59,0.835,1592.29,1907.4,0.857,1564.22,1824.59,8.72,40.78,2.44,67.89,47.05,29.53,1806.82,1751.18,21,7.23,0.55,73.31,1.25,0.06,25.02,0.37,36,0.52,6.41,12.06,1.03,33.19,9.03,2.66,11.56,0.14,4.41,2.41,2.72,39.62,50.73
4319307,690,2082,2079.00000000028,6364.00000000099,46.5,6.21,87.28,4.06,1.67,3.08,37.09,18.41,52,1206.45,1702.12,1.28,18.03,28.89,96.1,13.87,14.17,99.34,15.86,98.17,1.04,7.34,52.68,95.59,15.66,62.21,93.53,70.27,92.97,100,100,95.26,15.91,98.45,81.23,76.14,29.73,16.92,4.79,78.3,0.753,1563.75,2076.97,0.694,1330.66,1916.52,6.46,35.23,0.73,77.73,47.87,23.63,1573.67,1826.5,12.23,5.14,0,82.66,3.22,0.25,13.87,0,40,0.69,5.97,12.7,1.03,24.16,6.47,1.29,7.56,0.09,5.6,0.34,2.88,20.21,51.45
4319356,356,1101,1056,3315.00000000002,71.06,5.09,69.36,16.03,5.85,3.14,47.82,41.19,45.75,1478.49,2239.02,1.77,26.34,38.08,83.85,8.12,11.79,100,52.68,99.72,7.18,2.1,95.39,99.2,47.23,52.77,98.61,59.89,97.15,100,100,93.95,3.67,98.39,83.9,66.57,40.11,24.07,3.95,79.11,0.888,2577.05,2903.2,0.817,2261.22,2767.86,12.7,24.14,0.87,78.43,85.45,71.81,2604.3,2748.46,10.19,4.52,0,94.71,2.21,0,3.07,0,31,0.37,6.91,7.8,1.03,45.7,15.39,3.5,18.88,0,37.45,2.94,3.03,42.09,45.23
4319364,300,972,611.000000000001,1886,32.05,10.67,85.18,4.94,1.29,3.09,45.59,17.18,50.92,1111.82,1241.48,0.98,6.67,15.92,71.98,27.47,24.88,99.32,12.08,98.57,0.25,0.37,50.19,96.22,10.24,17.76,86.19,74.16,86.43,100,100,94.32,34.53,98.83,84.84,69.52,25.84,15.22,4.35,67.25,0.674,1409.24,2091.24,0.556,1125.67,2024.02,9.8,38.88,4.89,63.96,25.95,29.57,1881.94,1741.48,25.7,9.35,0,70.28,2.35,0.38,26.99,0,33,0.46,6.78,10.51,0.98,31.43,11.34,1.04,12.38,0,5.61,0.81,2.99,18.42,50.3
4319372,312,948,946.000000000002,2873.00000000001,74.54,0.48,75.11,5.73,0,3.04,36.24,28.33,51.32,1717.41,2777.99,2.05,28.17,38.39,95,6.5,10.17,100,32.73,99.81,0.61,0.65,87.74,99.15,32.47,81.95,97.32,56.78,96.79,100,100,95.36,6.43,100,94.53,73.42,43.22,24.81,6.08,69.01,0.549,2037.89,3713.71,0.541,1650.69,3052.24,10.14,33.33,0.83,68.44,66.25,42.04,3220.98,2940.17,14.17,4.6,0,91.5,1.99,0,6.51,0,38,0.74,5.7,12.57,1.03,38.77,13.04,2.34,15.38,0.17,8.2,0.34,2.87,30.06,50.23
4319406,1189,3284,5891.99999999996,16367.9999999999,45.57,6.78,74.17,11.57,1.11,2.79,36.58,40.4,52.02,1206.45,1739.24,1.37,18.04,28.1,70.9,17.61,21.49,99.66,46.43,98.2,44.55,7.84,77.76,96.49,45.23,52.18,93.96,61.24,93.06,100,100,94.8,16.43,97.18,86.37,69.11,38.76,24.54,7.3,63.13,0.714,1832.02,2565.86,0.61,1423.21,2331.84,13.46,36.52,4.29,60.42,58.57,47.88,2112.21,2205.89,22.17,8.84,0,86.52,1.83,0.31,11.31,0.03,37,0.75,6.18,13.99,0.97,21.09,6.69,2.11,8.77,0,11.15,3.66,2.66,41.89,50.9
4319505,724,2168,7439.9999999998,21931.9999999993,68.1,9.48,75.88,13.93,3.83,2.95,39.16,38.88,48.39,1608.6,2298.42,1.76,25.65,40.12,67.48,8.1,19.55,99.89,92.85,98.74,52.59,1.36,95.32,99.5,63.88,70.44,96.07,51.84,95.2,100,100,94.34,9.91,99.2,77.95,65.77,48.16,26.68,5.99,67.68,0.796,2360.73,2964.16,0.643,1782.73,2772.69,16.19,27.91,5.33,64.07,79.71,73.58,2535.78,2681.35,17.61,8,0,90.1,2.68,0.24,6.75,0.23,32,0.44,7.04,9.1,0.96,40.07,10.38,2.77,13.15,0,17.05,5.22,2.81,40.88,47.49
4319604,821,2255,8505.99999999963,23797.9999999987,77.51,9.35,71.34,13.78,6.71,2.83,38.02,34.3,51.44,1206.45,1817.59,1.43,22.41,28.73,75.86,20.27,25.52,99.44,78.49,97.01,65.47,9.8,83.55,96.06,68.79,51.47,92.76,62.31,91.53,100,100,94.78,18.62,97.32,81.58,65.18,37.8,24.41,8.1,60.18,0.692,1929.38,2787.46,0.602,1557.37,2587.98,13.75,32.57,5.14,57.09,58.19,51.05,2459.62,2383.91,23.92,10.82,0,78.36,11.71,0.53,9.04,0.37,36,0.65,6.66,12.7,0.98,22.37,6.58,2.07,8.46,0.09,8.4,2.31,2.7,35.96,50.5
4319703,397,1247,1202,3632,50.28,7.84,74.17,8.55,1.89,3.02,34.26,27.04,52.98,1466.66,2459.14,1.81,22.73,29.39,53.05,13.02,28.09,98.89,34.04,98.49,20.22,13.04,69.3,93.2,30.56,20.14,91.5,70.4,91.84,100,100,95.72,20.19,99.19,83.81,79.13,29.6,19.72,5.9,74.76,0.568,1904.23,3351.51,0.656,1807.28,2754.28,10.57,41.03,1.92,73.32,61.09,57.3,2750.77,2647.2,13.65,10.71,0,86.17,1.84,0.15,11.85,0,40,0.8,5.23,14.11,0.99,32.43,8.77,2.1,10.86,0,10.32,3.13,2.86,29.16,52.01
4319711,373,1104,741.000000000002,2168.00000000001,54.85,4.18,84.79,4.15,1.34,2.93,30.41,31.17,52.5,1667.74,2439.06,1.99,21,36.25,74.34,7.07,28.21,100,19.11,99.69,0,2.94,79.95,99.71,17.64,49.94,94.39,63.08,94.57,100,100,96.29,16.64,98.02,88.53,63.63,36.92,20.61,4.27,76.45,0.638,2343.95,3674.97,0.86,2645.09,3075.19,8.59,35.12,1.31,75.45,48.68,34.73,3185.81,3048.45,17.53,11.79,0,92.88,2.94,0.09,4.09,0,42,1.17,4.53,15.93,1.05,35.07,11.8,1.07,12.88,0,6.23,2.95,2.74,31.53,52.05
4319737,247,858,736.000000000001,2647,30.01,22.51,90.42,2.93,0,3.6,52.1,18.48,49.5,1182.79,1730.38,1.24,14.51,21.69,95.21,26.7,4.11,97.98,14.03,80.31,0,5.56,45.1,74.84,12.2,13,88.31,72.44,85.05,100,100,92.75,23.23,94.24,98.54,47.63,27.56,14.15,6.82,70.36,0.667,1552.01,2328.55,0.483,1409.52,2919.34,6.44,31.77,0,70.36,35.75,20.83,1896.32,1960.81,20.02,1.14,0.53,51.08,1.8,0.34,4.9,41.87,28,0.3,8.54,8.52,1.08,30.32,4.82,2.11,6.93,0,3.11,6.06,2.79,23.85,52.2
4319752,316,960,637.000000000001,1944,81.79,4.54,81.54,11.27,0.49,3.05,36.01,24.02,49.6,1809.67,2091.01,1.7,31.03,45.47,82.36,2.8,10.89,100,95.19,99.49,1.99,1.94,97.16,100,79.43,84.38,98.41,64.09,97.49,100,100,95.68,2.46,100,93.15,80,35.91,24.44,4.19,83.28,0.689,2031.29,2950.25,0.781,1973.34,2527.5,13.56,25.17,1.1,82.36,85.03,74.53,2326.82,2500.53,9.41,4.26,0,95.07,0.58,0.09,4.26,0,35,0.64,6.58,10.38,1.05,38.26,14.74,1.2,15.05,0.24,26.86,1.77,2.88,25.28,48.36
4319802,557,1625,2894,8439.99999999999,59.65,8.32,70.85,11.97,0.59,2.95,41.28,37.51,49.97,1206.45,1951.4,1.45,22.15,31.23,71.24,18.72,14.92,99.84,68.97,98.41,23.2,8.25,75.97,97.7,57.45,51.34,92.66,62.45,92.46,100,100,94.24,18.42,98.21,85.42,63.14,37.6,24.73,8.21,61.81,0.631,1705.71,2705.24,0.66,1598.93,2422.13,12.75,36.33,7.69,57.06,45.47,48.22,2408.29,2222.85,20.88,6.19,0,75.95,3.1,0.09,20.87,0,34,0.46,6.79,10.03,0.99,30.15,10.13,1.37,11.5,0.23,6.89,1.88,2.83,39.15,48.99
4319901,2449,7551,24534.0000000001,74985.0000000006,55.3,9.84,68.36,20.44,6.79,3.06,47.78,42.22,44.14,1419.35,2031.16,1.57,24.14,35.3,60.2,9.11,15.3,99.76,91.85,97.07,65.87,3.31,99.28,99.26,57.81,73.11,96.48,60.26,94.46,100,100,93.05,13.6,97.56,80.81,65.16,40,21.26,4.37,72.96,0.749,2114.31,2823.24,0.759,1948.97,2568.72,18.94,23.23,3.42,70.46,76.9,74.51,2389.72,2474.41,14.81,5.87,0,84.46,1.7,0.67,13.13,0.04,29,0.23,8.42,5.58,0.97,54.75,6.37,2.45,8.82,0.04,9.75,1.34,2.91,43.63,43.47
4320008,4244,12895,43001.9999999998,130956.999999999,67.65,12.35,69.07,12.97,10.47,3.06,44.99,41.4,46.04,1419.35,2057.46,1.62,32.1,45.3,89.52,13.74,19.25,99.76,91.89,98.51,68.45,3.39,99.57,98.78,82.86,75.62,96.57,45.77,94.95,100,100,93.33,13.07,97.39,84.54,60.52,54.46,34.45,4.86,63.38,0.618,2127.12,3440.97,0.788,2298.35,2917.75,21.77,20.79,7.05,58.91,82.2,75.38,2774.13,2837.73,25,7.76,0.14,87.06,4.76,0.15,7.98,0.05,30,0.29,8.27,6.62,0.95,53.73,8.57,2.34,10.82,0.04,50.7,12.85,2.88,43.17,45.09
4320107,688,2059,7088.00000000004,21285.0000000001,54.76,7.49,65.7,19.14,9.48,3.03,43.2,47.02,45.59,1608.6,2943.97,2.25,31.36,43.56,91.39,8.41,16.83,99.13,75.18,98.42,37.31,5.35,90.97,99.01,73.21,47.01,95.18,49.77,94.22,100,100,94.17,14.51,98.22,81.8,70.62,50.23,33.2,7.69,73.16,0.603,2509.85,4163.98,0.577,2099.45,3638.78,14.2,29.43,3.37,70.7,81.36,74.19,2898.58,3335.18,14.35,6.67,0,79.12,1.86,0.27,18.31,0.45,32,0.45,7.12,8.96,0.93,48.45,13.04,3.13,16.07,0,7.67,1.03,2.84,48.14,45.08
4320206,722,2156,3710.00000000001,10897,46.64,7.11,79.55,8.02,3.92,2.94,40.11,33.03,50.91,1206.45,1709.5,1.35,20.58,24.95,80.24,21.51,17.45,99.57,17.58,97.88,5.58,1.74,80.25,96.15,14.19,28.4,91.89,65.69,91.46,100,100,94.07,21.79,98.07,81.83,72.14,34.31,21.37,7.56,74.29,0.652,1735.86,2660.43,0.867,1958.79,2258.68,10.42,35.14,4.43,70.99,60.88,44.23,2287.3,2205.5,18.35,7.26,0,81.97,1.94,0.28,15.75,0.06,34,0.55,7.32,11.57,0.96,28.23,8.86,1.51,10.37,0,6.77,1.1,2.87,33.86,50.28
4320230,337,985,1028,3011,48.96,5.45,78.12,9.88,1.85,2.93,41.27,33.17,50.11,1206.45,2166.24,1.75,24.52,27.2,86.6,15.27,12.46,98.62,12.33,98.88,0.49,2.81,65.54,98.18,11.78,14.99,91.56,73.45,90.86,100,100,94.33,25.87,98.99,94.99,65.66,26.68,12.45,4.46,70.28,0.734,2479.21,3376.47,0.481,1581.21,3284.29,7.34,36.45,2.51,68.51,49.35,44.6,3274.11,2945.21,16.39,5.5,0,80.21,2.74,0.94,16.01,0.1,36,0.47,7.36,10.12,1.03,36.59,11.43,3.04,14.47,0,9.14,1.12,2.84,33.16,49.71
4320263,730,2283,2230,7157.99999999998,38.88,7.34,79.59,4.53,0.88,3.21,48.42,16.86,47.44,1194.62,1442.6,1.13,8.61,15.3,59.85,27.31,20.67,99.87,9.52,96.85,0.42,8.82,33.28,90.51,7.02,40.45,90.44,74.07,90.1,100,100,93.63,26.43,98.53,59.3,67.41,25.93,11.8,3.72,72.66,0.713,1645.93,2307.14,0.609,1372.2,2252.2,5.28,30.28,0.45,72.34,28.39,22.06,2035.87,2005.05,24.21,8.02,0,71.77,1.88,1.13,25.22,0,31,0.38,8.08,8.95,1.07,25.76,6.33,1.5,7.83,0,2.23,0.96,3.02,19.8,46.8
4320305,559,1626,1672,4929.00000000001,51.22,3.16,70.69,8.04,2.9,2.96,38.17,33.15,49.65,1679.56,2603.35,2.11,30.39,42.48,80.36,5.57,14.45,100,35,99.69,2.19,0.47,86.67,99.44,30.36,37.76,96.66,53.09,95.92,100,100,94.93,10.14,99.66,85.82,73.59,46.91,31.37,10.51,81.01,0.68,2709.24,3986.19,0.415,1510.37,3637.45,13.27,28.77,3.52,78.16,63.17,53.05,3322.17,3368.2,12.76,5.65,0,85.93,1.2,0,12.66,0.2,37,0.65,6.19,11.88,0.95,39.52,11.25,2.35,13.6,0,12.26,0.98,2.87,33.9,49
4320321,312,921,947.000000000001,2814,42.74,4.96,89.56,4.74,0,2.97,39.41,24.18,49.98,1206.45,1544.54,1.31,10.86,17.84,92.07,12.83,13.94,100,42.01,99.42,0,9.43,32.9,96.38,40.27,20.95,94.54,71.38,93.98,100,100,94.55,11.02,96.76,89.33,74.35,28.8,14.14,2.66,71.95,0.681,1718.22,2524.89,0.662,1444.19,2182.4,5.89,37.12,1.66,70.76,51.12,28.44,2218.75,2115.85,18.23,6.32,0,89.02,2.73,0.36,7.89,0,37,0.63,6.26,11.76,1,10.84,3.29,0.52,3.82,0,2.54,1.12,2.84,25.9,49.44
4320354,590,1685,1812,5198.00000000001,55.08,9.63,78.9,5.1,0.13,2.87,40.54,34.82,49.41,1206.45,1666.51,1.23,6.32,19.1,45.36,21.85,16.17,99.8,29.98,98.28,0.09,5.59,60.73,96.11,11.74,49.21,93.06,74.64,91.93,100,100,94.93,21.58,99.52,88.03,73.08,25.36,15.81,3.38,67.17,0.821,1649.29,2009.11,0.78,1493.2,1914.96,7.46,35.88,2.59,65.43,42.45,26.85,1822.43,1850.3,19.8,6.91,0,82.97,5.97,0.43,10.62,0,35,0.59,6.76,12.37,1.05,26.86,11.73,1.18,12.91,0,9.78,4.09,2.75,36.47,48.76
