cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10_parede_alv,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1b_micro_internet,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10b_sem_fund,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d11_sem_registro,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v6264_igual,e2z_v6264_naonulo,e3_estrangeiro,e4_trab_outro_mun,e5_desloc_mais_1h,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
1101435,689,2488,2103.99999999977,7492.99999999899,25.12,14.57,72.05,6.54,0,3.56,55.42,18.4,44.89,768.81,1088.21,0.81,5.39,11.66,8.34,38.08,13.35,96.61,0.87,87.15,0,5.78,22.86,77.99,0,10.04,85.85,76.79,84.84,100,100,92.16,55.45,98.72,77.27,49.09,23.3,11.89,2.85,70.04,0.613,1183.35,1931.07,0.875,1561.06,1784.94,5.89,27.13,3.8,67.38,26.84,30.87,1790.23,1639.59,32.64,4.67,0.46,33.85,6.1,1.04,59,0,26,0.19,9.6,5.31,1.14,66.44,13.21,1.78,14.72,0.08,2.98,5.14,3.41,21.14,44.23
1101450,465,1625,1407,4810.00000000002,6.56,13.88,63.33,7.79,0,3.43,56.44,15.19,43.79,605.59,1154.59,0.9,8.16,11.43,25.75,44.73,12.9,86.67,1.17,85.33,0,8.49,38.15,82.31,0,16.37,84.66,74.54,84.59,100,100,90.73,51.84,97.74,76.41,60.61,25.46,15.11,4.8,57.33,0.584,1355.21,2318.69,0.945,1907.18,2017.82,11.85,19.82,2.09,56.12,54.13,35.98,2363.53,1954.32,41.94,4.08,0,43.72,8.7,0.37,46.33,0.87,25,0.15,11.58,4.28,1.17,83.94,15.92,6.48,22.18,0,2.44,3.63,3.21,17.54,42.72
1101468,357,1153,723.000000000003,2315.00000000001,19.76,16.82,67.24,4.05,0,3.23,54.86,21.88,44.24,1123.65,1457.22,1.14,7.77,12.25,44.26,25.77,11.22,93.36,19.91,87.26,0,6.8,50.1,86.95,0.73,24.47,91.13,62.64,89.3,100,100,90.13,25.52,93.83,87.38,70.28,37.36,23.66,5.92,64.47,0.644,1615.82,2510.57,0.588,1686.53,2870.08,16.55,26.42,6.54,60.26,37.46,50.46,2432.82,2122.73,25.72,3.97,0.58,34.28,17.99,1.72,45.02,1,25,0.17,12.04,5.35,1.11,74.43,22.32,4.1,25.39,0.75,1.76,2.94,3.1,23.7,43.55
1101476,350,1088,1087,3524,20.19,14.76,75.9,6.9,0,3.24,49.74,22.26,46.93,1111.82,1351.07,1,12.89,16.29,53.06,30.63,24.88,96.73,2.17,92.41,0,2.21,43.87,89.57,0.65,34.26,85.11,74.28,85.06,100,100,93.37,49.62,98.62,92.59,62.44,25.72,13.8,3.03,54.48,0.543,1298.74,2391.57,0.922,1851.38,2008.19,7.89,30.47,6.51,50.93,48.19,43.99,2286.61,1930.79,30.94,9.15,0.25,42.26,7.21,1.7,48.58,0.26,28,0.27,8.31,7.29,1.11,78.42,18.59,2.59,21.19,0,11.15,5.51,3.17,23.21,46.52
1101484,606,1930,1819.00000000033,6018.00000000121,22.31,11.89,78.69,7.96,0,3.31,50.38,30.34,45.13,804.3,1127.64,0.84,9.65,14.61,21.35,37.71,23.02,98.96,17.86,92.6,0.48,2.02,32.91,96.24,0.14,11.82,83.2,71.85,82.76,100,100,93.24,53.88,98.74,88.54,67.79,28.15,17.31,4.5,59.84,0.694,1219.39,1758.07,0.839,1409.93,1680.96,8.51,29.27,4.95,56.88,57.39,37.04,1633.62,1519.81,27.4,9.13,0.23,39.93,7.74,1.07,51.26,0,30,0.3,8.24,7.34,1.05,83.21,14.96,3.94,18.9,0,8.94,4.2,3.2,31.37,44.79
1101492,959,3227,4757,16035,8.31,14.39,73.97,9.94,0.19,3.38,56.17,22.89,41.92,827.95,1450.51,1.09,12.74,18.02,0.09,36.52,15.56,92.33,3.22,81.87,0,2.97,45.65,80.63,0,37.17,90.87,69.94,89.2,100,100,90.78,39.15,95.72,74.86,62.04,30.06,17.29,5.07,69.11,0.677,1661.1,2454.12,0.854,1963.77,2298.58,10.64,23.04,5.44,65.35,39.6,30.6,2295.85,2109.92,29.99,5.36,0.11,37.37,4.91,0.96,54.77,1.99,25,0.12,11.18,3.62,1.1,84.01,18.56,4.09,22.29,0.17,1.37,2.72,3.21,24.7,41.3
1101500,666,2225,3406.99999999966,11628.9999999987,12.99,16.74,80.42,8.7,0.17,3.42,55.75,20.42,43.31,603.22,1308.9,0.92,9.35,13.19,11,49.35,17.53,94.84,20.99,79.58,0,4.64,40.87,87.24,1.16,37.04,88.99,78.2,87.64,100,100,92.14,40.56,95.83,81.52,56.38,21.9,10.88,2.91,68.67,0.834,1839.2,2205.69,0.562,1571.78,2796.36,8,25.01,4.23,65.76,48.3,27.03,2362.52,2050,33.93,6.53,0.38,40.95,9.03,0.86,48.83,0.33,25,0.16,10.07,4.67,1.1,69.11,10.12,4.8,14.81,0.05,1.63,2.28,3.28,22.28,42.78
1101559,493,1584,1486,4888,33.94,10.3,79.14,7.11,0.25,3.29,52.32,17.29,46.11,1182.79,1370.69,1.03,9.38,15.3,8.94,23.98,20.45,98.41,2.17,94.14,0,5.02,34.3,90.57,0,26.07,88.08,76.52,88.4,100,100,92.79,43.62,99.21,81.59,61.09,23.61,14.21,3.66,65.94,0.662,1427.55,2156.78,0.958,1822.04,1901.26,5.5,30.09,3.31,63.76,37.36,33.78,2101.09,1861.74,24.67,7.76,0,36.58,7.68,2.22,53.1,0.42,28,0.27,8.36,6.96,1.08,68.72,13.08,2.15,14.97,0,2.48,3.49,3.15,19.95,45.32
1101609,614,2165,3159.00000000002,10649.0000000001,16.64,14.21,71.85,5.37,0.17,3.37,53.34,19.53,45.24,709.67,1155.75,0.89,3.64,7.63,10.91,44.63,16.56,95.2,12.67,89.63,0.75,3.69,23.63,75.86,2.76,12.96,85.67,78.08,84.77,100,100,91.91,46.33,98.35,85.71,48.17,22.15,10.31,4.07,66.52,0.641,1339.57,2090.64,0.864,1670.61,1934.16,6.36,28.08,5.53,62.84,38.57,22.92,2086.22,1768.03,34.39,6.11,0,36.6,5.83,2,55.53,0.05,26,0.19,10.31,5.55,1.13,79.9,19.86,5.08,24.78,0.08,3.59,3.69,3.25,20.42,44.72
1101708,766,2550,3940.00000000004,12974.0000000001,27.55,13.52,73.51,9.11,0.43,3.29,51.02,21.88,44.97,723.87,1157.97,0.88,7.22,11.67,14.42,40.2,23.38,96.78,13.22,87.1,0.14,4.6,39.31,85.69,3.27,20.34,85.08,77.13,84.91,100,100,92.23,51.17,96.56,76.14,56.33,22.95,12.19,3.52,62.86,0.633,1321.79,2088.84,0.824,1602,1944.49,7.98,31.78,4.86,59.8,35.76,27.08,2002.88,1727.33,33.54,8.66,0.2,36.43,7.39,1.06,55.08,0.04,27,0.22,9.25,5.86,1.08,73.53,14.67,3.22,17.44,0.16,3.28,2.42,3.18,23.49,44.29
1101757,553,1823,2810.00000000001,9384.00000000002,9.33,14.79,77.8,7.36,0,3.34,54.07,20.46,44.53,638.71,1271.6,0.96,8.41,12.41,13.87,45.12,18.6,89.52,0.17,75.58,0,5.01,35.44,67.11,0.17,7.72,84.55,76.76,83.5,100,100,91.34,52.36,94.85,79.3,50.31,23.24,14.03,4.39,64.4,0.72,1509.03,2096.29,0.63,1571.95,2495.77,12.01,24.72,4.13,61.74,35.19,27.15,2095.62,1848.94,32.03,7.09,0,28.86,9.67,0.89,60.51,0.07,26,0.18,10.34,5.19,1.13,77.98,21,3.47,23.63,0.05,2.58,1.4,3.2,22.57,43.81
1101807,479,1574,2441,8210.00000000002,35.08,10.17,74,6.01,0.29,3.36,54.86,25.97,45.14,605.59,1261.24,0.99,7.82,12.38,5.49,41.68,13.53,97.67,0.63,93.19,0,3.52,33.9,85.54,0,11.87,88.22,74.72,88.07,100,100,92.63,41.12,97.48,81.48,56.83,25.28,14.06,3.46,50.19,0.661,1548.64,2344.41,0.688,1718.23,2496.47,12.9,30.19,3.21,48.57,30.32,26.98,2229.26,1991.34,34.28,4.92,0,33.83,6.68,0.87,58.62,0,27,0.21,9.06,5.53,1.07,64.54,9.06,2.42,10.77,0.06,3.13,6.31,3.22,27.62,44.58
1200013,689,2473,3473.00000000001,12538,12.26,28.48,75.08,8.13,0.29,3.61,60.57,24.88,42.72,603.22,957.64,0.72,7.43,10.96,30.06,48.29,15.13,94.26,12.15,69.33,0,18.11,48.66,60.74,6.39,10.64,84.05,69.38,81.95,100,100,89.77,44.62,95.11,70.33,48.53,30.73,18.44,4.22,58.09,0.724,1319.52,1822.76,0.677,1433.54,2116.38,12.33,19.78,9.34,52.66,51.48,31.11,1776.62,1631.92,39.5,4.79,1.03,26.99,4.42,1.06,67.54,0,22,0.12,12.66,4.04,1.11,60.97,14.61,4.86,18.68,0.03,4.86,3.22,3.41,27.77,41.79
1200054,517,2040,1565,6071.99999999998,7.24,33.58,80.14,7.79,0.21,3.9,67.89,35.02,42.53,534.62,894.2,0.73,4.29,14.64,48.16,53.96,19.07,86,30.76,53.17,2.39,28.63,62.39,48.49,19.83,7.37,79.75,63.46,76.58,100,100,87.66,55.06,85.07,66.03,57.33,36.81,22.86,4.76,52.89,0.718,1562.96,2175.32,0.854,1836.97,2151.1,17.23,18.94,7.52,48.91,38.78,37.63,2005.27,1857.3,46.13,6.2,0.34,26.98,4.57,2.3,57.41,8.74,21,0.12,15.15,4.34,1.04,23.63,8.6,1.28,9,0.98,5.2,3.3,3.46,38.67,40.68
1200104,569,2028,5972.99999999999,21398,22.4,27.92,75.25,11.98,3.03,3.58,62.19,35.21,42.91,515.7,984.81,0.81,12.9,19.24,55.6,53.37,15.68,92.11,33.75,65.48,21.27,34.23,68.67,63.31,21.94,21.52,79.76,68.14,80.26,100,100,90.38,56.3,90.19,69.16,62.15,31.97,22.17,5.72,54.71,0.758,1510.44,1991.6,0.785,1669.84,2126.59,10.69,22.71,6.04,51.41,44.91,29.44,1859.7,1771.85,38.94,5.23,0.74,23.34,7.46,1.99,66.63,0.59,23,0.17,11.86,5.36,1.07,26.83,6.5,2.27,8.22,0.27,11.18,4.33,3.32,37.27,41.89
1200138,768,2818,2344.00000000002,8471.00000000009,14.33,34.72,70.21,4.03,0.49,3.63,60.11,21.83,43.82,709.67,1042.25,0.79,7.35,11.42,40.25,41.89,15.51,94.7,23.82,56.05,0.16,25.16,46.91,50.05,11.92,9.49,74.9,73.65,74.5,100,100,89.89,59.93,91.11,74.31,56.47,26.43,16.99,4.35,57.12,0.729,1484.58,2035.1,0.817,1738.57,2129.06,10.6,23.3,3.39,55.19,49.51,32.98,1996.79,1800.08,37.9,5.02,1.31,20.94,6.41,3.33,69.19,0.13,23,0.14,12.28,4.69,1.17,53.44,20.49,2.93,23.39,0.12,10.06,6.34,3.39,25.27,42.66
1200179,461,1672,2361,8798.00000000001,12.81,32.9,70.15,5.73,1.98,3.73,65.81,27.49,43.62,629.24,1124.19,0.83,4.78,7.86,38.23,43.98,17.56,93.23,42.26,36.29,0.82,21.03,44.09,52.15,23.88,20.04,78.28,74.48,75.25,100,100,89.88,50.91,92.6,76.67,44.65,25.76,15.19,3.45,65.84,0.611,1305.18,2134.71,0.57,1584.91,2780.48,8.97,23.58,4.23,63.06,52.97,26.55,2056.86,1769.26,36.02,6.4,1.07,14.75,5.68,1.43,78.1,0.05,22,0.11,12.32,4.16,1.12,55.6,15.78,4.33,19.65,0,3.72,3.12,3.51,30.03,42.72
1200203,1813,7483,18930,78506.9999999999,21.36,32.47,87.39,7.75,1.51,4.2,71.07,41.44,42.39,709.67,1548.11,1.11,13.96,21.8,50.47,41.41,24.75,95.27,14.74,51.35,4.53,30.9,68.24,54.82,9.34,20.93,81.21,59.04,81.02,100,100,88.73,52.84,94.87,79.2,63.86,41.37,29.93,7.65,57.03,0.611,1752.4,2869.44,0.676,2104.66,3112.33,15.82,22.68,7.81,52.57,52.02,43.94,2673.86,2334.18,36.26,8.3,1.43,24.22,5.47,1.04,68.08,1.2,21,0.12,13.81,4.35,1,21.68,6.01,2.29,8.27,0.05,3.69,2.81,3.8,43.79,40.88
1200252,863,3001,4424.00000000028,15100.0000000013,17.26,26.96,75.77,10.96,3.75,3.42,58.4,34.74,42.59,714.41,1497.06,1.1,15.5,19.78,57.04,39.66,21.28,93.98,23.59,63.83,4.72,16.66,68.27,56.34,16.11,15.8,84.34,61.86,83.12,100,100,89.93,43.25,93.68,79.63,61.35,38.2,28.1,7.27,60.76,0.679,1732.31,2551.88,0.642,1962.24,3057.27,12.78,22.64,7,56.5,46.09,31.23,2363.42,2191.4,31.41,8.39,0.87,21.28,5.32,2.66,70.74,0,24,0.15,11.79,4.81,1.02,38.97,13.48,2.89,14.94,1.54,15.92,2.35,3.18,37.62,41.39
1200302,689,3127,7076.00000000001,32412.0000000001,10.92,48.48,84.8,6.22,1.19,4.58,75.54,25.81,43.11,354.84,958.03,0.69,9.02,11.58,13.62,61.98,24.15,68.89,12.33,34.56,3.48,48.08,51.02,35.75,1.17,9.27,63.25,75.99,62.14,100,100,86.51,71.23,82.92,72.72,52.66,24.01,17.18,4.44,52.14,0.67,1367.66,2039.93,0.949,1750.09,1844.19,14.31,24.66,6.1,48.96,42.65,25.93,2074.78,1720.45,47.58,7.27,1.07,27.73,5.69,2.38,56.11,8.09,18,0.09,16.36,3.72,1.06,8.55,3.68,0.47,4.15,0,0.46,5.71,4.05,31.32,41.45
1200328,435,2097,1311.00000000001,6577.00000000005,1.29,52.19,92.17,2.41,1.22,5.03,81.74,25.5,36.98,236.56,751.29,0.51,0.58,7.67,36.02,68.59,10.6,44.6,7.86,18.14,0.47,52.91,37.8,16.19,4.8,6.08,74.52,78.93,66.05,100,100,82.47,65.81,71.26,77.49,41.14,21.58,14.43,2.58,49.27,0.712,1279.08,1797.31,0.612,1523.93,2488.25,17.48,24.79,6.53,46.05,45.24,39.64,2029.21,1519.4,50.69,2.48,4.39,15.01,8.05,0.09,45.6,31.26,15,0.04,21.3,1.76,1.08,5.13,3.14,1.92,4.93,0,0,3.74,4.69,28.14,37.82
1200336,699,2976,3603.00000000001,15206,18.66,37.04,94.67,1.66,0,4.22,73.08,39.61,41.99,532.26,808.69,0.66,7.78,11.28,52.55,54.16,22.8,87.24,7.66,39.89,0.29,27.03,51.86,33.14,0.57,4.37,76.86,63.87,74.74,100,100,87.58,57.23,94.91,80.82,63.76,36.13,25.95,4.44,51.34,0.826,1569.52,1899.02,0.731,1676.39,2292.47,18.38,29.49,5.26,48.64,41.38,26.89,1889.74,1731.15,39.08,6.99,0.56,15.45,3.31,1.18,71.52,8.54,20,0.1,14.88,4,1.06,18.13,5.07,2.84,7.81,0.07,4.56,3.61,3.87,44.07,41.04
1200344,608,2549,1868.00000000001,7981.00000000004,6.2,39.84,80.74,7.59,0.29,4.27,70.84,25.48,42.67,603.22,1124.65,0.83,4.32,7.24,57.68,48.28,19.29,79.86,18.31,41.72,6.91,46.86,52.21,35.35,14.44,13.62,68.52,72.19,63.77,100,100,87.07,63.7,77.99,56.91,50.54,28.02,18.87,4.36,57.77,0.68,1440.76,2117.54,0.806,1709.01,2120.64,14.5,23.38,2.6,56.27,44.19,33.43,2098.95,1818.53,37.93,5.8,6.02,16.48,3.08,1.13,73.78,5.54,19,0.1,16.1,3.92,1.14,22.77,10.45,0.77,11.19,0.03,0.84,4.09,3.82,29.08,41.21
1200351,551,2831,2767.99999999997,14227,0.2,49.21,95.34,1.17,0,5.15,84,30.03,38.45,224.73,473.53,0.39,2.95,5.65,21.14,74.79,13.92,54.19,13.32,21.01,1.21,54.19,33.89,23.38,6.72,9.24,65.32,80.86,61.65,100,100,83.95,78.53,90.82,80.26,43.04,19.14,11.76,2.46,61.38,0.788,1190.98,1510.77,0.909,1364,1500.01,13.07,18.44,5.28,58.14,32.65,13.86,1430.64,1357.25,52.11,3.67,4.53,16.73,8.72,0.89,62.88,10.79,15,0.05,19.58,2.31,1.1,6.16,1.86,1.09,2.94,0,0.19,4.83,4.68,34.76,37.41
1200385,959,3385,4783,17209,17.98,29.79,74.37,6.63,0.64,3.61,61.12,27.31,44.23,709.67,1054.53,0.79,8.45,12.13,31.91,44.15,18.59,98.29,15.6,58.88,4.44,10.8,56.06,62.26,7.83,21.15,81.21,66.69,80.91,100,100,89.34,48.06,93.6,77.53,63.38,33.38,21.78,4.69,50.18,0.777,1459.1,1879.04,0.955,1685.59,1764.22,14.82,27.39,7.95,46.19,54.21,40.93,1991.85,1685.43,37.18,6.7,0.26,23.74,7.66,3.49,65,0.11,22,0.15,12.84,5.21,1.1,44.53,9.73,3.63,13.16,0.19,3.71,4.65,3.38,29.63,43.1
1200393,332,1817,1727.99999999999,9175.99999999996,0.88,53.79,95.3,1.35,0.09,5.34,82.47,26.41,40.93,354.84,677.25,0.52,0.51,3.29,37.96,63.39,29.02,69.5,0,22.95,0,52.01,20.93,37.94,0,9,65.4,77.34,59.52,100,100,83.78,83.76,93.26,69.44,52.31,22.9,15.48,1.59,65.52,0.627,1194.28,1904.22,0.71,1447.7,2040.19,12.79,20.57,2.87,63.64,41.5,18.55,1816.22,1569.65,46.82,7.3,3.17,25.04,5.3,1.61,61.81,6.24,15,0.06,19.69,3.03,1.09,12.88,4.93,0.43,5.36,0,0.58,4.7,4.93,29.72,39.48
1200401,9108,32141,96276.0000000005,336038.000000002,46.94,28.13,71.2,15.1,9.75,3.54,58.31,45.72,42.46,1182.79,2204.57,1.68,28.88,34.84,51.14,28.15,18.41,99.44,59.52,68.39,46.62,18.33,93.04,80.96,32.79,35.27,91.05,43.86,89.73,100,100,90.97,32.91,95.08,81.54,72.36,56.4,41.7,12.97,62.46,0.768,2796.7,3643.82,0.641,2823.19,4403.02,21.07,17.27,9.42,56.57,68.36,60.88,3332.02,3234.83,31.93,6.4,0.88,25.52,5.32,2.23,66.78,0.13,25,0.15,10.96,4.36,0.95,32.43,5.99,2.37,8.27,0.12,1.56,4.8,3.22,48.04,41.26
1200427,614,2801,3150.00000000001,14389,15.32,43.06,94.6,2.68,0.15,4.57,75.79,27.4,40.54,316.99,657.83,0.47,2.2,7.72,43.21,65.11,18.96,90.72,10.77,19.42,0,55.75,38.73,31.52,8.51,4.58,68.33,73.2,67.11,100,100,86.51,68.19,94.63,80.86,57.12,27.51,19.69,4.04,51.57,0.743,1107.86,1490.08,0.654,1193.56,1825.87,10.78,24.21,7.04,47.94,43.99,19.9,1425.88,1305.59,47.32,5.37,2.4,20.53,3.38,0.51,75.58,0,17,0.07,16.08,2.95,1.08,28.87,11.18,0.99,12.17,0.06,1.95,4.7,4.33,28.41,39.79
1200435,271,1252,830.000000000005,4691.00000000001,3.94,60.09,88.72,4.74,0,5.72,78.55,18.09,37.32,236.56,769.49,0.69,5.29,12.85,49.59,63.2,4.99,66.14,8.79,42.39,0.17,50.46,48.38,38.63,7.98,10.71,67.19,71.94,58.04,100,100,82.24,61.75,63.75,71.01,50.17,28.06,18.71,2.33,46.64,0.773,1765.17,2282.26,1.381,2637.25,1909.08,20.58,13.59,4.1,44.73,45.12,35,2468.74,2031.21,56.86,1.15,10.92,18.64,0.9,0.39,25.18,54.89,16,0.02,22.37,1.08,1.05,19.85,7.58,0.9,8.41,0.35,0,1.96,4.21,32.25,35.96
1200450,1130,4133,5669.99999999999,20179.0000000001,24.36,30.85,73.9,7.84,2.75,3.58,60.32,37.25,43.63,839.78,1640.42,1.16,12.82,16.05,31.79,32.97,23.18,98.98,24.82,65.42,0.45,16.03,64.96,60.76,7.58,32.38,82.11,66.8,80.88,100,100,90.16,53.95,95.64,78.11,64.42,33.27,22.42,5.41,58.45,0.742,1796.33,2421.15,0.803,2071.47,2580.73,16.38,25.19,7.15,54.27,55.85,46.11,2242.23,2144.58,30.56,8.19,0.44,17.28,6.34,2.53,73.7,0.15,24,0.17,11.99,5.59,1.05,53.87,16.38,2.48,18.73,0.19,13.52,3.94,3.31,39.36,42.46
1200500,897,3632,9413.00000000001,38029,17.51,38.82,83.84,8.38,3.29,4.06,67.38,33.6,41.71,603.22,921.16,0.73,10.8,14.48,37.81,48.45,17.45,84.25,15.59,44.16,5.72,22.37,63.43,49.23,9.39,20,75.84,69.58,74.92,100,100,89.16,58.6,85.41,70.02,56.52,30.76,23.44,4.03,60,0.83,1526.81,1840.45,0.806,1631.88,2024.7,11.67,22.23,9.18,54.49,49.5,33.47,1791.68,1696.07,37.03,5.6,0.95,17.89,7.18,0.69,70.69,3.55,21,0.13,13.15,4.49,1.08,12.67,4.05,1.39,5.44,0,1.63,4.61,3.66,36.44,40.52
1200609,739,3596,7592.00000000046,35590.0000000028,6.87,49.08,87.16,3.41,0.37,4.72,74.39,31.28,42.42,449.46,895.63,0.66,9.38,12.6,39.67,56.41,22.68,74.07,13.49,36.88,1.3,41.25,49.92,27.77,5.29,8.87,67.87,75.58,64.95,100,100,86.12,63.44,85.57,76.14,50.67,24.42,15.49,3.42,52.71,0.715,1421.69,1988.89,0.552,1422.79,2577.75,13.65,22.62,3.71,50.76,42.4,29.1,1972.74,1721.82,44.64,6.67,1.91,22.02,6.41,3.35,65.02,3.2,18,0.1,17.13,4.26,1.06,7.75,2.95,1.16,4.11,0,0.85,2.9,4.22,35.83,41.02
1200708,849,3033,4508.99999999998,16090.9999999998,13.44,31.59,82.84,7.55,0.98,3.57,61.01,37.15,44.3,756.99,1332.16,1,12.72,14.4,52.66,41.35,26.57,86.34,35.89,67.38,19.58,39.2,63.47,60.65,21.75,20.84,79.23,68.5,76.54,100,100,90.16,39.04,87.7,70.87,57.08,31.69,21.13,5.33,60.86,0.822,1684.65,2048.4,0.856,1824.65,2131.17,8.89,24.38,4.66,58.02,48.16,31.81,1918.48,1877.59,34.54,9.61,1.03,16.99,9.15,2.79,71.07,0,23,0.17,12.23,5.69,1.07,16.66,5.58,1.35,6.72,0.03,1.04,4.1,3.29,40.29,43.06
1200807,778,2790,4045.0000000003,14880.0000000015,9.69,35.79,78.58,4.86,0.13,3.69,62.16,28.71,44.27,603.22,1003.65,0.72,4.87,9.88,23.53,46.75,18.41,96.2,12.29,54.37,0.16,31.62,49.41,49.02,2.44,11.98,77.87,75.43,76.8,100,100,89.94,54.6,90.39,67.18,55.44,25.25,16.43,2.74,45.4,0.614,1336.32,2176.58,0.522,1510.42,2892.66,8.86,26.52,3.52,43.8,38.75,29.09,2117.57,1795.84,41.35,6.41,0.89,20.93,4.26,1.02,73.79,0,23,0.14,12.37,5.03,1.12,68.01,15.58,3.59,19.13,0.07,5.93,6.71,3.49,30.57,43.26
1300029,504,2778,2501.00000000001,14088.0000000001,10.27,59.9,92.91,2.12,0.24,5.66,82.21,28.41,41.83,260.21,645.46,0.45,3.81,8.12,46.99,70.14,16.82,94.24,31.7,39.5,6.76,17.49,49.36,52.28,18.36,17.64,72.87,73.88,69.71,100,100,84.34,52.39,75.29,66.77,47.48,26.94,17.16,3.39,44.45,0.603,1061.64,1760.32,0.815,1397.68,1713.9,11.96,20.99,3.17,43.04,21.63,16.25,1665.23,1437.88,54.01,4.2,3.62,12.47,5.98,0.53,73.8,7.21,17,0.07,18.13,3.15,1.11,13.08,3.17,0.65,3.78,0.11,2.28,12.18,4.78,35.6,39.94
1300060,330,1771,1696.0000000001,9467.0000000007,16.1,55.07,94.6,4.56,0.7,5.73,81.48,17.47,43.43,101.72,644.21,0.44,2.61,9.02,69.66,75.23,18.69,78.84,12.67,50.5,2.39,43.89,43.49,43.76,11.02,27.55,75.08,69.3,74.18,100,100,86.49,46.65,86.34,82.18,44.67,31.3,23.63,3.74,38.5,0.606,1027.61,1696.86,0.436,1575.03,3614.03,9.47,29.37,8.11,35.38,14.29,17.97,1820.56,1310.83,55.97,4.25,1.48,3.21,0.47,0.08,61.01,35.23,19,0.09,15.66,3.62,1.07,10.58,4.13,0.97,4.91,0.37,1.17,26.22,4.33,29.95,40.35
1300086,365,1998,1898,10214,0.25,53.75,93.8,2.79,0,5.42,76.89,26.69,43.65,591.4,809.78,0.57,2.57,8.57,53.56,52.03,12.54,91.33,2.72,59.05,2.27,30.79,42.57,68,1.9,5.12,85.51,60.06,81.74,100,100,88.62,50.92,93.64,79.95,54.99,40.24,29.13,4.75,60.95,0.71,1195.64,1684.06,0.549,1369.5,2492.72,12.32,21.9,8.1,56.01,7.97,20.72,1693.54,1462.11,43.72,2.97,0.73,7.93,1.62,0.7,89.24,0.51,20,0.12,14.63,4.54,1.14,13.6,6.42,0.39,6.81,0,0.68,6.91,4.33,33.26,40.79
1300102,580,2942,3082.99999999953,16316.9999999971,20.71,53.86,91.94,3.66,0.46,5.3,78.33,27.87,44.01,428.17,832.27,0.56,2.48,10.5,65.42,58.12,23,90.15,2.6,60.91,1.99,22.82,51.09,64.21,2.6,15.43,83,67.93,77.73,100,100,88.08,44.16,84.92,69.82,50.16,32.07,17.61,3.86,61.44,0.634,1097.91,1731.49,0.754,1352.32,1793.6,10.59,28.39,9.12,55.84,16.13,17.88,1725.35,1424.16,42.4,5.87,0.86,16.15,0.8,0.1,80.38,2.58,20,0.11,14.98,4.28,1.09,13.44,4.39,1.05,5.44,0.13,1.82,7,4.23,35.66,40.69
1300144,908,3371,4643.00000000007,18007.0000000003,10.47,31.79,77.27,11.63,0.82,3.89,62.01,26.09,41.69,674.19,1185.02,0.9,5.57,13.92,10.3,45.07,13.72,80.81,10.93,52.87,0,8.09,54.77,75.47,1.31,27.17,88.93,69.52,88.57,100,100,90.88,36.29,93.37,70.77,61.17,30.75,17.97,4.07,62.85,0.58,1330.98,2296.3,0.75,1682.75,2244.77,11.11,19.38,6.86,58.54,14.98,19.24,2131.52,1885.26,36.02,4.6,0.9,37.4,8.51,2,51.69,0.39,24,0.1,11.37,3.12,1.13,54.6,18.65,2.86,21.34,0,3.05,6.75,3.56,29.21,40.61
1300201,587,2818,2930,15153,4.15,58.08,95.18,1.5,0.13,5.22,75.99,21.55,40.99,118.28,492.58,0.41,2.49,8.59,33.69,75.25,12.23,61.1,1.23,28.85,0.23,53.86,25.46,21.66,1.23,3.18,61.64,80.23,58.39,100,100,85.88,74.51,65.53,56.09,36.8,19.77,12.45,2.74,56.08,0.598,976.12,1632.74,0.965,1433.53,1485.14,8.24,19.86,8.38,51.38,24.11,15.54,1671.28,1317.91,56.1,2.91,13.03,9.46,0.5,0.12,49.17,40.76,19,0.08,16.81,3.01,1.08,10.47,4.74,0.75,4.87,0.79,0.77,1.93,4.07,37.59,38.24
