cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a2_agua_rede,a20_rdpc_baixa,a22_energia,a23_esgoto_adeq,a25_urbano,a26_radio,a27_geladeira,a28_televisao,a29_automovel,a3_agua_dentro,a30_fogao_lenha,a31_telefone,a32_comodos,a33_dormitorios,a4_esgoto_rede,a5_esgoto_inadeq,a7_banheiro_excl,a7b_sem_banheiro,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c5_previdencia,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
5204607,133,652,522,2459,70.11,42.69,46.62,5.61,0,4.78,67.43,5.97,40.9,274.65,581.12,0.54,0,74.42,25.67,0,33.33,63.79,11.88,24.9,10.92,17.43,85.25,0,5.35,2.09,0,45.26,42.27,55.38,65.03,46.68,60.49,100,99.42,99.84,78.81,57.48,33.16,2.99,0.44,0,54.31,0.272,533.46,1964.4,0.643,1203.75,1871.37,3.53,1.39,53.56,23.73,1636.42,1579.29,47.24,45.95,4.8,0,49.25,17,0.07,17.75,3.01,1.1,58.52,35.18,0,4.41,6.64,40.79
5204706,395,1865,1549,7984,79.44,55.22,68.12,13.38,0,5.04,74.69,14.81,42.02,437.17,798.91,0.74,13.04,60.09,31.89,0.26,55.33,53.42,15.24,14.9,13.64,17.42,67.23,0.26,5.01,1.98,0,64.51,55.89,35.81,67.93,36.46,54.55,97.17,99,97.88,69.6,61.76,44.37,3.83,1.44,0.52,47.59,0.29,751.89,2593.15,0.611,1604.63,2626.23,3.52,0.34,47.43,24.18,2245.01,2135.6,42.1,53.9,3.68,0,42.42,17,0.05,17.38,2.15,1.07,65.31,35.72,0.04,4.8,17.09,41.75
5204805,233,1041,912,4386,82.79,38.93,51.38,6.38,0,4.72,66.23,8.58,41.14,441.93,797.85,0.74,0,60.73,15.35,2.19,24.56,75.22,9.69,11.51,25.99,26.43,83.22,0.44,5.66,2.16,0,45.18,44.84,53.27,66.89,43.88,58.74,96.66,98.94,97.65,81.68,55.26,41.88,6,3.21,0.74,47.35,0.379,937.85,2476.07,0.605,1505.28,2487.65,2,0,47.35,32.16,2081.95,2220.43,49.16,70.73,2.01,0,27.26,19,0.05,16.94,1.97,1.24,23.28,19.14,0.27,4.81,9.19,41.02
5204904,460,2515,1848,10126,77.06,50.98,65.91,12.39,0,5.41,78.63,18.76,44.11,372.61,693.24,0.64,33.23,65.35,23.27,17.1,67.15,58.1,13.96,0.43,14.56,21.12,74.99,0,5.38,2.29,0,24.51,37.49,60.65,53.8,57.83,41.48,99.2,96.51,97.35,82.31,61.64,51.73,6.04,3.22,0.75,43.75,0.423,922.54,2180.48,0.584,1612.75,2759.58,4.35,0.14,43.69,27.64,1953,1877.75,46.82,20.89,8.74,0.04,70.33,15,0.07,21.78,3.35,0.99,43.35,16.93,0.09,4.93,21.15,43.16
5205000,477,2087,2101,10233,89.99,44.8,70.21,6.63,0,4.78,69.82,11.01,41.59,271.26,472.46,0.44,24.37,78.29,28.61,16.23,38.03,67.75,13.24,19.6,13.97,25.82,64.11,4.55,5.63,2.19,0,55.91,68.73,28.83,64.76,53.16,60.13,96.22,94.4,94.89,75.51,68.86,63.99,4.54,2.23,1.66,40.18,0.505,753.42,1493.22,0.842,1248.47,1483.02,3.77,2.81,39.05,30.73,1425.83,1360.97,50.19,49.45,1.43,0.06,49.06,18,0.08,15.99,3.14,1.06,37.16,7.82,0,4.72,11.53,41.45
5205109,2154,9609,8708,39172,95.1,38.98,58.35,23.1,0.65,4.47,68.45,13.87,41.48,634.9,1141.59,1.05,58.88,43.27,60.67,5.09,77.94,71.9,34.51,49.82,23.76,50.57,35.07,10.24,5.42,2.12,3.63,80.11,77.66,15.03,80.8,31.07,72.57,99.21,98.02,98.56,62.13,70.83,53.44,13.38,7.88,1.51,48.45,0.333,1073.27,3222.96,0.636,1892.23,2973.87,4.12,0.83,48.04,57.27,2666.84,2632.67,42.34,71.45,3.38,0.01,25.16,19,0.08,16.18,2.9,1.03,25.02,15.35,0.08,4.24,15.43,40.97
5205208,189,923,789,3899,95.79,41.33,50.44,9.13,0,4.9,73.89,13.7,43,495.57,790.91,0.73,19.01,56.49,34.09,0.76,39.67,80.62,12.99,29.67,12.02,32.07,66.11,0,5.65,2.3,0,56.15,54.95,43.76,67.24,45.03,58.87,98.8,98.66,98.72,69.6,43.61,35.62,5.51,3.08,0,51.37,0.534,1169.15,2189.64,0.652,1356.47,2081.01,3.48,0.41,51.15,62.83,2001.18,1999.07,46.88,79.21,0.31,0.13,20.35,17,0.05,17.03,1.97,1.11,54.58,27.83,0,4.68,14.65,42.54
5205307,567,2682,2204,11181,37.63,55.31,87.28,2.45,0,5.02,73.37,11.2,44.22,252.13,385.78,0.36,15.65,83.8,4.31,4.08,16.02,49.18,4.88,0.18,2.68,7.33,94.78,0.14,4.56,1.95,0,3.54,6.54,93,46.99,60.4,38.8,100,97.54,98.55,77.39,42.01,24.34,1.97,0.77,0.15,43.28,0.586,766.54,1307.53,0.747,1162.88,1555.91,1.72,0.13,43.23,12.38,1228.17,1247.28,51.2,22.8,23.22,0.04,53.94,16,0.08,22.11,3.52,1.09,21.8,13.24,0.1,4.85,11.83,43.97
5205406,1794,8875,6398,31493,90.28,40.59,62.86,13.71,0,4.87,71.4,13.49,43.81,382.57,697.12,0.64,35.14,64.13,42.64,17.94,42.75,71.69,26.53,33.61,14.74,34.31,53.4,7.77,5.55,2.25,0,62.74,74.6,19.66,74.88,40.82,64.85,98.67,99.61,99.05,61.83,75.11,59.74,8.57,5.4,2,42.71,0.387,920.41,2378.15,0.684,1473,2154.49,4.95,1.11,42.23,46.47,2118.81,1972.86,50.96,76.06,2.64,0.03,21.28,18,0.09,15.3,3.61,1,47.77,12.15,0.11,4.7,14.49,43.65
5205505,867,4346,3369,18174,64.62,59.22,68.69,17.36,0,5.26,81,11.02,41.63,487.19,967.62,0.89,32.41,57.28,21.64,0.8,76.61,53.23,8.68,18.37,14.63,21.82,44.88,6.62,4.7,2.01,0,60.49,54.99,38.97,63.05,52.47,,,,,73.54,47.32,53.36,7.6,4.43,0.57,40.46,0.303,1002.11,3310.2,0.743,2520.05,3389.87,3.12,5.02,38.43,23.46,3029.33,2848.21,52.15,38.32,3.35,0.11,58.23,16,0.05,19.21,2.27,1.01,69.78,26.14,0.02,5.05,12.44,41.33
5205604,177,834,738,4123,34.47,67.62,95.66,0,0,5.38,78.18,15.55,45.21,282.56,372.23,0.34,7.86,80.08,6.37,0.41,21.68,43.09,0.83,1.49,0.81,2.72,97.29,0,4.24,1.79,0,2.71,2.32,97.41,51.23,62.9,,,,,73.71,26.98,35.71,1.17,0.28,0,35.97,0.53,646.68,1220.41,1.048,1145.33,1093.11,4.63,0,35.97,4.79,1203.75,1135.93,51.64,10.61,16.7,0,72.68,16,0.09,21.72,4,0.96,9.1,6.68,0,5.16,18.57,44.4
5205703,219,1078,860,4367,85.06,48.47,53.84,6.98,0,4.99,73.6,10.45,41.44,417.32,651.36,0.6,34.42,62.34,27.67,3.02,37.09,55.61,16.12,21.61,17.06,17.33,70.68,5.72,5.37,2.21,0,51.11,48.64,46.39,72.36,48.07,61.07,98.94,99.71,99.34,63.49,69.88,59.71,5.57,2.95,0.52,44.9,0.436,1009.19,2312.39,0.607,1569.32,2586.18,2.02,0,44.9,19.37,2064.92,2030.7,51.62,48.69,2.1,0,49.22,16,0.05,16.18,2.22,1.05,34.51,7.7,0,4.92,10.81,41.25
5205802,1022,4850,4013,20212,83.63,47.56,60.1,7.55,0.07,4.92,71.57,12.2,45.1,286.91,570.8,0.53,10.09,73.74,21.11,8.05,12.71,62.67,8.9,15.8,12.24,15.13,81.54,0.42,5.01,2.1,0,37.43,40.84,54.69,50.7,63.12,41.61,99.15,99.23,99.07,76.84,47.96,30.25,3.51,1.53,0.6,44.62,0.568,1015.4,1788.13,0.559,1281.56,2291.25,5.12,0.71,44.31,23.43,1657.06,1648.18,52.91,35.47,1.83,0,62.7,17,0.11,19.83,4.72,1.11,27.88,12.38,0.04,4.65,14.31,44.31
5205901,378,1537,1336,5909,91.34,40.06,55.52,10.22,0,4.32,63.32,11.32,42.72,547.74,1156.02,1.07,28.97,49.51,43.34,0,50,71.05,25.67,36.31,24.78,29.49,70.37,2.4,5.8,1.95,0,59.01,54.86,41.43,78.12,30.95,72.27,97.4,98.04,97.77,64.31,66.44,40.39,7.82,5.07,0.52,51.17,0.337,883.04,2623.58,0.399,964.31,2414.74,5.01,0.76,50.78,33.51,2354.53,2199.22,39.4,86.87,2.02,0,11.12,20,0.12,15.39,4.44,1.14,30.02,14.06,0.05,4.15,13.06,42.19
5206008,220,974,964,5153,15.4,70.7,74.69,1.56,0,5.32,78.11,6.99,41.67,303.68,417.9,0.39,5.91,77.61,2.7,2.8,25.41,57.28,4.99,5.7,9.44,13.8,89.72,0,3.73,1.68,0,3.33,5.41,93.87,56.68,72.99,,,,,71.11,27.52,4.05,2.69,0.23,0,47.17,0.592,1021.16,1724.68,0.945,1612.7,1706.74,1.4,1.64,46.39,24.75,1657.96,1635.41,62.31,29.6,0.88,0,69.53,15,0.04,22.32,1.73,1.12,59.87,35.18,0,4.78,7.71,41.27
5206107,491,2478,2058,11762,49.56,58.5,69.68,4.28,0,5.63,76.53,11.49,44.45,260.83,458.25,0.42,26.72,76.4,17.54,0.1,36.83,47.76,11.2,15.06,7.89,12.71,75.9,0.19,4.35,2.07,0,23.03,19.03,76.98,55.69,60.26,,,,,67.94,37.25,43.29,4.6,1.95,0.1,39.22,0.466,953.16,2045.44,0.612,1720.87,2811.2,2.79,0,39.22,11.61,1913.22,1845.02,60.11,11.55,2.68,0.03,85.73,16,0.06,20.79,3.03,1.1,40.91,11.89,0.07,5.19,13.09,43.78
5206206,759,3454,3212,15977,87,45.77,60.14,16.42,0,4.95,70.49,12.37,42.03,456.45,960.66,0.89,48.32,58.98,43.74,5.45,63.82,63.28,22.23,36.81,19.86,39.51,51.34,11.87,5.3,2.18,0,68.72,68.49,26.3,68.29,47.1,58.3,99.54,99.01,99.21,63.81,52.83,45.8,11.19,6.42,1.04,45.08,0.467,1184.55,2535.33,0.612,1876.94,3068.97,2.7,0.9,44.68,39.57,2268.26,2258.07,45.04,35,5.76,0,59.25,17,0.06,19.17,2.74,1.09,36.72,18.38,0.1,4.71,13.55,41.72
5206305,102,451,389,1661,96.14,34.7,69.67,14.4,0,4.29,61.18,11.72,46.97,538.61,834.89,0.77,56.81,51.93,60.67,0,69.15,64.27,28.02,35.48,27.25,35.73,66.32,0,6.1,2.15,0,82.52,75.58,17.48,74.52,39.6,68.73,97.08,95.49,96.09,69.29,87.83,50.82,11.33,4.53,0.67,45.02,0.469,964.1,2055.69,0.57,1205.89,2116.66,6.22,0,45.02,39.27,1727.58,1777.38,41.33,59.36,0.42,0,40.22,20,0.15,12.94,5.72,1.04,34.8,14.87,0,4.2,11.96,46.51
5206404,1386,6375,5583,30219,53.86,55.47,50.73,6.31,0,5.3,80.6,6.36,40.42,391.24,670.39,0.62,0,68.96,15.24,5.61,23.16,57.61,10.97,6.26,12.14,12.5,84.54,1.14,4.85,2.08,0,40.77,43.12,54.69,62.53,55.25,53.22,99.04,92.54,95.21,63.68,41.55,35.85,3.65,1.73,0.29,46.09,0.384,851.8,2219.85,0.817,1863.89,2281.02,0.95,3.49,44.48,18,2066.76,2026.87,48.48,42.3,5.88,0.25,51.57,16,0.05,19.75,2.23,1.11,51.12,19.51,0.01,5.16,6.49,40.13
5206503,202,937,740,3362,92.03,50,62.97,9.73,0,4.52,70.54,15.76,44.15,515.13,1100.57,1.02,0,52.97,44.32,0,56.49,65.54,22.52,35.27,17.7,23.11,64.32,4.35,5.46,1.89,0,71.49,64.9,28.71,72.74,39.61,63.89,98.04,98.97,98.19,70.48,68.21,52.78,4.65,3.85,1.31,52.48,0.296,798.88,2700.71,0.76,1747.83,2298.65,6.28,0,52.48,18.22,2334.84,2127.8,37.28,69.48,0.87,0,29.65,18,0.09,16.65,3.94,1.08,38.31,20.34,0,4.13,17.43,44.16
5206602,254,1033,909,3783,93.82,33.44,54.36,15.91,0,4.05,58.86,14.98,45.22,521.65,799.44,0.74,42.9,55.23,53.69,24.42,64.58,69.65,21.17,35.75,19.47,29.37,61.28,6.52,5.52,2.02,17.16,60.33,82.94,15.27,76.8,31.55,70.49,99.28,97.93,98.52,62.92,64.82,39.62,8.84,4.73,1.24,41.96,0.459,951.94,2073.13,0.576,1163.54,2020.42,8.4,1.18,41.46,54.49,2029.88,1829.35,45.58,76.88,4.6,0,18.52,20,0.11,15.11,4.02,1.08,31.17,16.02,0.29,4.17,14.98,45.22
5206701,161,718,671,3528,6.32,46.51,85.1,0.3,0,5.11,74.37,16.17,43.81,130.41,232.12,0.21,0,92.39,8.79,7.6,17.44,48.87,5.48,0.45,3.73,4.47,95.5,0.45,5.31,2.37,0,2.24,9.84,90.16,50.97,75.77,46.93,98.41,96.76,97.36,79.17,21.84,25.91,0.73,0.32,0,32.56,0.612,707.04,1156.16,0.454,741.15,1631.03,3.26,2.37,31.79,18.35,1157.85,1096.59,65.38,47.05,1.36,0,51.59,16,0.06,21.87,2.76,0.98,15.96,3.46,0,4.86,16.48,43.7
5206800,156,697,504,2366,95.6,41,64.29,8.73,0,4.56,73.02,10.6,42.61,373.85,646.97,0.6,0,61.85,49.4,0.6,56.75,80.44,16.37,43.06,16.27,32.14,69.64,0,5.63,2.15,0,68.25,63,33.19,74.09,41.12,69.88,95.43,95.67,95.27,61.34,65.61,43.48,7.06,4.15,0.31,40.61,0.272,623.13,2292.46,0.624,1367.34,2192.87,4.15,0.28,40.49,47.73,1884.15,1885.71,53.89,65.61,0.98,0,33.41,19,0.09,13.54,3.43,0.98,39.35,21.99,0,4.21,11.39,42.12
5206909,163,742,553,2450,96.75,24.68,70.71,3.62,0,4.38,65.46,11.56,42.91,326.03,442.54,0.41,0,69.98,19.53,0.36,24.77,73.22,10.49,10.67,15.19,17.9,92.59,0,6.04,2.4,0,34.36,34.6,65.4,61.2,55.13,51.55,100,100,100,89.55,38.95,41.11,2.31,0.8,0,42.83,0.456,661.47,1451.27,0.765,1016.97,1328.56,5.35,0.39,42.67,21.13,1378.1,1278.25,57.45,82.48,1.39,0,16.14,20,0.1,16.45,3.8,1.15,8.29,4.9,0,4.22,11.4,42.74
5207006,457,2552,1909,10795,55.21,57.02,67.46,12.33,0,5.57,77.58,20.31,45.83,244.23,575.75,0.53,29.65,80.72,38.03,11.26,49.03,44.81,13.53,0.32,5.87,26.72,81.61,2.82,4.95,2.08,0,17.97,26.79,71.67,60.98,50.65,,,,,70.31,55.18,59.63,5.36,3.16,0.51,39.34,0.459,823.14,1792.1,0.847,1524.8,1801.1,3.87,0.31,39.22,21.44,1658.37,1562.7,58.03,12.75,18.95,0,68.3,16,0.09,19.88,4.19,0.99,26.66,10.96,0.04,5.18,22.26,44.79
5207105,175,887,741,3571,46.96,47.91,49.53,5.8,0,4.94,68.96,4.56,43,354.72,567.62,0.52,0,71.51,17.54,1.35,34.01,73.41,11.88,10.39,12.82,6.07,84.21,0.81,4.72,2.04,0,47.64,45.47,51.92,75.03,42.15,62.39,98.25,99.07,98.74,71.26,67.05,41.77,2.54,1.31,0.36,45.27,0.513,863.66,1682.87,1.01,1539.92,1524.39,3.21,0.61,44.99,22.84,1579.71,1533.85,49.26,44.78,1.23,0.17,53.82,17,0.08,17.05,3.36,1.05,62.28,27.99,0,4.95,6.25,42.52
5207204,349,2082,1397,8088,32.93,69.31,63.86,2.16,0,5.74,79.53,9,43.59,260.83,424.16,0.39,0,76.74,1.72,0,20.76,49.75,5.1,1.07,6.23,2.22,89.41,0.22,4.03,1.8,0,16.18,14.39,83.82,52.72,56.84,,,,,89.26,30.96,38.2,2.42,0.7,0,43.34,0.481,714.94,1487.72,0.686,1237.75,1803.68,1.85,1.73,42.59,10.55,1422.23,1388.82,54.57,31.55,7.5,0,60.95,15,0.06,22.92,3.03,1.07,51.42,25.05,0,5.28,10.97,42.91
5207303,217,1239,881,4777,59.93,59.36,59.48,0.79,0,5.5,78.55,11.05,44.77,291.26,449.73,0.42,0,77.06,18.16,0,30.53,47.33,3.86,2.95,8.44,4.65,74.8,0,4.51,2.05,0,24.29,21.23,75.71,65.63,46.39,,,,,57.71,48.48,55.05,4.2,1.6,0,43.36,0.549,832.86,1516.61,0.667,1161.63,1740.8,3.58,2.51,42.27,18.4,1439.18,1397.49,50.82,41.3,17.91,0,40.79,16,0.07,20.68,3.43,1.17,63.7,32.03,0,5,11.76,44.16
5207402,658,2983,2612,12597,79.87,50.86,53.82,11.52,0,4.7,70.79,8.6,41.71,521.65,1188.51,1.1,0,54.46,37.83,1.61,53.64,66.06,22.33,30.39,17.82,23.69,59.37,1.84,5.07,1.89,0,64.72,61.22,34.11,70.16,45.1,58.42,98.09,98.8,98.3,59.1,55.77,45.89,5.87,2.54,0.37,48.36,0.727,2008.25,2763.09,0.705,2073.47,2939.21,2.05,1.86,47.46,25.5,2606.34,2645.02,44.67,53.94,3.19,0.18,42.69,18,0.07,18.07,2.82,1.16,49.65,21.96,0.03,4.63,9.16,41.25
5207501,170,871,624,3198,94.71,43.43,72.12,12.18,0,5.08,74.68,13.06,42.55,456.45,652.79,0.6,0,57.21,44.71,0,69.87,68.75,23.24,19.55,8.81,18.91,63.78,0,5.37,2.25,0,79.49,78.37,20.51,75.57,33.1,63.62,99.09,99.55,99.09,70.08,66.91,59.62,5.63,1.99,0.35,47.74,0.343,667.08,1947.55,0.972,1668.82,1717.23,1.72,0.63,47.44,35.35,1716.1,1677.8,42.19,28.98,2.63,0,68.39,18,0.06,15.22,2.29,1.12,72.08,34.56,0,4.75,13.79,42.09
5207600,550,2656,2018,9887,73.37,47,61.06,7.24,0,4.9,73.74,11.15,42.19,415.79,722.56,0.67,19.87,64.92,28.79,1.88,39.94,59.99,15.81,20.52,8.13,21.97,73.44,2.75,5.21,2.15,0,42.32,41.81,56.05,57.55,60.93,51.75,99.62,98.43,98.97,82.76,46.43,45.23,3.81,2.16,0,42.27,0.495,1019.29,2058.52,0.918,1850.19,2016.15,3.51,1.15,41.79,17.82,2013.32,1919.87,48.24,42.56,5.12,0.16,52.15,18,0.06,16.11,2.65,1.12,46.53,16.86,0,4.71,12.8,41.88
5207709,849,4637,3299,18974,25.96,58.41,76.47,3.22,0.12,5.74,79.87,9.53,45.01,260.83,401.65,0.37,0,80.77,10.18,1.58,31.65,48.55,6.26,9.01,4.82,1.49,83.19,0,4.34,2.25,0,24.76,24.38,74.81,49.84,74.71,,,,,77.05,24.4,33.18,1.71,1.08,0.06,38.86,0.71,953.66,1342.78,0.793,1213.59,1529.6,2.7,1.24,38.37,14.97,1326.07,1298.03,51.89,29.59,4.39,0,66.02,16,0.08,20.31,3.69,1.08,28.79,9.34,0.03,5.57,10.13,44.6
5207808,584,2566,2217,10058,87.02,37.84,63.06,12.63,0,4.53,68.7,17.08,43.86,365.16,606.6,0.56,43.66,67.18,44.29,0.63,63.6,61.38,21.87,32.34,15.63,22.2,56.7,1.76,5.11,2.18,0,78.72,70.02,20.92,66.42,49.03,61.05,98.86,99.74,99.19,74.66,67.52,59.62,5.79,4.69,0.92,41.53,0.377,784.81,2080.23,0.734,1476.02,2012.05,3.38,1.58,40.87,23.59,1854.25,1723.75,53.15,48.6,1.75,0.03,49.62,18,0.1,14.8,3.75,1.01,52.89,20.7,0.2,4.31,18.13,43.43
5207907,216,943,705,3888,50.36,56.89,55.06,2.02,0,5.4,73.76,10.78,41.23,347.77,495.13,0.46,0,71.51,6.81,5.67,16.74,55.64,4.56,3.58,5.85,21.94,91.01,1.01,4.59,1.87,0,17.7,14.59,80,60.97,58.85,48.87,99.07,92.9,95.47,62.5,39.78,28.46,1.48,0.25,0,48.29,0.811,1206.33,1486.8,0.74,1330.5,1798.87,0.32,0,48.29,17.67,1458.17,1464.03,48.03,24.91,9.2,0,65.89,16,0.04,24.23,1.8,1.19,40.74,22.68,0.23,5.2,11.62,40.91
5208004,2278,10031,8352,43297,90.12,46.21,60.94,15.05,0.08,5.1,75.44,15.13,42.39,484.39,917.2,0.85,50,56.76,50.18,2.84,68.08,66.01,29.63,39.45,20.81,43.89,47.68,10.81,5.45,2.24,0,65.68,64.24,32.03,71.79,40.39,63.01,99.15,97.99,98.59,62.84,62.69,55.83,10.08,6.54,1,45.06,0.444,1257.24,2830.24,0.472,1575.04,3336.08,2.38,1.56,44.36,38.39,2474.19,2445.74,45.05,49.37,7.34,0.13,43.17,17,0.05,18.94,2.37,1.02,30.1,14.68,0.15,4.95,16.56,41.75
5208103,730,3534,2906,15403,73.23,53.01,67.21,5.36,0.14,5.26,75.67,6.89,41.09,427.76,705.89,0.65,0,60.37,19.61,0.89,31.42,65.68,10.7,4.32,12.01,13.29,77.15,0.21,5.16,2.18,0,43.59,41.53,56.51,66.8,50.41,55.17,98.77,97.03,97.53,67.64,46.92,47.57,5.15,2.61,0.55,40.35,0.36,916.65,2544.66,0.915,2137.39,2335.91,1.92,0.95,39.97,39.8,2340.63,2274.57,55.52,71.61,3.23,0,25.16,16,0.04,19.72,2,1.08,54.76,19.4,0.06,4.96,7.47,40.91
5208202,515,2993,1937,11529,43.77,68.51,59.25,8.44,0,5.69,80.9,7.71,41.05,521.65,770.43,0.71,0,54.27,15.38,0,31.13,52.25,8.65,4.28,3.75,3.76,73.63,0,3.89,1.81,0,19.65,16.8,80.94,67.34,54.83,,,,,58.63,37.45,49.94,3.62,1.36,0.35,36.3,0.679,1807.87,2661.26,0.714,2465.92,3453.29,0.76,0.15,36.25,19.59,2630.26,2589.28,56.13,15.17,13.53,0.03,71.27,15,0.04,22.53,2.02,1.11,55.1,18.25,0,5.46,8.5,40.65
5208301,178,1067,698,4244,49.86,55.3,67.34,3.87,0,6.04,79.08,12.11,44.62,220.7,508.57,0.47,0,77.67,17.19,3.87,41.4,47.25,3.92,0.72,6.68,6.45,92.41,0.57,5.08,2.36,0,28.37,28.87,69.66,46.75,72.02,35.2,99.16,97.5,98.14,72.77,44.76,55.98,3.23,2.65,0.65,34.53,0.413,798.37,1931.92,0.499,1370.66,2749.37,2.83,0,34.53,21.54,1785.56,1650.55,59.08,21.68,3.22,0,75.09,16,0.07,20.26,3.09,1.05,20.5,8.46,0,5.92,12.92,44.45
5208400,392,1865,1488,7569,98.04,54.96,54.1,14.38,0,5.03,73.86,10.08,43.1,339.07,545.9,0.5,0,70.95,46.44,0.27,39.99,75.67,14.78,36.22,10.29,22.51,66.33,0,4.97,2.03,0,80.85,73.36,19.05,67.36,46.4,59.23,96.24,97.18,96.53,74.29,56.94,50.52,5.12,2.63,0.48,45.74,0.512,873.71,1706.54,0.827,1384.56,1673.59,3.66,0.37,45.57,27.17,1562.94,1564.55,51.74,58.87,3.45,0.89,36.79,17,0.08,17.49,3.45,1.15,49.07,21.77,0.04,4.68,12.34,42.21
5208509,321,1379,1319,5711,91.96,36.32,62.7,15.54,0.3,4.31,62.02,17.34,45.01,558.91,1041.34,0.96,69.29,47.59,60.73,1.44,74.07,65.35,30.33,45.03,23.65,38.74,61.84,7.58,6.01,2.07,0,74.89,74.56,23.83,80.16,28.6,72.09,98.45,97.99,98.32,63.69,80.64,68.08,11.22,6.75,0.79,47.35,0.315,850.37,2699.9,0.75,1720.12,2292.82,6.94,0.83,46.96,43.07,2301.18,2120.11,38.53,70.83,6.18,0,22.99,20,0.11,15.63,4.15,1.06,28.77,13.16,0,4.15,17.95,44.74
5208608,1636,7859,6689,32875,90.12,45.1,56.79,17.76,0.06,4.91,74.32,15.54,42.82,429.15,839.86,0.78,56.63,60.65,54.7,19.45,71.37,57.31,26.19,39.03,18.77,39.06,44.22,6.55,5.34,2.18,17.57,56.45,68,24.49,66.7,41.98,59.85,99.12,98.73,98.89,70.39,68.73,50.26,7.97,5.74,1.09,46.43,0.352,927.48,2634.73,0.486,1324.78,2724.42,3.64,0.28,46.3,37.72,2270.66,2174.72,43.33,62.07,4.85,0.02,33.07,17,0.07,16.55,3.05,1.01,52.1,12.1,0.08,4.65,16.98,42.14
5208707,40192,178593,157284,717519,97.21,46.38,39.79,38.48,6.34,4.51,67.34,18.43,40.16,944.54,1720.8,1.59,45.95,26.29,92.95,28.04,98.2,76.57,61.72,76.91,28.9,66.34,1.8,20.1,4.87,1.98,27.06,66.85,67.32,5.13,88.28,24.81,80.68,99.19,98.37,98.86,40.19,78.62,70.88,25.73,16.83,6.51,52.46,0.423,1831.22,4326.87,0.559,2396.11,4288.96,4.91,0.85,52.01,70.68,3368.82,3389.71,33.5,53.25,3.32,0.23,43.2,20,0.07,15.42,2.48,0.95,61.24,24.4,0.31,4.27,20.62,39.68
5208806,402,1779,1545,7488,95.52,53.01,45.83,15.08,0,4.76,73.33,8.95,42.26,456.45,867.55,0.8,6.73,57.37,43.5,5.89,63.88,69.8,20.99,34.56,12.97,26.21,53.14,2.59,4.74,1.88,0,77.99,77.08,16.73,71.15,39.92,63.45,99.06,98.64,98.77,59.59,62.87,50.18,7.54,3.25,0.64,47.23,0.382,872.64,2286.75,0.599,1827.09,3051.65,5.07,0.52,46.98,46,1735.13,1970.15,40.13,12.62,3.29,0.09,84,17,0.07,17.91,2.94,1.1,62.65,38.42,0.63,4.69,8.68,42.29
5208905,2314,10630,8732,42967,76.9,48.72,52.44,15.47,0.03,4.88,72.68,11.6,42.45,417.32,715.18,0.66,26.13,62.1,35.03,11.1,48.02,63.98,20.93,28.61,14.21,33.1,67.24,6.16,5.12,2.05,0,51.21,59.8,37.79,63.6,51.18,55.73,98.48,97.76,98.04,64.09,52.05,51.94,8.76,5.06,0.97,42.83,0.473,1005.58,2124.57,0.635,1615.38,2541.92,4.54,0.84,42.47,34.17,1935.95,1879.35,48.12,29.23,4.85,0.01,65.91,17,0.07,18.11,3.08,1.05,26.72,9.36,0.04,4.75,12.77,42.17
5209002,746,3480,2742,14980,29.29,68.67,86.21,1.35,0,5.42,77.9,9.75,44.91,195.62,248.22,0.23,0,91.68,3.76,0.33,11.12,31.99,0.58,0.44,0.8,0.18,95.22,0,3.7,1.73,0,4.16,3.43,95.58,40.23,77.24,,,,,81.76,18.41,31.66,1.08,0.43,0,34.85,0.641,575.36,897.62,1.001,857.49,856.71,4.67,0.96,34.52,3.92,887.57,856.86,58.63,16.97,9.14,0.06,73.83,16,0.09,20.63,3.92,1.03,23.57,5.55,0,5.03,11.7,43.83
