cod_ap,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c5z_v0450_naonulo,c5z_v0450_naonulo_carteira,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,e4z_v4276_naonulo,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
4316600001001,446,1445,4410.0000001,14744.00000027,10.94,83.08,8.09,4.75,3.34,51.72,15.69,48.31,845.67,1503.63,1.99,4.54,60.27,17.31,13.34,98.94,55.37,96.47,38.29,9.19,60.12,91.88,49.74,32.29,90.8,9.4,84.17,100,100,100,31.22,98.87,83.89,75.27,26.67,14.21,3.03,5.23,68.78,0.425,1595.48,3751.97,0.57,1714.35,3008.41,10.09,19.03,6.97,63.99,58.48,36.99,51.77,0,6.2,3096.89,2873.87,32.65,4.77,89.8,1.64,0.09,8.48,0,32,0.32,8.31,7.77,0.97,23.05,6.19,0,100,100,3.2,16.34,47.61
4316709001001,566,1915,2954.00000009,10003.00000026,13.58,67.73,10.06,1.01,3.39,57.51,18.6,46.38,693.25,1450.04,1.93,5.88,73.92,23.31,13.34,98.65,12.24,95.32,11.49,6.5,72.5,94.38,11.48,43.36,92.44,7.46,82.85,100,100,100,28.79,96.03,80.8,75.53,32.1,20.88,4.58,5.79,61.02,0.484,1469.39,3034.26,0.446,1129.2,2532.81,13.74,11.71,12.17,53.59,51.83,49.43,52.54,0,12.62,2601.13,2411.99,33.85,4.59,90.25,4.57,0,5.18,0,28,0.23,9.96,6.39,0.99,38.75,10.44,0,100,100,3.17,19.86,45.44
4316758001001,285,943,1420.00000013,4806.00000043,10.47,76.47,11.32,1.68,3.38,47.17,11.53,47.94,920.05,1161.83,1.49,2.72,66.63,12.17,9.41,98.81,41.1,94.38,0.19,4.32,69.57,88.76,36.62,35.58,96.98,2.73,88.96,100,100,100,7.17,96.58,59.87,60.96,19.04,10.78,1.07,5.35,79.8,0.643,1253.12,1949.99,0.842,1370.79,1628.68,7.46,18.63,1.23,78.82,87.1,48.07,42.86,0,2.63,1603.73,1624.39,16.77,3.58,97.93,1.16,0,0.91,0,32,0.43,6.95,9.17,1.01,30.5,11.55,0,100,100,3.31,12.03,47.3
4316808001001,425,1429,4412.0000001,14062.00000022,10.62,73.93,17.81,3.43,3.19,44.95,29.28,47.56,1386.5,2219.36,3.02,18.78,95.41,7.45,7.75,100,98.54,99.41,16.22,0.9,100,99.06,93.49,69.82,96.91,2.86,87.31,100,100,100,9.96,95.63,87.98,68.93,49.15,30.43,8.96,7.53,64.79,0.476,2068.92,4346.71,0.431,1470.84,3409.42,25.49,20.51,11.18,57.54,80.01,76.2,35.36,0,3.98,3178.94,3242,22.05,2.66,90.1,6.12,0,3.78,0,31,0.39,8.7,8.76,0.91,36.51,9.96,0.2,100,100,3.07,30.13,46.92
4316808001002,583,1824,5854.99999999,18486.99999978,9.99,68.31,17.45,12.77,3.16,45.62,26.05,46,1386.5,2133.68,2.88,19.03,84.71,9.12,9.67,98.9,90.59,96.92,1.34,4.9,93.58,94.85,80.2,61.81,97.22,4.25,87.79,100,100,100,8.46,97.26,94.66,70.04,43.26,28.57,10.49,7.15,63.23,0.57,2346.3,4118.71,0.587,1978.95,3368.8,25.04,21.64,9.81,57.02,79.56,71.1,39.07,0,4.24,3380.7,3267.45,24.06,3.63,92.36,3.54,0.06,3.82,0.23,31,0.33,8.3,7.36,0.91,35.57,11.21,0.08,100,100,3.01,26.51,45.12
4316808001003,601,1661,6090.99999998,17328.00000003,6.73,61.81,24.08,32.98,2.84,39.19,33,47.71,2292.46,3847.69,5.32,29.8,98.29,7.05,7.76,99.74,95.6,98.92,6.54,0.77,100,97.52,93.65,77.75,97.64,2.91,89.92,100,100,100,6.96,98.91,92.75,75.92,64.62,52.19,21.64,9.45,66.04,0.481,3462.6,7195.46,0.332,1837.25,5525.69,41.21,22.47,11.78,58.26,71.55,74.09,39.95,0,3.79,5275.36,5278.59,21.49,3.11,91.58,4.1,0,4.32,0,32,0.5,7.22,9.81,0.85,38.62,13.53,0.37,100,100,2.87,33.86,47.27
4316808001004,780,2721,7722.99999991,26360.99999958,24.02,70.59,10.56,5.39,3.41,57.1,29.69,44.14,841.69,1199.79,1.56,6.65,96.53,20.12,13.36,99.6,95.18,96.16,28.67,2.8,98.88,90.92,85.9,54.5,91.85,9.2,79.47,100,100,100,31.26,95.48,79.66,51.98,31.3,15.67,3.04,5.77,66.4,0.667,1588.5,2382.41,0.686,1480.71,2159.41,11.98,15.65,17.97,54.47,82.53,75.74,27.71,0,6.1,2006.55,2014.89,29.46,4.69,77.19,9.35,0.06,13.29,0.1,26,0.18,12.76,5.4,0.95,35.12,7.9,0.08,100,100,3.27,31.59,43.15
4316808001005,529,1730,5276.0000001,17289.00000033,13.25,76.85,6.9,0.67,3.28,56.08,21.26,42.64,1193.67,1699.67,2.27,9.95,91.89,7.64,8.63,99.53,93.15,98.68,6.04,3.2,97.63,98.03,86.14,69.76,96.32,4.46,85.57,100,100,100,18.59,98.94,88.38,67.31,39.51,20.4,4.36,6.58,74.56,0.605,1863.41,3077.7,0.667,1733.89,2599.37,15.16,15.05,11.66,65.87,81.62,76.18,29.2,0,6.1,2399.07,2506.49,21.81,2.81,88.84,4.05,0,7.01,0.1,29,0.15,10.48,3.83,0.97,32.21,6.99,0.07,100,100,3.08,22.74,42.15
4316808001006,410,1336,4057.00000001,14104.99999993,11.03,84.08,3.66,0,3.48,51.05,12.28,48.39,765.17,1136.64,1.46,2.69,18.8,17.03,10.57,98.14,43.73,93.06,0.26,13.57,65.2,86.65,9.38,32.05,93.26,6.99,85.32,100,100,100,20.94,91.13,67.41,73.35,14.96,7.26,1.04,4.58,77.62,0.594,1340.31,2257.61,0.959,1833.27,1912.09,6.98,24.92,0.87,76.95,61.67,25.6,44.99,0,2.35,2108.15,1906.2,32.22,3.81,95.8,1.8,0.04,1.82,0.54,33,0.48,7.96,10.56,1.07,11.48,2.74,0,100,100,3.2,12.56,48.03
4316907999001,1059,3008,10664.99999993,29329.99999988,3.4,54.53,31.56,79.39,2.75,30.94,40.37,49.61,3213.73,4716.01,6.54,39.21,91.49,1.69,7.7,100,99.17,99.89,96.85,0.44,100,99.68,90.44,80.13,99.34,1.02,93.98,100,100,100,1.75,97.6,96.51,85.57,80.44,66.84,33.78,11.12,56.12,0.543,4823.1,8882.76,0.664,4506.41,6783.94,50.48,19.06,11.48,49.67,57.57,58.02,40.63,0,3.59,6405.45,6685.17,26.03,2.91,95.99,1.57,0.07,2.21,0.16,34,0.78,5.19,12.06,0.77,52.81,16.99,0.06,100,100,2.68,40.87,48.97
4316907999002,637,1962,6434.00000007,19005.00000031,6.98,54.77,28.62,41.72,2.95,39.26,33.86,48.87,2240.43,3379.92,4.65,30.72,89.15,3.73,8.06,100,87.71,99.39,71.55,3.82,99.75,98.5,79.46,76.88,99.08,1.64,91.69,100,100,100,2.79,96.59,89.13,82.53,70.54,54.76,24.02,9.86,57.15,0.545,3576.73,6565.58,0.478,2543.43,5324.7,38.68,19.74,11.66,50.48,63.41,61.37,40.28,0,4.7,4697.59,5074.2,28.2,3.13,91.21,3.91,0,4.53,0.35,32,0.48,7.42,9.15,0.87,44.55,13.64,0.51,100,100,3.08,34.29,48.15
4316907999003,436,1320,4272.00000002,13028.99999992,7.57,55.07,28.94,31.25,3.05,43.92,30.51,48.3,2020.06,3476.92,4.82,29.52,95.45,5.06,11.01,100,96.39,100,89.38,2.26,99.68,99.6,91.43,75.35,95.32,5.99,88.42,100,100,100,14.68,97.4,93.25,81.96,61.38,46.4,20.9,8.83,59.41,0.467,3570.65,7640.07,0.644,3771.78,5854.02,34.12,17.99,8.67,54.26,61.2,60.93,38.03,0,7.67,5612.24,5583.74,28.24,6.05,87.62,6.07,0.06,6.04,0.22,32,0.44,6.93,8.97,0.87,41.36,11.33,0.51,100,100,3.11,31.11,47.41
4316907999004,499,1716,4962.00000004,17181.99999999,18.17,68.51,18.72,9.6,3.46,54.38,29.88,47.34,1101.85,1923.92,2.59,13.51,96.08,19.29,14.45,99.03,91.7,95.39,79.94,3.92,98.97,93.19,86.31,53.53,94.29,6.92,83.79,100,100,100,18,98.28,81.1,64.34,51.63,31.29,11.66,7.47,57.38,0.665,2573.35,3869.09,0.505,1801.95,3569.46,22.21,15.04,14.98,48.79,58.51,54.05,44.19,0,9.39,2994.83,3270.07,32.93,5.57,79.88,7.82,0,12.13,0.17,27,0.27,10.34,7.13,0.92,33.4,10.29,0,100,100,3.23,31.71,46.05
4316907999005,634,2183,6296.0000001,21363.00000034,17.37,74.99,17.09,13.23,3.39,50.13,32.42,47.65,1007.28,1682.68,2.23,13.64,92.04,17.08,11.99,98.82,87.78,93.33,83.18,5.2,98.87,90.65,82.78,56.17,93.65,7.97,83.2,100,100,100,21.15,96.83,80.9,68.34,49.04,28.42,9.5,7.18,58.6,0.644,2196.48,3408.49,0.582,1773.78,3045.54,20.55,15.46,18.79,47.59,64.01,54.79,43.2,0,12.03,2648.19,2822.85,32.21,4.08,82.99,6.45,0.05,10.2,0.31,28,0.32,10.4,8.09,0.89,28.62,6.15,0,100,100,3.12,34.31,46.48
4316907999006,419,1403,4281.00000002,14465.00000001,16.74,78.29,13.75,5,3.38,53.2,28.48,47.99,918.21,1369.04,1.8,13.25,95.58,18.49,13.87,98.53,79.09,95.57,59.88,12.89,95.05,90.88,73.92,52.93,92.39,9.52,82.36,100,100,100,20.71,97.68,80.33,61.91,45.94,25.51,7.99,6.75,55.81,0.669,1984.16,2966.63,0.587,1546.95,2635.8,25.22,14.91,18.03,45.75,61.93,54.35,48.25,0,6.75,2458.43,2538.51,35.4,5.1,89.88,3.74,0,6.2,0.18,28,0.31,10.21,8.07,0.92,30.42,5.02,0.25,100,100,3.17,30.66,46.52
4316907999007,455,1531,4552.00000007,16032.00000008,15.71,73.34,15.06,2.8,3.52,53.14,28.71,47.67,1029.16,1556.29,2.06,12.43,94.41,16.95,10.96,98.58,77.25,96.7,48.17,6.7,94.04,93.44,74.08,56.87,95.97,5.26,85.6,100,100,100,13.21,98.57,84.36,64.43,46.5,26.78,6.41,7.14,56.33,0.626,2045.93,3268.65,0.572,1664.18,2909.92,17.57,14.35,14.04,48.42,60.12,53.97,43.3,0,12.12,2507.82,2717.68,32.12,3.7,82.55,9.5,0.06,6.76,1.14,29,0.32,9.52,8.18,0.89,29.04,5.78,0.08,100,100,3.39,29.4,47
4316907999008,499,1850,4962.99999989,17992.99999952,21.12,76.68,15.26,2.1,3.63,59.76,24,44.59,725.38,1129.64,1.46,7.22,94.23,21.27,11.62,98.73,78.19,96.85,30.27,7.76,97.08,92.54,72.2,48.78,92.11,10.05,80.61,100,100,100,30.2,94.39,78.36,64.52,32.77,15.82,3.23,5.82,64.07,0.582,1378.72,2370.49,0.641,1352.24,2108.6,11.87,9.93,13.24,55.59,65.68,56.35,45.37,0,14.64,1953.64,1952.89,32.12,3.82,80.11,6.17,0,13.58,0.14,26,0.17,11.87,4.97,0.98,32.82,8.15,0,100,100,3.41,25.35,43.59
4316907999009,413,1474,4192.99999999,14409.00000011,15.8,62.53,15.93,10.66,3.44,55.19,24.22,46.3,1147.76,2095.64,2.85,16.7,87.52,14.88,8.54,99.6,77.21,96.62,31.81,5.18,91.67,93.49,69.78,62.61,95.77,5.03,85.27,100,100,100,13.79,98.56,85.21,68.25,51,35.01,12.98,7.73,61.59,0.428,2361.76,5520.05,0.439,1969.05,4486.64,23.75,14.35,19.16,49.79,60.31,59.67,41.98,0,8.69,4473.59,4137.72,33.45,2.82,84.47,5.55,0,9.92,0.06,28,0.21,9.73,5.7,0.94,34.74,10.08,0.17,100,100,3.35,24.84,45.53
4316907999010,499,1720,5011.99999996,17197.99999998,12.34,69.07,13.98,8.7,3.43,52.95,24.54,44.86,1536.85,2442.98,3.35,24.63,96.62,9.79,10.16,99.68,83.17,97.68,17.19,3.29,98.26,96.33,80.24,71.79,96.71,4.32,86.83,100,100,100,12.75,96.21,90.07,70.3,57.33,40.34,16.04,8.39,62.72,0.607,2940.2,4847.65,0.642,2655.55,4137.6,27.66,12.4,9.09,57.02,52.99,51.33,43.75,0,6.87,4022.81,4011.33,29.08,3.49,91.71,3.57,0.23,4.35,0.14,28,0.21,9.22,5.21,0.96,42,13.23,0.27,100,100,3.29,25.19,44.21
4316907999011,709,2532,7031.99999998,24851.99999998,29.7,84.11,7.14,0.69,3.53,62.48,28.17,43.15,693.25,954.88,1.22,4.17,91.64,27.79,11.44,98.28,61.16,90.08,27.25,10.49,95.97,82.29,58.93,38.85,92.69,7.78,78.17,100,100,100,31.44,94.65,74.52,56.77,31.09,13.74,1.73,5.65,67.37,0.657,1371.29,2086.04,0.723,1356.79,1877.83,11.27,11.44,16.45,56.29,61.77,51.69,47.36,0,16.27,1718.53,1776.15,31.28,3.68,80,5.43,0.06,13.85,0.66,24,0.13,14.51,4.1,0.96,33.89,8.68,0,100,100,3.35,30.16,42.3
4316907999012,714,2494,7059,24173.00000003,15.21,53.12,11.91,9.81,3.42,59.93,25.87,43.82,994.73,1453,1.91,7.81,95.44,11.81,7.75,99.77,87.61,97.47,60.15,3.12,98.32,97.01,84.32,59.41,95.7,5.47,84.73,100,100,100,22.62,98.23,86.78,71.24,50.75,26.82,5.32,7.28,64.71,0.582,1799.76,3092.77,0.863,2197.87,2546.21,17.75,10.17,13.61,55.91,61.27,54.9,41.61,0,11.1,2438.3,2516.62,30.71,2.53,89.36,3.57,0.05,6.77,0.25,26,0.17,11.3,4.73,0.93,36.06,8.77,0.32,100,100,3.18,25.86,42.76
4316907999013,443,1496,4389.99999995,14579.9999999,15.8,78.52,3.08,0,3.32,47.75,14.62,50.13,732.27,1218.8,1.59,1.45,18.48,20.25,10.99,98.42,32.68,88.63,0.58,12.57,55.38,81.98,6.65,39.09,90.46,10.25,81.31,100,100,100,22.32,95.53,77.5,62.45,18.97,9.13,2.27,4.78,63,0.535,1385.01,2591.21,0.477,1095.33,2296.73,5.85,17.44,7.49,58.28,58.67,40.31,54.08,0,9.76,2210.75,2154.97,34.48,3.75,86.53,5.5,0.14,7.49,0.35,31,0.4,9.83,9.59,1.04,19.18,4.67,0.05,100,100,3.16,15.43,49.17
4316956001001,308,1033,1655.99999994,5890.99999999,6.04,85.48,8.38,0.59,3.56,55.13,14.25,46.49,1004.29,1262.1,1.65,3.06,27.55,6.23,11.38,99.3,90.81,97.84,1.13,4.83,46.8,95.73,27.85,28.94,96.97,1.45,88.95,100,100,100,13.47,97.95,49.05,75.94,15.93,6.89,0.49,4.93,81.47,0.67,1329.96,1986.06,1.198,2033.96,1697.22,5.02,19.59,1.76,80.04,81.26,65.74,35.65,0,0.57,1612.59,1697.85,13.89,3.3,99.11,0.21,0,0.68,0,30,0.33,8.13,7.5,1.08,17.86,8.04,0,100,100,3.28,14.84,45.75
4317004001001,541,1771,2701.99999985,8620.99999946,16.89,79.5,6.13,0.52,3.19,48.3,19.73,50.23,459.1,827,1.07,1.52,45.76,43.82,27.23,62.13,45.71,87.3,30.22,24.5,46.28,76.34,42.35,18.63,82.58,21.84,75.88,100,100,100,37.04,93.01,78.66,65.13,18.2,11.39,1.34,4.07,51.97,0.667,1189.44,1783.16,0.587,942.08,1605.72,9.66,24.46,12.78,45.33,32.78,20.96,48.25,0,3.9,1432.81,1534.66,41.19,10.79,88.94,4.88,0,5.95,0.23,32,0.46,9,10.87,1.06,13.74,6.21,0,100,100,3.07,20.14,49.46
4317103001001,638,2123,6408.99999999,22362.9999999,27.04,82.65,6.75,0.47,3.49,59.92,29.79,45.91,635.09,890.97,1.12,1.56,94.6,26.6,11.81,98.14,65.15,86.7,6.05,3.96,90.65,79.52,62.31,28.01,92.76,8.81,78.88,100,100,100,19.76,96.7,72.93,68.5,31.27,14.86,2.49,5.7,64.28,0.598,1176.35,1967.69,0.839,1402.97,1672.76,9.68,12.16,14.87,54.72,58.21,52.06,46.44,0,11.24,1610.52,1631.14,32.34,3.86,84.77,6.42,0.07,8.7,0.04,25,0.19,13.26,6.03,0.96,15.58,3.31,2.21,100,100,3.31,30.86,44.92
4317103001002,428,1414,4252,14292.99999997,19.73,71.6,14.15,7.06,3.36,51.54,31.88,47.48,933.51,1674.87,2.22,8.47,98.93,15.91,10.4,99.24,84.16,95.06,55.18,4.57,98.01,93.01,82.18,43.44,94.95,6.91,84.6,100,100,100,24.81,99.45,82.24,68.48,50.5,31.76,9.88,7.44,65.27,0.579,1960.29,3386.6,0.542,1550.55,2863.21,20,13.04,15.45,55.18,58.08,50.58,46.37,0,9.29,2705.6,2730.76,29.67,3.28,86.44,5.66,0.17,7.66,0.07,28,0.28,10.53,7.31,0.92,23.93,7.95,3.78,100,100,3.08,34.49,46.05
4317103001003,421,1453,4189.00000007,14951.00000035,25.95,74.21,8.98,0.17,3.57,59.88,28.63,45.54,688.66,1011.57,1.31,1.85,94.9,28.62,11.11,98.15,75.26,93.01,20.73,4.75,94.53,86.61,72.43,34.08,94.38,6.95,81.27,100,100,100,23.37,96.31,79.34,62.25,39.8,19.5,4.03,6.4,65.21,0.697,1521.48,2181.36,0.605,1255.48,2074.24,13.52,11.78,17.95,53.5,55.58,45.82,49.61,0,12.58,1779.77,1892.14,33.12,3.26,76.84,8.25,0.09,14.66,0.16,25,0.2,12.6,6.2,0.94,17.88,5.61,1.76,100,100,3.37,30.34,44.14
4317103001004,790,2477,7861.99999993,24518.99999985,11.57,71.03,20.36,16.5,3.12,42.35,36.33,53.31,1386.5,2923.25,4,14.84,99.79,10.72,10.22,100,87.66,98.32,78.18,2.09,99.23,96.47,86.26,53.48,97.24,3.62,89.39,100,100,100,7.03,98.77,86.94,80.87,60.09,44.01,15.13,8.66,57.89,0.655,3325,5073.03,0.301,1338.05,4447.44,33.99,20.04,13.31,50.18,52.28,51.29,53.24,0,5.79,4140.66,4199.14,28.94,3.59,90.93,4.93,0,3.98,0.16,34,0.58,8.07,12.49,0.84,24.23,7.61,6.63,100,100,2.93,37.64,51.57
4317103001005,418,1384,4423.00000004,14723.00000002,24.41,68.35,6.19,0,3.33,54.21,20.13,47.07,550.93,1373.58,1.8,1.43,47.97,36.61,7.92,81.87,37.8,71.58,0.49,7.1,45.93,67.68,21.09,16.57,90.91,10.53,78.7,100,100,100,21.17,93.34,69.69,55.79,20.68,9.34,1.86,4.86,65.28,0.376,1234.47,3282.08,0.378,1118.88,2958.54,6.18,11.52,13.63,56.39,52.9,39.15,55.79,0,10.49,2663.22,2581.31,36.51,2.96,80.58,5.51,0.27,13.13,0.51,27,0.25,12.87,7.4,1.1,26.27,13.01,4.49,100,100,3.13,21.81,45.91
4317202001001,1957,6447,19579.99999996,65016.00000003,12.24,68.31,16.78,8.78,3.32,54.42,21.49,45.07,895.25,1617.65,2.15,10.78,86.8,18.34,14.25,99,34.26,95.52,27.45,8.14,84.75,94.47,32.86,36.82,94.3,6.05,83.77,100,100,100,19.37,98.08,87.32,69.74,37.33,23.23,8.37,6.52,66.68,0.566,1891.25,3341.58,0.592,1679.44,2834.96,19.21,15.29,13.32,57.8,62.76,54.34,44.01,0,9.23,2771.48,2710.2,30.85,4.98,87.86,2.55,0.02,9.42,0.15,27,0.23,10.27,6.29,0.96,40.42,9.47,0.17,100,100,3.23,22.29,44.48
4317251001001,108,356,521.00000009,1768.00000023,7.24,79.09,8.27,0,3.39,43.22,12.48,52.98,1111.8,1432.23,1.91,4.31,0.73,7.45,3.54,99.23,89.68,100,0.7,2.6,40.63,99.23,0.73,62.36,95.61,5.3,89.08,100,100,100,13.21,96.14,73.5,69.86,18.47,6.45,0,4.81,63.24,0.456,1363.68,2992.94,1.702,3902.39,2292.47,5.44,31.93,0.6,62.86,55.72,29,49.17,0,4.58,2581.57,2300.87,25.5,1.04,99.69,0.31,0,0,0,38,0.61,5.49,13.31,1.07,14.3,8.29,0,100,100,3.04,12.59,51.67
4317301001001,1079,3438,10682.99999991,33303.99999988,18.89,69.29,9.1,0.81,3.12,49.96,24.77,47.46,693.25,5496.51,7.75,4.14,76.76,23.73,13.93,95.4,74.89,92.88,28.45,4.1,83.71,92.06,62.43,37.46,91.49,12.61,81.56,100,100,100,25.27,94.91,77.92,68.85,33.39,18.86,4.61,5.71,61.11,0.233,1646.07,7070.67,0.245,1346.3,5484.46,18.27,13.93,15.47,51.66,57.86,52.42,51.26,0,7.88,5801.66,4907.85,32.84,4.94,85.58,7.57,0.09,6.34,0.42,29,0.29,10.76,7.83,1.02,24,5.72,1.33,100,100,3.01,24.95,46.84
4317400001001,1609,5230,15936.00000009,52138.00000051,11.9,69.94,17.06,7.94,3.27,50.79,23.15,48.05,805.73,1574.5,2.09,6.16,85.56,20.18,11.82,97.18,44.74,94.77,35.02,4.22,84.29,91.38,43.96,46.47,93.76,8.22,84.67,100,100,100,23.01,97.65,84.67,75.85,36.48,22.2,5.59,6.25,61.31,0.597,1891.23,3167.58,0.611,1673.35,2740.72,16.51,16.36,12.66,53.54,48.93,43.19,50.62,0,8.59,2670.95,2625.95,31.16,4.01,89.63,1.96,0.04,8.28,0.09,29,0.32,9.6,8.24,0.94,27.69,8.97,0.02,100,100,3.11,24.29,47.14
4317509001001,766,2266,7740.99999986,22877.99999959,5.87,56.92,26.47,32.4,2.96,42.95,32.7,48.77,1675.73,2915.61,3.97,21.33,95.81,6.86,8.68,99.88,53.22,99.4,39.55,0.88,99.43,99.31,50.06,70.84,97.52,3.98,89.94,100,100,100,9.08,99.05,92.32,84.73,61.75,46.35,18.77,8.94,63.2,0.51,2964.84,5808.77,0.499,2256.94,4527.45,37.22,18.25,13.65,54.57,52.33,54.27,50.7,0,7.42,4329.18,4356.37,26.43,3.38,92.37,0.95,0.28,6.34,0.06,32,0.45,7.34,9.21,0.84,42,13.53,0,100,100,2.86,33.12,48.03
4317509001002,497,1674,4894.99999993,16398,20.21,73.19,14.24,6.41,3.35,58.37,25.76,45.79,765.56,1342.31,1.77,7.42,90.52,23.31,15.48,98.17,24.88,94.07,16.85,7.02,95.32,90.65,22.94,45.47,92.52,7.76,80.53,100,100,100,19.41,96.12,74.13,65.48,35.91,21.18,5.79,6.19,66.93,0.549,1607.36,2930.29,0.851,2024.98,2378.43,19.5,13.29,14.73,57.07,49.45,48.56,54.08,0,12.93,2402.9,2314.32,28.08,5.56,82,3.82,0.51,12.91,0.77,26,0.23,11.94,6.78,0.94,26.42,9.51,0.13,100,100,3.22,27.44,44.58
4317509001003,694,2360,7010.00000012,23706.00000036,17.44,65.69,13.88,3.87,3.38,59.86,26.02,45.35,693.25,1284.97,1.68,7.03,96.41,22.9,12.03,99.62,24.22,97.91,17.15,6.43,97.99,96.52,21.75,38.62,95.09,5.39,83.52,100,100,100,17.46,98.62,81.77,65.55,37.18,20.79,5.49,6.35,63.83,0.56,1599.1,2853.09,0.574,1395.19,2432.71,16.13,14.08,17.28,52.8,58.54,53.56,47,0,15.61,2391.86,2287.88,30.8,4.13,86.89,2.02,0.09,10.66,0.34,26,0.2,11.25,5.85,0.95,30.73,9,0,100,100,3.24,27.52,44.26
4317509001004,410,1360,3989.00000007,13763.00000009,19.15,75.09,3.84,0,3.45,55.13,14.37,47.98,517.64,689.63,0.84,0.61,57.83,37.5,19.49,95.3,5.54,87.27,1.24,7.37,39.25,79.27,1.71,31.9,90.83,10.22,79.53,100,100,100,23.97,93.2,77.02,60.82,14.63,5.58,1.04,4.46,65.01,0.621,936.92,1507.6,0.718,972.81,1354.11,3.58,18.7,9.36,58.92,49.1,38.45,48.95,0,11.08,1348.18,1291.1,39.32,7.15,83.02,1.11,0,15.12,0.76,28,0.26,11.98,7.57,1.06,24.49,4.94,0.19,100,100,3.27,16.24,47
4317558001001,121,468,568.99999998,2206.99999987,12.84,92.04,2.37,0.89,3.88,57.98,10.51,47.99,918.21,1514.84,2.01,2.49,0,19.1,9.6,98.09,4.67,95.23,0,20.26,27.72,91.07,0,29.13,91.68,10.16,84.41,100,100,100,28.37,98.81,70.41,81.2,22.47,9.23,1.19,4.65,78.14,0.34,1217.96,3587.08,0.624,1706.37,2734.96,6.19,19.06,0.22,77.96,59.4,30.48,43.82,0,3.67,3123.7,2731.54,32.88,2.67,96.49,2.39,0,0.9,0.22,31,0.31,8.11,7.28,1.1,19.41,3.38,0,100,100,3.7,10.02,48.01
4317608001001,744,2479,7294.99999994,23482.99999974,16.54,80.58,9.89,1.8,3.22,51.24,23.4,47.93,843.22,1355,1.77,5.62,70.3,14.41,12.03,99.1,86.81,96.99,10.54,4.35,94.42,91.96,62.66,51.49,91.04,9.74,81.67,100,100,100,29.12,97.79,78.63,79.49,31.35,19.81,4.55,5.71,68.14,0.682,1632.86,2392.99,0.526,1131.37,2150.24,17.12,15.63,12.1,59.9,54.45,50.82,47.61,0,8.42,1954.39,2036.11,24.28,4.49,87.92,6.45,0.32,5.23,0.07,29,0.29,10.02,7.43,0.96,19.27,8.39,0.21,100,100,3.09,25.14,47.07
4317608001002,448,1487,4300.9999999,13551.99999969,14.8,92.02,0.37,0.18,3.15,46.05,15.16,51.03,693.25,796.66,1,1.28,6.19,25.21,14.11,91.97,54.21,90.04,0.69,18.24,35.36,76.79,4.76,29.76,81.36,20.87,75.36,100,100,100,48.08,93.1,57.67,68.94,11.68,5.19,0,3.57,58.19,0.685,1025.06,1496.27,0.685,912.92,1332.1,6.2,20.41,7.9,53.59,55.94,40.91,50.01,0,6.54,1339.8,1304.45,28.79,5.18,90.48,5.74,0.56,3.22,0,32,0.41,9.43,10.06,1.11,11.35,5.62,0.16,100,100,3.08,15.73,50.59
4317707001001,739,2471,3738.99999993,12690.99999978,18.98,70.39,10.53,0,3.39,55.22,20.8,48.95,475.94,960.85,1.24,1.73,60.97,41,6.69,85.31,6.96,77.53,0.13,6.2,48.53,72.27,5.18,12.73,88.53,17.57,79.97,100,100,100,37.65,97.48,72.16,70.84,21.09,11.08,3.32,4.72,56.78,0.612,1236.04,2020.38,0.562,1027.49,1827.27,13.85,17.65,12.78,49.52,29.26,27.31,58.47,0,9.03,1877.5,1697.93,37.33,2.21,83.75,2.66,0.04,13.45,0.11,29,0.29,9.82,7.94,1.04,25.93,9.25,0.04,100,100,3.2,21.8,47.93
