cod_ap,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a11_adensamento,a12_proprio_quit,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a1c_microcomputador,a2_agua_rede,a20_rdpc_baixa,a21_com_defic,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b4_freq_15a17,b5b_adequacao,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c12_ocup_superior,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c5z_v0450_naonulo,c5z_v0450_naonulo_carteira,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c9_sem_rendimento,d10b_defic_severa,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e3_estrangeiro,e4b_trab_estuda_outro_mun,e4z_v4276_naonulo,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
3516804001001,224,744,1080.99999997,3585.99999986,19.06,56.8,14.22,0,3.32,46.69,15.71,47.83,703.96,1364.38,1.8,4.61,78.83,21.48,11.04,98.3,78.86,97.37,78.86,1.42,82.84,96.43,76.08,12.45,88.9,15.08,81.98,100,100,100,34.13,94.51,69.45,81.62,26.41,17,4.73,5.01,62.29,0.719,1778.34,2471.78,0.552,1367.94,2478.9,12.88,11.93,9.2,56.56,38.39,40.26,57.22,0,12.28,2307.56,2205.66,30.72,3.68,67.2,1.95,0.13,30.63,0.09,29,0.3,8.43,7.14,1,54.33,14.71,0.05,100,100,3.11,16.81,46.8
3516853001001,242,1012,1067.99999992,4125.99999971,27.5,45.89,14.41,0,3.86,62.17,9.79,44.19,693.25,1122.82,1.45,4.6,77.64,24.06,9.24,98.8,92.78,98.21,76.16,7.65,80.31,99.22,77.45,13.26,87.97,15.61,79.14,100,100,100,34.24,98.19,89.71,67.35,16.18,7.57,1.73,4.24,63.82,0.522,1200.36,2298.8,0.753,1567.46,2080.28,8.38,9.17,10.02,57.43,84.88,81.28,20.12,0,6.12,1885.77,1936.57,32.24,2.47,75.06,7.18,0,17.65,0.11,25,0.17,10.58,5.19,1.15,49.87,14.41,0,100,100,3.6,11,43.33
3516903001001,696,2230,3359.99999998,10823.99999985,14.84,52.72,10.79,0.29,3.22,50.19,18.55,46.74,693.25,1358.64,1.79,5.84,87.12,24.6,17.38,99.36,82.47,97.03,74.78,1.24,87.94,97.41,76.19,23.84,86.87,18.93,80.26,100,100,100,49.31,98.44,79.46,82.76,29.09,19.68,5.46,5.31,56.71,0.594,1641.78,2764.2,0.567,1473.88,2598.83,14.38,13.4,10.53,50.74,51.87,48.99,48.9,0,10.6,2539.68,2343.68,34.86,6.34,78.58,2.52,0.08,18.76,0.06,30,0.33,8.93,8.01,1.03,43.54,11.5,0,100,100,3.14,20.23,45.96
3517000001001,709,2054,3510.99999991,10369.99999963,21.94,62.27,8.93,0.2,2.95,52.28,20.71,47.94,693.25,1307.02,1.73,6.7,80.96,25.41,16.79,98.85,84.97,96.67,75.46,3.81,79.21,94.08,74.33,28.06,88.04,13.68,80.44,100,100,100,32.53,97.8,73.85,67.83,26.14,18.69,4.89,5.21,58.93,0.798,1811.6,2269.94,0.457,1200.01,2627.02,11.78,14.84,15.04,50.07,52.81,48.76,46.07,0,8.5,2043.39,2093.02,34.29,5.32,58.16,5.7,1.77,34.25,0.11,28,0.32,9.11,8.04,1.16,41.95,17.28,0.3,100,100,3.67,21.69,47.44
3517109001001,283,1016,1276,4428.00000008,20.8,51.48,7.98,0,3.47,51.96,16.98,46.27,693.25,1147.01,1.5,3.43,71.76,29.1,12.59,100,97.73,97.81,71.63,0.67,75.48,97.4,71.38,22.34,88.69,13.67,80.32,100,100,100,36.65,95.94,76.61,68.26,24.82,16.12,4.1,5.01,62.41,0.576,1385.62,2404.48,0.462,1073.56,2324.53,12.72,12.94,14.85,53.14,60.65,54.16,48.54,0,7.39,1971.14,2029.39,35.43,3.83,73.56,3.57,0.1,22.54,0.23,28,0.3,10.02,7.76,1.02,48.17,16.23,0.26,100,100,3.32,18.65,45.7
3517208001001,536,1858,2635.00000007,9211.00000011,25.11,47.46,11.66,0,3.5,56.97,19.97,44.93,746.04,1171.06,1.51,4.88,82.86,18.34,12.14,99.15,72.19,97.79,67.35,0.88,84.72,97.77,69.17,23.18,90.9,11.1,80.92,100,100,100,33.2,95.84,71.04,68.57,29.56,14.95,3.59,5.47,64.51,0.625,1446.59,2315.56,0.661,1457.55,2205.91,11.85,10.84,12.41,56.5,66.96,58.08,39.04,0,7.38,2001.55,1972.32,31.03,4,62.28,4.71,1.9,31,0.11,26,0.23,11.51,6.58,0.99,62.25,24.61,0.12,100,100,3.29,21.08,44.06
3517307001001,302,1190,1399.9999999,5206.99999972,24.79,51.93,6.1,0,3.72,56.41,24.07,47.42,580.31,1084.87,1.42,6.06,82.55,25.8,11.59,98.88,87.84,97.94,79.88,1.54,83.03,96.63,81.19,17.82,88.15,17.17,80.11,100,100,100,43.09,98.08,82.38,67.59,26.05,16.77,3.95,5,62.01,0.626,1400.69,2237.82,0.609,1302.49,2139.42,9.59,10.17,15.64,52.31,65.29,58.66,45.48,0,5.79,1995.12,1919.66,34.25,3.68,55.24,4.96,4,35.8,0,26,0.23,11.07,6.71,1,43.01,11.91,0.39,100,100,3.37,26.45,45.87
3517406001001,1059,3687,10127.99999986,34609.99999965,18.24,36.7,18.52,0.12,3.42,52,19.63,45.24,860.82,1468.11,1.95,7.23,93.05,15.19,11.83,99.68,95.34,98.79,92.88,0.35,94,98.31,91.6,20.2,91.12,11.78,82.56,100,100,100,33.76,97.52,80.71,75.57,28.31,17.6,5.5,5.4,64.62,0.557,1833.1,3292.2,0.554,1684.1,3041.16,13.3,10.96,15.4,54.67,57.92,53.14,52.03,0,10.59,2952.58,2731.3,33.37,3.93,69.27,4.95,1.96,23.76,0.06,27,0.23,9.99,5.99,1.01,29.78,6.78,0.14,100,100,3.3,20.89,44.74
3517505001001,827,2867,4088.00000003,14086.0000001,16.69,53.91,12.92,0,3.45,52.51,15.48,45.08,933.51,1736.22,2.32,6.87,87.01,11.08,9.99,99.65,84.88,97.42,81.72,1.05,86.03,99.7,81.53,29.3,90.79,12.54,83.77,100,100,100,39.75,97.23,82.41,71.2,26.99,16.1,4.25,5.17,63.83,0.623,2084.73,3346.34,0.53,1680.64,3172.24,11.81,8.98,10.13,57.37,66.91,60.3,43.98,0,8.66,3042.78,2872.25,31.37,3.32,82.24,1.69,0.23,15.48,0.36,28,0.26,8.67,6.35,1.04,52.55,16.24,0.12,100,100,3.29,16.43,44.54
3517604001001,565,2488,4971.99999996,19725.99999971,36.35,75.29,5.1,0,3.97,61.88,16.2,45.99,401.39,1019.95,1.33,3.44,48.54,49.1,14.14,92.68,35.57,66.87,27.3,15.68,39.53,75.97,28.9,12.82,84.2,22.58,73.73,100,100,100,48.82,87.57,56.92,68.51,15.6,9.34,1.46,3.74,55.63,0.639,1518.38,2377.91,0.631,1500.11,2379.22,8.17,11.62,14.39,47.62,38.59,24.95,60.45,0,5.47,2272.4,2091.23,46.46,4.4,59.58,1.45,1.64,37.3,0.03,23,0.16,12.98,5.25,1.06,20.19,8.15,0.06,100,100,3.77,18.47,44.7
3517703001001,535,1944,5387.9999999,18915.99999964,22.87,59.27,17.26,0,3.51,55.02,20.68,44.61,693.25,1230.51,1.61,5.45,93.17,22.52,16.12,99.88,99.66,92.84,95.71,0.51,95.59,99.56,92.89,19,87.16,14.51,76.86,100,100,100,34.43,89.82,70.77,65.11,29.52,19.92,5.81,5.44,58.47,0.735,1849.01,2516.21,0.475,1322.35,2783.01,12.22,13.36,9.17,53.11,53.14,50.72,54.69,0,9.04,2347.96,2257.39,32.11,5.28,60.69,13.03,0.75,25.47,0.06,25,0.2,11.9,5.67,1,31.33,9.17,0.12,100,100,3.42,21.55,43.91
3517802001001,563,1958,2613.99999997,8893.99999991001,14.62,55.88,8.62,0,3.4,50.95,15.31,48.01,693.25,1272.96,1.66,6.48,78.15,23.18,13.42,100,79.34,97.51,76.93,0.81,76.92,97.99,76.93,27.02,88.01,14.66,81.19,100,100,100,39.91,97.05,83.09,86.73,28.79,20.02,4.18,5.36,59.29,0.557,1425.98,2558.43,0.622,1512.59,2432.08,13.9,14.34,10.7,52.95,47.13,44.89,60.84,0,10.77,2207.95,2148.52,32.37,4.41,57.12,3.82,4.09,34.97,0,30,0.37,8.91,8.93,1.02,47.44,11.31,0.7,100,100,3.28,16.12,47.31
3517901001001,522,1763,2564,8845.99999985,20.51,43.16,14.77,0,3.45,53.42,19.28,46.42,771.3,1267.48,1.64,5.22,84.78,20.75,13.88,99.8,86.06,98.73,82.11,1.29,84.5,96.55,79.96,19.01,90.53,11.61,82.12,100,100,100,32.34,92.68,77.58,79.91,27.42,19.46,4.77,5.44,63.32,0.67,1603.22,2391.36,0.692,1529.26,2210.8,16.48,11.73,14.69,54.02,48.25,43.43,52.63,0,12.2,2178.14,2086.54,31.94,4.75,78.52,4.29,0.34,16.85,0,27,0.28,9.98,7.79,1.03,31.26,9.78,0.08,100,100,3.26,22.59,45.21
3518008001001,136,412,665.00000001,2005.99999999,11.91,70.2,9.95,0,3.02,44.84,24.38,48.9,688.66,1085.13,1.37,3.09,89.67,27.4,9.77,99.1,88.41,99.1,87.35,0,90.5,100,88.41,19.76,82.13,14.11,77.81,100,100,100,43.47,100,82.03,71.73,23.16,16.03,1.52,4.73,61.73,0.419,919.37,2194.84,1.014,1695.82,1671.66,15.21,12.52,16.9,51.3,38.05,37.84,53.12,0,9.19,1846.3,1675.4,32.27,3.28,73.75,1.8,0,24.44,0,31,0.38,7.73,9.07,1.07,58.97,20.31,0,100,100,3.01,24.66,48.16
3518107001001,346,1269,1775.99999987,6322.99999955,23.37,50.82,10.59,0,3.56,58.97,22.74,44.64,554.75,1069.43,1.4,5.15,84.28,37.05,14.88,97.01,88.48,95.57,82,2.45,84.91,93.02,80.48,15.65,87.49,16.39,76.18,100,100,100,46.21,97.29,73.92,65.1,19.67,10.69,2.01,4.47,63.46,0.512,1262.54,2464.39,0.423,1068.75,2525.3,11.16,10.46,13.37,54.98,52.54,46.62,52.31,0,8.41,2109.6,2004.95,35.6,5.05,62.62,3.06,0.74,33.22,0.35,25,0.2,12.23,6.24,1.04,48.19,21.13,0.09,100,100,3.38,24.72,43.79
3518206001001,853,2987,8399.0000002,28843.00000069,16.54,59.18,14.26,0.37,3.43,51.85,19.96,47.45,777.42,1368.32,1.8,10.78,90.4,18.35,13.76,99.75,92.9,97.97,90.42,0.21,92.08,97.52,88.31,28.76,90.64,14.33,83.01,100,100,100,34.13,97.6,80.71,83.76,36.48,23.89,6.23,5.91,62.18,0.553,1600.99,2893.93,0.665,1705.43,2566.14,13.63,13.64,13.58,53.73,56.1,51.81,50.14,0,10.8,2446.34,2389.39,31.71,4.86,67.3,4.19,2.88,25.59,0.05,29,0.33,8.83,8.23,0.98,39.17,9.55,0.2,100,100,3.24,22.04,46.36
3518305001001,644,2370,6022.99999986,21903.99999972,32.43,50.58,17.21,0.48,3.64,58.36,17.69,45.14,835.57,1861.46,2.51,12.81,57.13,21.35,11.77,98.49,47.27,96.79,40.17,13.64,82.99,97.09,40.1,35.65,88.22,15.84,78.62,100,100,100,35.79,93.11,78.23,69.48,34.34,21.72,6.03,5.71,64.73,0.605,2411.33,3987.34,0.456,1650.72,3620.97,15.72,10.92,16.31,54.18,57,50.63,51.83,0,19.93,3216.08,3402.8,35.16,3.69,77.98,3.86,1.1,16.87,0.19,25,0.22,11.15,6.25,1.03,51.98,17.49,0.51,100,100,3.46,20.23,44.06
3518404001001,436,1470,4400.99999999,14579.99999987,22.41,63.64,27.83,8.14,3.31,44.98,37.12,51.58,1150.06,2938.32,4.03,16.5,98.85,11.18,14.96,99.75,96.11,98.69,95.41,3.14,99.21,98.81,94.24,42.49,95.16,6.99,86.73,100,100,100,11.52,94.44,82.09,74.34,49.6,33.91,11.47,7.38,59.17,1.276,4746.7,3719.6,0.413,2002.99,4853.79,25.03,17.45,16.86,49.2,67.47,60.95,48.24,0,9.81,4502.03,4213.39,30.49,5.19,77.33,3.76,0.25,18.45,0.21,31,0.49,7.89,10.93,0.88,25.46,6.08,0.39,100,100,3.11,39.45,49.91
3518404001002,661,2371,6557.00000001,23065,21.45,65.45,15.02,3.9,3.52,49.1,27.14,49.71,1147.76,2616.75,3.59,18.01,79.35,16.21,15.02,99.38,82.83,96.97,70.94,12.41,86.55,95.81,70.92,44.76,94.79,5.62,85.52,100,100,100,14.62,95.11,80.79,74.4,44.11,34.01,13.05,7.22,58.67,0.619,3112.01,5024.85,0.386,1861.14,4827.13,22.74,15.57,16.17,49.18,61.33,57.22,48.86,0,10.02,4173.39,4208.48,33.08,5.05,78.04,1.66,0.21,19.48,0.61,29,0.36,9.1,8.67,0.97,28.09,7.83,0.39,100,100,3.28,29.14,48.12
3518404001003,802,2976,8186.00000005,29484.99999993,20.73,70.01,17.88,3.17,3.6,51.54,24.59,47.66,1388.79,2162.69,2.94,19.24,99.51,10.97,10.96,99.71,93.51,98.71,93.27,6.24,98.79,98.63,92.46,53.83,96.24,4.76,87.17,100,100,100,12.61,97.61,87.93,79.44,55.61,39.51,13.14,8.01,60.75,0.573,2605.95,4546.37,0.61,2452.86,4019.56,28.47,13.57,17.3,50.23,62.62,60.26,45.83,0,8.34,3676.24,3685.63,33.02,3.56,76.77,3.46,0.44,19.25,0.08,29,0.28,8.78,6.79,0.94,28.74,7.96,0.17,100,100,3.28,27.43,46.12
3518404001004,418,1629,4330.9999999,16602.99999969,29.04,36.6,11.06,2.24,3.83,62.56,19.16,42.89,967.79,1583.04,2.12,12.82,98.91,15.21,10.85,99.84,87.11,99.63,85.9,0.42,98.21,98.42,85.22,45.47,96.25,4.03,84.32,100,100,100,21.01,96.51,88.32,78.67,50.2,32.55,9.04,7.43,57.45,0.572,2050.32,3582.89,0.676,2248.47,3325.26,17.59,8.07,15.25,48.69,59.27,55.65,36.07,0,10.39,3073.73,3012.79,39.85,3.91,71.69,4.21,0.21,23.62,0.27,25,0.1,11.61,3.11,0.97,24.81,9.51,0.26,100,100,3.52,22.3,41.58
3518404001005,558,2145,5386.00000001,20485.99999999,30.52,75.28,14.02,0.24,3.8,63.37,18.51,43.27,918.21,1583.19,2.12,9.03,96.83,15.98,7.82,99.44,88.96,98.31,83.11,2.7,99.2,98.77,86.62,39.37,96.89,5.17,84.72,100,100,100,19.56,97.88,92.81,71.29,40.68,22.46,4.74,6.46,63.71,0.551,1924.92,3496.02,0.638,2090.75,3278.12,11.19,7.67,16.7,53.07,67.54,59.83,42.77,0,11.55,2848.28,2884.66,36.58,2.17,67.93,3.16,0.05,28.87,0,25,0.13,11.55,3.78,1.01,27.94,6.63,0.07,100,100,3.51,21.92,41.99
3518503001001,585,2116,2910.99999995,10196.9999998,28.78,66.98,9.03,0,3.5,54.77,14.3,45.47,690.19,1121.48,1.45,3.09,70.94,24.66,10.48,96.4,58.47,91.23,56.96,13.11,71.62,89.43,55.93,25.77,87.97,15.62,77.07,100,100,100,31.55,90.31,63.73,77.66,18.72,11.82,2.58,4.3,59.35,0.586,1341.44,2287.51,0.655,1353.1,2066.95,11.18,14.1,10.18,53.31,57.77,45.03,54.65,0,8.03,2008.71,1969.23,32.25,3.51,85.65,1.63,0.14,12.58,0,26,0.25,12,7.11,1.11,30.06,16.69,0.05,100,100,3.28,15.62,44.45
3518602001001,852,3237,8434.99999999,31084.99999971,28.73,55.79,16.83,0,3.69,60.53,16.28,43.86,781.4,1292.73,1.69,5.03,87.11,19.72,10.08,99.89,97.33,96.1,94.47,0.69,98.36,94.69,83.52,14.82,85.87,18.09,75.96,100,100,100,38.6,96.54,75.08,68.35,21.92,13.64,3.38,4.52,62.34,0.58,1656.91,2857.87,0.561,1648.06,2935.26,9.51,11.46,18.17,51.01,74.38,69.38,34.55,0,8.1,2428.65,2436.44,36.92,2.84,60.16,6.59,0.04,33.14,0.07,24,0.17,11.86,4.91,1.02,41,6.87,0.04,100,100,3.46,19.74,42.74
3518701001001,683,2478,6665.00000006,23649.00000007,30.97,64.92,18.26,11.09,3.55,52.78,24.95,45.12,1317.63,1972.68,2.65,17.82,96.48,10.06,9.29,99.83,96.67,98.7,82.34,2.53,100,97.21,92.47,58.26,93.94,8.06,83.28,100,100,100,21.67,97.38,83.49,68.29,46.53,27.79,6.33,6.91,67.25,0.601,2453.32,4081.82,0.69,2595.29,3761.9,21.96,10.36,17.57,55.44,58.6,55.19,50.79,0,8.41,3392.76,3368.49,32.3,2.83,64.47,4.33,0.71,30.45,0.05,27,0.19,9.85,5.04,0.95,49.74,11.52,0.83,100,100,3.24,26.9,43.68
3518701001002,564,2125,5601.00000003,21019.00000008,36.26,73.85,12.75,2.44,3.75,59.82,24.15,45,1101.85,1561.99,2.07,9.07,97.66,14.95,11.66,99.74,79.9,97.68,60.35,19.99,97.96,97.46,77.73,50.82,93.04,8.93,80.77,100,100,100,23.62,95.74,69.74,71.39,40.55,18.64,3.22,6.27,65.03,0.584,1928.26,3299.23,0.801,2355.12,2938.83,14.43,9.68,17.46,53.67,63.8,55.9,48.64,0,9.78,2667.45,2732.92,34.71,3.74,64.8,3.18,0.34,31.57,0.11,26,0.17,11.77,4.94,0.96,51.46,11.69,1.34,100,100,3.37,26.65,43.32
3518701001003,564,2004,5325.99999996,19756.00000014,41.98,75.69,7.08,1.11,3.71,67.36,20.14,38.85,798.84,1413.2,1.84,4.55,65.87,22.62,9.55,99.2,53.67,88.35,28.26,43.04,96.28,88.09,38.4,30.47,87.16,15.71,74.06,100,100,100,30.69,92.42,78.11,53.98,23.75,9.11,1.57,4.65,68.73,0.769,2301.61,2992.81,0.55,1976.94,3592.72,9.56,4.57,18.21,56.21,53.67,48.45,58.07,0,27.29,2792.06,2727.72,36.71,3.33,43.62,6.25,0.56,49.06,0.51,22,0.07,13.93,2.21,1.05,55.84,17.12,0.32,100,100,3.45,21.31,38.56
3518701001004,448,1579,4514.00000002,16539.00000013,40.2,70.19,4.57,2.21,3.66,64,24.37,38.93,803.43,1376.27,1.8,4.03,94.17,21.24,12.78,99.75,47,97.71,36.49,49.93,98.04,94.96,45.66,36.11,87.38,14.38,75.21,100,100,100,32.6,89.94,77.82,52.33,21.15,10.09,2.57,4.77,73.8,0.606,1959.18,3230.71,0.532,1883,3541.83,6.74,4.05,17.97,60.53,46.39,41.42,60.97,0,29.32,2410.92,2703.7,33.62,3.78,50.65,4.37,0.09,44.08,0.81,22,0.06,14.01,2.12,1,58.14,12.97,0.14,100,100,3.46,25.69,38.6
3518701001005,611,2457,6023.00000002,23645.99999996,41.52,81.42,4.64,0,3.93,64.69,28.49,40.35,693.25,922.33,1.16,1.5,91.53,24.64,8.46,99.85,49.86,92.88,48.66,49.59,92.64,89.31,47.7,30.97,86.38,16.69,73.49,100,100,100,44.56,92.81,67.2,52,18.52,6.34,0.82,4.23,72.83,0.597,1378.85,2308.54,0.993,1919.39,1931.99,6.21,3.33,25.21,54.47,53.67,45.27,53.17,0,16.81,1952.54,1923.98,39.95,2.32,40.71,5.39,0.19,53.19,0.51,22,0.07,13.62,2.2,1,50.27,10.61,0.06,100,100,3.62,30.61,39.31
3518701001006,472,1619,5166.00000005,17052.00000003,34.52,48.89,12.07,21.12,3.3,57.87,22.02,41.07,1147.76,2213.68,2.97,12.74,88.88,15.97,9,100,79.06,97.37,65.26,15.83,97.3,97.57,78.12,50.23,93.36,10.88,81.1,100,100,100,12.49,93.53,77.38,61.31,35.12,21.5,7.05,6.12,74.12,0.64,2635.25,4116.41,0.534,2307.72,4322.13,12.91,5.31,19.68,59.53,57.57,53.73,50.64,0,26.42,3312.17,3488.76,34.12,2.94,60.44,3.33,0,35.55,0.68,25,0.11,11.13,3.16,0.99,61.22,15.56,0.54,100,100,3.16,23.42,40.42
3518701001007,423,1129,4529.99999997,12759.99999988,16.65,54.42,13.55,63.68,2.82,39.43,26.16,48.82,3213.73,5585.91,7.8,30.89,99.51,3.31,4.71,100,97.77,99.89,90.76,0.82,100,99.1,96.38,75.67,97.98,4.68,90.39,100,100,100,4.38,94.71,94.46,85.23,67.08,49.95,24.3,9.41,62.04,0.598,5634.25,9424.81,0.559,4550.93,8137.99,37.05,12.15,11.32,55.02,65.34,64.58,50.74,0,11.97,6954.19,7641.14,28.96,1.71,80.74,3.37,1.15,14.6,0.14,32,0.48,6.92,9.67,0.93,62.35,21.37,3.48,100,100,2.89,26.89,48.7
3518701002001,532,2042,5250.00000012,19981.00000018,38.3,72.77,12.82,1.16,3.81,57.55,29.83,46.12,843.22,1156.2,1.48,4.52,100,19.41,14.75,99.81,97.85,99.3,97.85,2.43,100,96.36,94.67,46.28,91.2,10.58,80.09,100,100,100,30.31,97.4,85.27,57.32,33.46,16,1.94,5.73,61.5,0.657,1817.85,2768.44,0.989,2366.45,2393.42,14.78,10.29,27.21,44.77,60.57,58.2,45.36,0,9.2,2402.49,2377.83,41.46,4.52,49.03,4.34,0.16,46.16,0.32,26,0.2,11.1,5.51,0.96,37.45,4.25,0.17,100,100,3.32,32.55,44.14
3518701002002,659,2459,6615.99999981,23993.99999937,35.94,72,11.69,1.44,3.63,55.64,30.59,45.41,987.07,1303.43,1.7,7.86,96.5,19.94,14.65,100,85.93,95,85.17,13.66,98.68,94.97,83.13,46.55,93.26,8.03,81.28,100,100,100,29.82,95.62,77.65,58.52,33.05,15,2.49,5.77,63.17,0.646,1933.85,2994.2,0.983,2493.38,2535.81,14.55,10.69,27.36,45.89,62.2,61.24,47.75,0,9.2,2487.87,2531.74,39.59,4.73,48.03,5.04,0.34,46.3,0.29,26,0.21,11.6,5.98,0.95,40.48,5.84,0.03,100,100,3.34,32.17,44.13
3518701002003,470,1790,4691.99999996,17698.00000003,29.73,70.4,15.41,3.44,3.77,56.38,25.75,44.98,1224.28,1543.44,2.05,11.2,99.76,11.06,11.63,100,98.72,99.76,96.62,0.85,100,99.16,98.12,60.01,94.46,7.95,83.45,100,100,100,21.42,96.72,89.64,64.98,45.26,23.43,3.02,6.72,64.9,0.636,2130.93,3349.79,0.874,2627.44,3006.63,18.5,9.97,19.96,51.94,61.32,61.34,46.86,0,8.11,2878.17,2824.63,34.4,3.76,52.06,4,0.25,43.63,0.06,27,0.17,10.17,4.62,0.96,41.68,7.18,0,100,100,3.31,28.44,42.95
3518701002004,656,2372,6506.00000002,23811.00000012,30.16,66.22,20.19,3.87,3.66,57.93,25.33,44.8,1147.76,1689.43,2.26,12.14,99.18,10.64,8.97,100,95.6,99.08,95.6,4.07,99.19,98.28,94.24,58.3,95.81,6.59,84.51,100,100,100,15.9,97.25,83.76,67.37,45.34,26.59,5.02,6.8,63.57,0.554,2268.51,4094.01,0.825,2652.85,3216.44,20.14,9.38,22.06,49.55,64.08,62.13,42.49,0,6.81,3428.15,3311.66,36.17,2.68,57.48,3.09,0.31,38.73,0.39,26,0.18,10.81,4.87,0.96,38.45,5.62,0.47,100,100,3.41,27.16,43.55
3518701002005,1212,4624,11910.0000001,44907.0000005,41,65.25,11.13,7.99,3.77,65.72,23,40.26,826.39,1158.48,1.5,5.04,86.33,20.73,9.56,99.84,74.29,90.21,72.79,18.92,98.74,90.23,71.27,43.51,91.99,10.63,78.26,100,100,100,33.73,94.97,81.02,55.57,31.5,14.37,1.56,5.6,69.11,0.613,1733.04,2828.77,0.852,2205.13,2587.41,11.33,5.35,25.92,51.19,59.47,55.05,47.62,0,12.69,2408.8,2392.58,40.44,2.96,51.04,3.64,0.04,45.19,0.1,23,0.06,13.69,2.04,1,46.03,9.11,0.11,100,100,3.53,25,39.4
3518800999001,692,2219,6921.00000007,22183.00000032,15.99,62.69,21.97,37.65,3.21,43,28.28,47.99,3443.28,6688.31,9.44,41.9,99.89,4.03,6.81,100,98.1,99.27,96.05,1.22,100,99.34,97.63,80.46,97.37,4.33,89.83,100,100,100,10.09,97,85.32,86.74,71.38,57.59,28.31,10.01,65.19,0.421,5692.15,13513.43,0.411,4351.71,10579.37,49.83,13.26,11.33,57.81,69.26,66.59,47.44,0,3,10367.04,9819.16,27.34,2.5,82.63,2.08,5.62,9.52,0.15,32,0.45,7.48,8.75,0.9,49.98,10.06,2.44,100,100,3.11,29.33,47.48
3518800999002,543,1796,5623.00000006,18369.00000022,19.56,54.28,21.65,48.94,3.27,48.83,25.57,45.21,2838.41,4474.29,6.25,38.3,99.64,4.18,7.12,100,98.74,99,98.18,1.1,100,99.43,97.81,80.88,98.14,2.99,89.01,100,100,100,9.85,98.78,90.24,87.73,70.49,56.86,21.78,9.68,69.58,0.509,4348.28,8545.77,0.599,4160.74,6945.82,43.75,11.63,16.52,58.08,68.35,65.33,40.95,0,2.54,6878.89,6573.23,29.42,2.58,83.08,2.9,3.89,10.07,0.06,30,0.24,8.74,5.45,0.92,52.66,8.96,1.65,100,100,3.12,27.1,45
3518800999003,478,1636,4734.00000004,16472.0000002,34.85,57.4,22.95,12.4,3.48,55.75,27.89,44.09,1377.31,2094.29,2.83,19.08,94.34,11.12,6.36,99.72,95.07,94.64,89.7,3.55,99.79,98.05,88.95,56.16,96.12,6.59,85.65,100,100,100,19.07,96.73,86.5,77.39,52.96,32.66,7.71,7.51,68.56,0.624,2830.96,4537.33,0.727,2971.44,4086.11,21.68,10.92,21.65,53.72,68.71,65.06,40.34,0,4.41,3860.48,3786.48,34.68,1.91,68.64,2.53,2.64,25.88,0.31,27,0.21,10.11,5.18,0.93,48.45,8,0.64,100,100,3.27,29.06,43.37
3518800999004,650,1755,6659.99999997,17507.99999994,6.69,52.28,18.2,95.35,2.63,41.67,28.96,47.3,2433.25,3344.9,4.63,43.28,99.75,8.85,14.13,100,98.69,98.11,98.24,1.31,100,99.75,98.44,89.52,97.35,3.9,90.62,100,100,100,9.57,94.75,92.44,81.21,67.59,49.3,13.93,8.99,70.83,0.776,3995.1,5148.57,0.881,4133.6,4691,34.51,10.11,16.82,58.91,53.95,54.91,48.93,0,1.51,4669.21,4685.75,33.24,4.94,71.42,3.88,4.12,20.11,0.47,29,0.29,6.7,5.08,1.15,67.94,18.71,1.26,100,100,3.72,29.67,46.73
3518800999005,644,2326,6397.00000002,22933.99999996,36.69,66.64,24.53,3.17,3.59,51.55,24.53,44.5,1224.28,1747.43,2.33,14.58,99.74,12.33,8.84,99.84,92.96,99.88,89.93,6.66,100,98.01,91.05,50.82,94.46,8.64,83.46,100,100,100,29.7,95.29,89.35,71.89,45.48,26.71,3.95,6.68,67.38,0.564,2084.18,3694.73,0.756,2483.04,3286.5,16.33,10.46,22.01,52.55,64.61,59.43,43.56,0,5.03,3134.22,3027.7,34.66,2.89,62.86,5.04,1.53,30.4,0.17,26,0.16,10.54,4.19,0.96,49.27,7.61,0.62,100,100,3.38,26.81,43.71
