cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a19z_v2012_naonulo,a2_agua_rede,a20_rdpc_baixa,a21b_com_defic_1991,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_grau_ambos_nulos,b3z_v0324_naonulo,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,b9z_estudo_acima17,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c8z_faixa_sm,c8z_valor_sm,c9_sem_rendimento,c9z_rend_naonulo_14mais,d10c_deficiencia_1991,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v0318_naonulo,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
3504909,606,2618,2851.9999939,11367.99997383,95.36,22.35,15.93,0.63,3.99,58.85,18.23,47.66,360.4,791.97,0.85,99.25,63.4,60.32,4.96,86.18,44.84,87.4,40.97,9.11,56.76,90.53,42.19,13.26,83.28,21.45,81.79,100,100,89.69,42.09,81.52,0,100,51.62,18.58,11.4,3.53,4.06,0.23,51.73,0.816,1241.41,1521.35,0.448,782.94,1748.68,14.6,2.07,50.65,46.08,54.91,10.97,1272.57,1434.31,1.75,1.53,35.98,99.73,1.32,66.33,9.82,0.03,23.82,0,23,0.21,12.35,6.79,1.01,21.83,9.04,28.48,0.05,3.75,21.46,46.33
3505005,169,695,783.99999833,3027.99999311,56.73,23.01,10.36,0,3.86,60.47,15.18,45.96,297.24,609.3,0.65,98.04,65.28,66.64,3.77,86.57,36.17,71.71,35.12,8.28,49.86,89.82,34.71,17,79.28,29.07,80.66,100,100,88.97,57.92,86.54,0,100,49.25,11.15,7.84,1.29,3.21,0.16,50.95,0.906,1260.01,1390.12,0.564,828.22,1468.79,11.53,2.01,49.93,27.85,23.57,1.07,1446.82,1358.78,1.76,1.45,45.54,99.24,0.98,86.4,2.52,1.35,9.73,0,23,0.17,12.42,6,1.05,33.47,9.7,40.21,1.33,3.78,15.52,45.69
3505104,283,1006,1425.99999717,5378.99998986,99.37,21.77,23.81,0,3.77,64.01,15.38,43.04,473.73,769.12,0.82,100,79.91,43.89,7.46,95.05,72.43,88.03,71.11,11.01,78.84,82.77,67.91,34.25,79.32,26.13,78.15,100,100,88.31,58.21,73.74,0,100,49.14,16.25,7.98,1.48,3.59,0.51,56.88,0.537,894.7,1664.63,0.593,1007.64,1700.01,10.39,2.89,55.23,52.92,50.98,6.53,1471.5,1421.91,1.84,1.52,34.43,100,2.1,63.86,4.2,0.73,31.21,0,23,0.17,13.69,5.87,1,54.11,25.48,64.69,0.18,3.52,18.12,42.12
3505203,677,2464,6611.99999309,24541.99997478,99.78,13.31,12.88,0.38,3.71,56.88,14.04,46.89,756.4,1251.98,1.34,98.59,88.72,23.71,5.81,99.86,94.12,98.29,87.42,1.4,88.06,96.88,85.28,54.59,87.63,16.38,84.21,100,100,91.27,39.09,84.14,0,100,55.02,25,17.21,6.16,4.94,0.42,56.85,0.563,1428.52,2536.61,0.542,1255.15,2314.07,16.22,1.59,55.94,62.03,65.03,5.26,2215.43,2164.3,2.77,2.31,30.34,99.5,1.7,85.44,2.75,0.05,11.76,0,27,0.28,10.48,7.91,1,29.42,10.06,41.07,0.16,3.53,16.17,46.21
3505302,793,3092,7912.99999197,30840.99996866,99.88,14.17,21.1,0.44,3.9,63.02,12.01,44.47,1271.55,2224.39,2.38,98.97,95.6,4.88,2.3,99.81,95.34,99.66,94.86,0.57,95.96,97.44,92.63,66.99,87.49,17.05,86.01,100,100,90.71,34.68,89.88,0,100,57.37,26.48,17.26,5.9,5.1,0.39,62.35,0.474,2066.44,4356.13,0.466,1849.89,3967.35,12.39,1.32,61.53,82.81,81.08,5.37,3584.45,3574.18,4.27,3.82,28.39,99.63,0.81,82.45,1.75,0,15.79,0.02,25,0.19,11.2,5.55,1.01,49.6,13.6,59.31,0.22,3.67,13.89,43.48
3505401,339,1545,1667.99999661,7123.99998472,41.06,34.24,6.05,0,4.27,64.45,9.94,45.33,312.1,596.59,0.64,93.14,28.5,65.88,5.11,43.24,35.74,48,11.32,36.09,21.57,65.51,16.8,6.78,66.66,45.57,64.68,100,100,87.54,70.32,57.46,0,100,25.86,8.18,5.59,0.39,2.36,0.21,53.18,0.883,1143.8,1294.71,0.765,1061.48,1387.42,7.56,2.54,51.82,25.52,25.26,3.25,1301.13,1261.61,1.64,1.35,43.63,97.23,1.19,62.87,1.47,0,35.67,0,18,0.09,15.6,3.56,1.12,35.84,20.76,46.07,0.04,4.06,12.91,44.54
3505500,2678,9638,26423.99997341,95413.9999041201,99.23,18.36,20.55,0.41,3.61,58.59,19.26,45.2,780.25,1454.41,1.55,99.25,91.31,19.81,5.51,99.25,92.74,95.15,86.94,1.09,87.88,95.63,84.58,59.35,89.58,13.78,86.4,100,100,90.21,33.3,85.25,0,100,62.28,29.35,17.54,5.64,5.44,0.31,60.06,0.528,1689.97,3200.36,0.543,1622.59,2989.49,13.42,2.27,58.7,65.6,64.81,10.78,2647.07,2616.18,3.08,2.79,30.1,99.66,1.96,72.37,6.98,0.92,19.73,0.01,26,0.19,11.89,5.82,0.97,35.92,12.94,46.86,0.48,3.47,21.55,44.4
3505609,452,1837,4525.9999954,18852.99998127,99.82,34.15,27.88,0,4.17,72.31,11.03,39.94,793.18,1217.09,1.3,100,97.33,19.25,3.1,99.74,95.78,92.7,95.62,0.9,95.08,84.13,81.75,50.2,83.49,22.7,79.4,100,100,87.07,48.2,78.64,0,100,27.82,10.84,5.44,1.26,3.41,0.57,61.44,0.385,1119.77,2909.8,0.919,2310.5,2513.35,8,2.5,59.9,77.48,63.47,6.79,2392.14,2386.04,3,2.55,32.88,100,0.86,42.81,8.55,1.63,47.01,0,21,0.09,16.04,3.38,1.06,60.62,23.49,71.74,0.19,3.92,12.62,39.33
3505708,3146,12782,31727.99996833,130798.99987173,94.12,46.27,18.6,2.46,4.12,72.39,14.08,39.88,975.32,2134.47,2.28,96.96,95.5,14.5,3.02,99.61,71.29,93.96,63.2,3.83,96.77,78.36,55.28,28.64,88.42,15.59,84.59,100,100,88.24,40.31,84.07,0,100,59.49,26.24,13.92,5.74,5.08,0.21,62.07,0.542,2711.55,5000.53,0.831,3732.07,4490.66,6.85,6.68,57.92,84.15,78.86,6.3,4310.56,4237.65,4.49,4.53,36.04,98.8,0.77,57.54,3.63,0.63,37.63,0.57,22,0.07,14.14,2.42,1,64.63,29.15,74.1,0.44,4.02,15.82,39.52
3505807,469,1910,4577.99999519,19115.99998024,53.12,24.35,21.02,0,4.18,65.45,12.11,42.64,595.38,1565.24,1.67,98.77,81.1,30.29,3.35,99.37,89.09,88.8,78.4,0.52,80.2,79.8,61.19,26.67,84.82,23.68,83.1,100,100,89.38,39.05,86.05,0,100,58.14,19.72,12.27,4.84,4.31,0.66,63.99,0.306,1351.52,4412.58,0.703,1162.59,1653.56,9.07,3.21,61.94,82.52,71.93,4.27,2947.83,3296.3,2.78,3.52,30.4,99.58,0.83,53.74,1.49,15.59,28.96,0.22,23,0.15,12.74,4.76,1.01,58,19.14,68.42,2.58,3.88,14.92,41.95
3505906,1184,4428,12022.99998817,44105.99995572,99.8,14.48,13.24,0.05,3.67,59.77,14.97,45.26,863.85,1487.52,1.59,98.37,92.03,18.75,3.71,99.98,94.59,98.83,90.64,1.24,92.15,95.53,86.98,58.74,88.41,15.9,86.22,100,100,90.65,33.92,83.43,0,100,51.11,26.83,17.84,6.31,5.2,0.4,62.33,0.59,1834.06,3110.41,0.565,1616.2,2859.95,12.27,1.79,61.21,68.83,66.71,7.28,2640.78,2640.92,3.22,2.82,28.58,99.43,1.23,81.73,5.69,0.16,12.37,0.04,26,0.22,11.22,6.45,1.01,31.28,10.01,39.11,0.16,3.57,15.62,44.84
3506003,7164,26397,71327.99992842,261111.99973604,83.42,15.04,18.57,3.48,3.66,59.44,17.92,44.71,1114.65,1951.57,2.08,98.25,96.62,12.45,4.15,99.19,90.13,96.82,88.73,2.66,84.86,95.27,87.8,51.45,92.5,10.99,89.24,100,100,90.75,24.97,87.3,0,100,62.72,39.7,26.59,9.94,6.46,0.35,59.77,0.544,2252.71,4137.63,0.507,1929.37,3801.91,13.97,2.93,58.01,76.92,74.44,8.06,3230.01,3396.74,4.13,3.63,29.85,99.26,1.45,74.1,4.19,1.78,19.88,0.05,26,0.2,11.21,6.01,0.96,50.67,14.69,59.88,0.57,3.51,20.28,43.85
3506102,1774,6675,17635.99998234,67762.99993337,99.85,20.5,15.8,1.68,3.84,64.38,14.54,43.59,847.13,1403.35,1.5,99.44,92.32,20.71,3.16,99.83,94.37,98.65,91.29,0.14,91.49,96.54,88.74,59.43,88.84,15.66,85.57,100,100,89.62,37.15,85.54,0,100,57.66,25.2,17.99,5.52,5.05,0.66,61.18,0.538,1643.46,3055.47,0.579,1655.21,2857.57,11.95,2.48,59.66,72.85,76.79,7.45,2552.06,2546.74,3.21,2.72,30.23,99.75,0.88,75.4,5.14,0.29,19.16,0.01,24,0.18,12.67,5.79,1,44.14,17.43,54.26,0.26,3.63,17.09,42.77
3506201,120,492,577.9999988,2396.99999509,89.17,26.53,8.58,0,4.15,68.97,12.46,44.61,576.83,1129.87,1.21,97.57,76.99,31.2,4.3,99.45,78.2,89.44,78.2,2.48,78.2,94.78,75.46,36.15,81.57,24.6,77.58,100,100,90.47,55.33,84.28,0,100,64.86,20.2,9.96,1.62,4.14,0.68,65.67,0.551,1228.02,2229.36,0.535,1169.1,2185.05,8.16,0,65.67,76.79,72.19,7.53,1460.2,1911.85,2.16,2.04,27.64,99.18,1.25,79.43,2.75,0,17.82,0,24,0.17,12.58,5.26,1.06,52.15,17.27,65.13,0.1,3.74,15.07,43.37
3506300,517,1892,2697.99999472,10048.99998093,93.82,20.46,20.54,0,3.72,56.19,18.47,48.92,625.43,1103.35,1.18,99.19,83.02,32.53,5.04,94.73,76.49,94.24,75.5,2.87,80.56,93.06,71.18,35.39,85.13,19.34,81.77,100,100,90.3,36.19,70.33,0,100,45.07,21.17,13.46,4.86,4.46,0.19,57.44,0.698,1458.21,2088.45,0.527,1055.6,2003.78,17.3,1.85,56.38,57.1,65.74,9.79,1692.97,1854.77,2.37,1.98,29.21,99.7,1.5,84.85,4.35,0.23,10.48,0.09,26,0.29,11.37,8.77,0.98,41.04,18.78,52.84,0.26,3.5,21.83,47.89
3506409,300,1140,1466.99999692,5459.99998852,94.1,18.12,16.34,0,3.72,58.9,12,45.89,668.79,1106.32,1.18,100,81.49,29.17,3.18,98.94,62.82,90.11,60.6,5.03,78.24,94.56,62.41,50.63,85.77,21.39,85.66,100,100,91.76,40.37,92.34,0,100,64.68,24.85,16.8,6.56,4.73,0.06,64.39,0.607,1344.73,2217.04,0.535,1066.24,1994.76,11.93,0.75,63.9,53.92,64.16,9.94,1989.14,1890.7,2.32,2.02,27.3,100,1.09,85.83,3.65,2.79,7.74,0,27,0.21,9.87,5.72,1,46.41,13.37,54.83,0.19,3.5,13.59,45.22
3506508,1983,7761,19414.99998034,75124.99992307,98.78,16.8,21.21,1.16,3.87,61.98,13.79,43.75,899.15,1456.02,1.56,98.78,93.69,12.46,4.82,99.67,83.26,96,83.05,3.06,93.54,93.02,79.6,60.17,88.32,16.87,86.41,100,100,90.99,47.09,84.69,0,100,53.81,29.03,18.45,4.89,5.19,0.49,66.65,0.561,1621.04,2891.91,0.637,1657.44,2602.37,9.73,1.29,65.79,81.62,78.66,4.12,2331.76,2403.92,2.95,2.57,25.73,99.57,1.32,77.74,1.58,0.94,19.71,0.03,25,0.19,10.78,5.27,0.99,46.58,15.83,57.53,0.31,3.58,16.4,42.77
3506607,426,1878,4207.99999577,17832.99998139,93.09,38.94,11.02,0,4.24,65.38,10.97,44.12,611.57,1003.19,1.07,98.4,43.68,30.8,3.97,97.59,41.64,89.51,27.87,6.83,64.97,94.77,31.24,15.95,80.98,27.23,78.53,100,100,88.5,48.08,77.64,0,100,48.37,21.2,10.98,2.89,4.02,0.44,58,0.51,1359.93,2664.68,0.838,1544.78,1843.9,9.25,5.88,54.59,65.42,51.6,9.93,2365.7,2312.31,2.89,2.47,39.03,99.41,1.09,71.57,1.92,7.87,18.62,0.02,21,0.13,13.78,4.67,1.04,54.61,23.9,62.7,1.59,4.08,11.93,43.59
3506706,577,2263,2913.99999435,11866.99997751,98.94,24.29,16.19,0,4.07,67.37,10.53,43.39,654.17,1035.31,1.11,99.41,72.57,26.8,3.48,98.35,66.15,90.7,66.15,6.42,76.37,91.07,64.21,29.43,79.85,27.69,78.46,100,100,88.67,50.69,82.04,0,100,37.85,14.04,8.54,2.1,3.5,0.17,63.1,0.586,1300.64,2220.59,0.814,1616.25,1985.7,7.64,1.34,62.25,79.84,79.12,6.22,1903.18,1930.35,2.4,2.06,31.65,99.79,1,86.6,0.9,0,12.5,0,23,0.12,13.47,4.07,1.05,49.86,24.94,62.37,0.04,3.71,13.79,42.09
3506805,363,1299,1966.99999636,7253.99998697,99.24,19.32,17.19,0,3.69,59.18,13.35,46.2,941.27,1498.62,1.6,98.64,83.96,10.88,5.42,99.87,87.54,98.52,86.41,1.48,88.02,96.65,80.17,43.41,83.75,20.75,82.92,100,100,91.03,39.84,85.56,0,100,37.24,17.46,14.21,5.24,4.24,0.58,65.09,0.46,1376.88,2991.73,0.496,1705.01,3436.14,17.29,2.61,63.38,67.2,68.41,10.5,2319.28,2355.89,2.66,2.52,22.58,99.36,1.62,38.27,0.85,0,60.88,0,27,0.28,10.66,8.18,1.02,29.07,11.24,37.35,0.08,3.54,15.41,45.89
3506904,297,1194,1535.99999707,5665.99998817,70.94,21.88,9.3,0,3.69,58.5,13.02,46.95,490.45,879.44,0.94,99.67,61.42,36.56,3.38,83.69,0,79.62,0,13.44,56.29,93.16,0,17.69,81.39,25.07,77.96,100,100,89.3,47,70.78,0,100,41.88,12.29,7.65,1.14,3.41,0.61,57.92,0.635,1181.76,1862.44,0.643,1121.48,1743.33,13.97,2.36,56.55,55.76,50.96,4.33,1793.54,1655.15,2.05,1.77,31.83,99.87,1.13,86.98,2.37,0,10.65,0,24,0.21,13.3,6.95,1.12,35.54,22.16,46.61,0.34,3.5,14.68,46.06
3507001,564,2337,5729.99999439,23139.99997677,96.92,26.27,14.98,0.97,4.04,66.63,11.8,44.19,891.72,1412.81,1.51,99.17,82.03,17.68,6.1,98.68,64.48,96.66,49.04,2.73,81.56,82.79,49.45,47.94,86.69,18.24,83.6,100,100,89.24,38.12,80,0,100,52.21,25.23,15.41,4.45,4.85,0.18,61.8,0.66,1943.95,2947.04,0.676,1867.64,2763.36,11.69,4.47,59.04,72.25,70,9.55,2657.63,2595.85,3.21,2.77,30.74,99.7,1.63,78.43,3.04,0.35,18.18,0,24,0.16,12.35,5.23,1.02,53.67,23.44,62.55,0.38,3.73,13.92,43.02
3507100,504,1952,2450.99999486,9853.99997978,98.7,34.75,20.2,0,4.02,62.55,12.91,44.66,835.99,1348.2,1.44,97.51,74.39,21.17,3.2,97,64.57,94.23,53.63,3.27,79.18,95.22,62.04,25.11,84.42,22.94,81.22,100,100,89.39,45.15,70.59,0,100,52.86,15.12,9.21,2.79,3.93,0.19,58.74,0.589,1891.78,3212.9,0.553,1666.21,3010.83,8.68,2.09,57.52,58.3,52.89,11.32,2800.38,2821.35,3.26,3.01,34.1,98.99,0.91,85.41,0.86,0.93,12.76,0.03,23,0.19,12.29,6.29,1.03,51.95,21.6,58.95,0.57,3.81,15.3,44.08
3507209,37,125,193.99999965,716.24855181,63.19,13.43,18.01,0,3.69,63.03,12.37,42.12,461.46,626.33,0.67,94.55,60.74,47.99,7.94,93.33,53.23,92.24,53.23,4.38,56.82,94.34,53.23,5.75,72.2,38.4,73.85,100,100,89.39,90.89,77.89,0,100,75.96,15.39,4.72,1.27,2.98,2.07,52.35,0.717,1007.53,1404.58,0.596,933.97,1566.28,16.62,0,52.35,50.5,50.65,0,1404.11,1302.97,1.64,1.39,39.59,96.73,2.15,71.78,0.34,0,27.88,0,24,0.19,11.19,6.85,0.97,52.89,31.44,64.17,0,3.69,12.37,42.12
3507308,172,692,853.99999827,3459.99999294,97.97,18.72,11.44,0,4.05,63.63,11.32,44.71,596.34,884.73,0.94,100,72.36,28.38,1.62,99.35,71.36,98.17,71.36,1.64,72.96,94.59,67.59,58.58,79.69,25.47,76.07,100,100,89.77,66.56,80,0,100,51.18,14.7,8.67,1.07,3.62,1.27,63.73,0.555,976.66,1759.23,0.751,1172.49,1561.67,12.07,0.26,63.57,67.97,67.17,2.5,1466.38,1503.49,1.93,1.61,26.96,100,0.4,84.43,5.42,0.1,10.05,0,24,0.19,13.45,6,1.05,42.87,14.17,54.34,0,3.91,11.68,45.05
3507407,337,1336,3190.99999664,12108.99998666,99.48,17.43,15.4,0,3.79,61.82,10.07,46.07,594.48,1286.6,1.37,96.2,76.14,25.53,4.67,96.97,70.66,92.47,70.66,5.29,70.84,91.64,66.81,59.52,83.2,20.18,81.87,100,100,91.25,47.02,84.03,0,100,60.19,13.91,9.14,2.92,3.74,0.28,64.75,0.368,1098,2980.96,0.719,1680.95,2337.02,11.6,0.56,64.39,50.61,38.32,6.62,2063.62,2281.76,2.49,2.44,27.62,98.61,1.3,87.03,3.46,0.9,8.61,0,26,0.21,10.6,6.24,1.03,40.78,16.94,55.08,0.05,3.51,12.59,45.44
3507506,2441,9290,24161.99997558,90760.99990741,93.05,18.47,18.96,0.51,3.76,60.93,17.47,46.15,1114.65,1869.67,2,98.74,93.09,14,4.74,99.28,88.67,97.01,83.88,1.8,87.78,95.1,83.79,49.99,91.65,11.23,88.9,100,100,90.57,24.89,86.2,0,100,67.2,36.59,25.59,9.7,6.23,0.35,56.49,0.619,2463.01,3978.78,0.525,1881.66,3581.8,15.62,3.27,54.64,72.38,77.24,9.18,3347.09,3392.59,4.23,3.62,31.76,99.53,1.41,87.26,3.39,0.26,9.05,0.04,26,0.22,11.42,6.86,0.97,38.01,13.96,46.5,0.4,3.57,19.12,45.29
3507605,2962,11915,28171.99997043,108979.9998814,98.3,23.63,19.73,1.26,3.87,61.57,15.71,45.64,923.76,1653.25,1.77,98.39,76.23,17.86,3.53,98.78,73.82,96.06,67.32,2.51,80.19,94.45,66.17,37.07,87.45,17.1,84.83,100,100,90.45,36.37,80.49,0,100,49.66,27.5,19.22,7.98,5.21,0.32,61.01,0.587,2032.08,3464.54,0.603,1870.95,3102.81,12.51,3.18,59.07,63.37,62.77,7.89,2891.82,2954.96,3.56,3.16,30.22,99.31,1.05,86.34,1.89,1.25,10.48,0.05,25,0.19,11.53,5.84,1,31.65,10.18,38.3,0.4,3.68,17.82,44.9
3507704,234,977,1091.9999976,4263.99999006,80.96,13.8,14.62,0,3.9,58.16,10.58,48.28,507.48,866.17,0.93,98.64,70.48,38.97,3.86,98.13,64.54,92.15,53.13,2.57,69.43,92.28,58.5,41.63,84.79,23.43,84.1,100,100,92.1,51.21,88.86,0,100,58.36,18.27,12.33,2.68,4.02,0.28,54.41,0.766,1416.66,1849.06,0.641,1193.58,1861.36,10.53,3.63,52.43,53.83,39.11,4.99,1605.34,1735.05,2.3,1.85,39.12,99.45,1.27,68.5,0.89,0,28.56,2.06,27,0.21,9.82,5.94,1.09,39.78,16.53,52.16,0.04,3.63,12.76,46.91
3507803,705,2671,3559.99999289,13787.99997317,99.68,19.83,11.88,0,3.87,60.95,11.87,45.57,947.45,1355.09,1.45,99.18,90.93,14.58,2.7,99.91,93.99,97.6,88.67,1.25,88.8,94.39,84.52,65.3,87.5,17.92,84.85,100,100,89.69,44.62,83.2,0,100,56.1,18.48,13.15,3.3,4.41,0.35,63.49,0.522,1481.22,2839.62,0.548,1422.53,2595.33,10.49,0.95,62.89,62.75,55.23,6.07,2388.77,2378.52,2.97,2.54,27.3,99.66,0.77,81.51,4.62,0.08,13.8,0,26,0.19,11.99,5.62,1.03,37.25,11.3,46.88,0.03,3.68,13.44,44.97
3507902,676,2456,3761.99999316,14401.99997494,99.05,16.36,16.89,0.19,3.83,59.33,12.92,45.92,735.67,1203.83,1.29,97.92,76.57,23.67,3.75,99.07,74.66,98.8,74.35,1.56,75.43,97.1,73.55,45.86,84.24,20.64,81.4,100,100,90.08,38.66,79.82,0,100,45.02,19.7,11.95,2.54,4.26,0.9,58.9,0.664,1588.27,2392.84,0.593,1355.3,2286.02,12.05,2.88,57.2,75.37,66.74,5.52,2238.38,2136.92,2.6,2.28,31.84,99.2,1.06,84.8,2.38,0.14,12.69,0,26,0.23,11.93,7.23,1.04,28.52,16.67,35.5,0,3.62,15.28,45.3
3508009,673,2719,3486.99999318,14324.99997211,77.14,33.51,13.49,0,4.11,65.27,10.96,44.79,445.86,787.82,0.84,94.97,60.65,46.84,3.22,84.1,59.96,76.02,45.99,10.22,57.07,84.37,44.49,20.16,81.52,25.29,78.91,100,100,87.94,45.74,64.92,0,100,36.63,13.17,8.58,1.73,3.46,0.19,51.96,0.745,1363.79,1829.59,0.751,1338.89,1782.71,9.52,3.67,50.05,55.99,48.21,5.69,1644.59,1714.12,2.12,1.83,39.95,97.02,0.98,86.28,1.57,0.1,12.02,0.03,21,0.12,14.11,4.48,1.1,30.25,16.83,36.36,0.11,3.99,12.52,44.07
3508108,713,2557,3546.99999297,12765.99997474,99.43,16.7,14.68,0,3.6,61.1,16.25,44.59,579.62,943.13,1.01,97.32,87.29,30.66,4.42,99.24,75.86,86.16,75.57,4.7,86.72,91.13,73.07,47.97,81.73,25.08,80.57,100,100,89.97,58.83,87.34,0,100,60.35,20.33,13.93,3.02,4.18,0.36,60.4,0.703,1383.19,1968.7,0.631,1208.24,1914.93,11.68,1.46,59.52,46.87,53.63,8.47,1736.55,1767.87,2.24,1.89,30.88,98.9,1.49,74.83,1.9,0.85,22.42,0,25,0.19,11.97,5.93,1.01,45.9,16.71,58.55,0.23,3.43,18.24,43.43
3508207,226,886,1039.9999977,3796.99999105,100,11.05,7.66,0,3.65,59.11,11.76,45.92,713.38,996.73,1.06,99.89,68.52,23.62,4.28,99.65,68.52,99.02,68.52,0,67.46,99.54,68.06,59.5,90.39,12.9,88.39,100,100,89.99,35.26,87.09,0,100,52.35,19.06,9.59,2.93,4.53,0.13,49.38,0.473,1083.16,2287.68,0.954,1924.23,2016.33,10.11,2.94,47.93,43.52,54.53,7.91,2156.65,2005.37,2.6,2.14,39.97,99.96,1.1,86.93,4.14,0,8.93,0,26,0.19,12.37,5.69,1.07,11.78,6.87,14.08,0.37,3.44,15.53,44.55
3508306,193,793,981.99999807,3861.99999198,77.8,24.53,19.97,0,3.93,66.4,12.32,44.01,445.86,1154.13,1.23,98.59,75.26,43.52,1.83,98.34,72.34,84.62,62.3,1.83,70.99,96.57,61.17,15.29,85.94,20.54,83.04,100,100,88.53,44.36,74.77,0,100,53.89,17.25,9.45,1.72,3.91,0.11,61.87,0.598,1247.36,2085.04,0.424,841.22,1983.06,9.08,2.96,60.04,60.07,49.63,4.05,1798.85,1828.3,1.83,1.95,32.29,99.47,0.65,89.39,3.38,0,7.23,0,23,0.12,14.25,4.08,1.04,60.17,31.15,68.97,0.19,3.75,14.75,43.2
3508405,428,1653,4414.99999578,18813.9999837,92.48,29.29,13.82,0.31,4.26,70.09,9.02,41.64,802.55,1409.86,1.51,96.06,52.38,17.6,3.28,97.27,32.87,92.77,28.31,13.15,55.12,89.13,29,32.3,83.84,24.9,81.13,100,100,87.85,45.29,76.16,0,100,42.66,13.32,5.97,1.44,3.43,0.31,64.81,0.486,1643.91,3384.5,0.793,2201.44,2774.49,7.26,3.17,62.75,65.29,66.57,8.86,2898.63,2845.67,3.21,3.04,31.82,98.65,0.78,75.26,4.51,3.99,16.23,0,21,0.12,14.81,4.22,1.04,56.43,24.45,65.06,0.92,4.1,10.14,41.19
3508504,1612,6604,16047.99998377,66057.99993376,98.42,28.01,21.06,0.85,4.12,68.8,14.11,43.64,891.72,1524.22,1.63,98.47,83.74,20.6,4.12,98.01,82.71,91.02,78.73,4.19,86.88,92.9,77.23,29.7,91.49,11.22,88.26,100,100,89.8,26.05,83.73,0,100,60.58,32.32,18.85,5.52,5.69,0.24,55.83,0.51,1842.14,3613.03,0.643,2081.51,3238.86,12.27,4.68,53.21,74.46,70.11,8.17,3018.33,3010.9,3.68,3.22,35.66,99.31,1.18,80.55,3.54,0.44,15.48,0,24,0.15,12.46,4.92,1.01,37.58,11.88,46.18,0.28,3.84,16.98,42.78
3508603,602,2497,5778.99999389,23211.99997474,97.75,23.13,14.22,0.36,4.02,61.98,18.76,47.41,624.2,1180.26,1.26,98.17,89.1,36.57,4,98.45,83.36,95.72,77.14,6.32,85.34,96.59,79.36,18.67,89.99,13.81,86.83,100,100,89.73,32.97,86.16,0,100,53.67,33.2,22.12,7.61,5.79,0.19,52.12,0.67,1714.46,2558.63,0.593,1481.8,2500.12,16.17,6.5,48.73,59.31,63.58,9.22,2155.8,2266.05,2.79,2.42,36.42,99.23,1.15,76.46,7.02,0.28,16.2,0.03,24,0.19,12.32,6.26,0.99,28.53,8.31,34.88,0.25,3.79,20.95,46.02
3508702,431,1734,4296.99999565,17282.99998263,99.52,23.16,14.38,0,4.02,60.74,12.83,46.71,468.15,863.02,0.92,92.93,59.03,41.76,5.73,96.1,62.13,89.47,54.27,7.52,57.27,91.37,51.75,26.81,81.5,23.13,79.77,100,100,88.81,51.24,80.87,0,100,37.52,15.18,9.73,3.7,3.82,1.04,56.8,0.682,1175.26,1723.65,0.609,1015.8,1668.28,14.38,0.45,56.54,58.99,49.42,7.16,1515.49,1548.22,1.93,1.65,31.87,96.79,1.57,82.32,4.12,0.03,13.54,0,24,0.2,13.27,6.56,1.05,27.96,11.84,40.58,0,3.86,15.96,46.03
3508801,395,1545,3942.99999605,15256.99998453,95.42,16.46,12.63,0,3.87,62.43,14.85,47.54,445.86,895.03,0.96,99.48,66.29,47.59,3.23,100,55.6,86.49,55.04,3.54,61.11,93.31,54.36,27.34,83.03,21.21,82.29,100,100,90.25,43.41,83.27,0,100,44.09,23.66,15.59,4.48,4.59,0.48,59.88,0.799,1293.01,1619.19,0.609,990.47,1625.09,14.45,5.54,56.57,54.78,55.86,11.12,1423.3,1500.97,1.93,1.6,29.82,99.81,1,71.17,4.8,2.25,21.68,0.1,25,0.23,12.12,7.19,1.01,30.3,14.07,40.12,0.65,3.62,17.26,46.22
