cod_mun,n_dom_amostra,n_pes_amostra,dom_pond,pop_pond,a10b_parede_alvenaria,a11_adensamento,a13_alugado,a14_apartamento,a15_moradores,a16_com_criancas,a17_resp_mulher,a18_idade_resp,a19_rdpc_mediana,a19b_rdpc_media,a19c_rdpc_sm,a19z_v2012_naonulo,a2_agua_rede,a20_rdpc_baixa,a21b_com_defic_1991,a22_energia,a23_esgoto_adeq,a3_agua_dentro,a4_esgoto_rede,a5_esgoto_inadeq,a6_lixo_coletado,a7_banheiro_excl,a8_saneamento_ok,a9_maq_lavar,b1_alfabetizacao,b10_sem_instrucao,b11_alfab_resp,b1z_alfab_naonulo_15mais,b1z_alfab_naonulo_5a14,b1z_alfab_naonulo_geral,b2_analf_60mais,b3_freq_6a14,b3z_grau_ambos_nulos,b3z_v0324_naonulo,b4_freq_15a17,b6_fund_completo,b7_medio_completo,b8_superior_comp,b9_anos_estudo,b9z_estudo_acima17,c1_participacao,c10_raz_rend_sexo,c10a_rend_fem,c10b_rend_masc,c11_raz_rend_raca,c11a_rend_pretos_pardos,c11b_rend_brancos,c13_beneficio,c2_desocupacao,c3_ocupacao,c4_carteira,c5_previdencia,c6_domestico,c7_rend_trab_med,c8_rend_total_med,c8z_faixa_sm,c8z_valor_sm,c9_sem_rendimento,c9z_rend_naonulo_14mais,d10c_deficiencia_1991,d1a_branca,d1b_preta,d1c_amarela,d1d_parda,d1e_indigena_raca,d2_idade_mediana,d3_envelhecimento,d5_pop_0a5,d6_pop_65mais,d7_razao_sexo,e1_nao_natural,e2_migrante_5anos,e2z_v0318_naonulo,e3_estrangeiro,f1_tamanho_familia,f2_resp_mulher,f3_idade_resp
2100055,1689,8587,16473.99998297,83819.9999132099,46.29,35.38,14.91,0.32,5.09,80.5,14.12,41.26,335.88,703.23,0.75,97.75,30.1,60.95,5.59,81.56,19.29,26.51,0,23.52,15.77,75.75,8.85,3.49,58.15,52.95,52.83,100,100,85.21,77.9,57.82,0,100,46.47,10.61,5.83,0.33,2.28,0.15,52.44,0.489,968.15,1981.73,0.647,1563.69,2416.34,5.2,5.4,49.61,32.42,28.43,4.52,1825.17,1747.33,2.15,1.87,45.52,99.05,1.14,22.57,3.59,0.27,73.57,0,17,0.05,17.94,2.36,1.02,65.06,25.3,77.5,0.01,4.8,16.83,40.38
2100105,169,877,821.99999838,4579.99999168001,23.31,53.84,0.62,0.6,5.57,84.54,15.1,45.17,148.62,191.74,0.2,98.65,11.17,91.64,4.29,23.43,0.53,6.19,0,84.16,0,14.41,0.53,0,40,70.5,33.1,100,100,82.31,93.07,31.49,0,100,44.7,4.17,1.21,0,1.08,0.52,75.23,0.371,218.55,589.22,0.92,422.66,459.43,11.68,0,75.23,27.57,4.93,2.44,422.46,423.14,0.54,0.45,27.78,100,0.77,1,1.66,0,97.34,0,15,0.09,20.58,4.58,1.04,30.16,17.31,42.37,0,5.2,18,44.08
2100204,438,1980,4158.99999568,19586.99998026,24.95,31.56,1.47,0,4.71,74.83,19.8,46.04,222.93,338.02,0.36,89.22,8.55,67.09,3.95,20.53,3.71,8.48,0,57.62,6.62,44.35,2.91,1.58,52.97,53.96,49.49,100,100,84.74,80.1,65.5,0,100,56.65,7.7,4.95,0.27,1.94,0.2,55.42,0.568,560.79,987,0.916,859.49,938.19,9.05,3.12,53.69,35.07,16.13,2.16,842.38,867.46,1.12,0.93,38.56,95.22,0.89,12.18,10.76,0.09,76.92,0.05,17,0.09,17.94,3.9,1.08,6.53,4.43,8.79,0,4.48,22.43,45.24
2100303,403,2059,4035.9999959,19519.99997903,15.73,45.2,3.73,0.64,4.84,76.94,14.52,43.71,185.59,285.76,0.31,94.06,10.63,81.16,4.36,22.41,4.98,4.82,0,87.07,0.27,11.71,2.37,0,33.71,70.1,28.95,100,100,84.06,81.8,59.8,0,100,30.9,3.28,2.32,0,1.09,0.39,64.13,0.481,352.66,732.64,1.168,621.82,532.49,8.49,1.36,63.25,33.91,9.78,4.1,590.22,611.35,0.79,0.65,34.29,97.79,0.93,12.11,10.95,0,76.94,0,16,0.1,18.97,4.42,1.06,24.69,12.87,32.82,0,4.53,16.51,42.47
2100402,390,1838,3908.99999615,20002.99998179,18.67,50.66,1.13,0,5.12,78.01,10.13,42.32,148.62,282.22,0.3,99.22,5.09,90.21,2.24,22,1.67,2.63,0,89.27,0,9.63,1.19,0,40.42,66.2,34.99,100,100,83.95,81.83,38.9,0,100,33.22,3.15,1.94,0.2,1.2,0.28,51.11,0.574,461.14,802.88,0.901,724.96,804.87,6.35,1.96,50.1,15.1,3.25,1.66,753.3,742.28,0.94,0.79,49.76,99.73,0.44,21.12,4.82,0.07,73.98,0,16,0.07,19.66,3.22,1.02,25.23,3.42,31.07,0,4.93,11.11,41.67
2100501,413,2172,1981.99999582,10335.99997806,60.39,46.76,3.78,0,5.21,76.87,20.63,47.04,222.93,470.57,0.5,98.5,43.09,78.63,7.66,28.23,11.12,23.99,0,70.34,3.36,30.82,10.93,10.81,66.88,39.09,57.6,100,100,84.41,58.36,49.41,0,100,49.31,11.07,7.17,0.61,2.56,0,54.48,0.609,755.63,1240.68,0.545,854.32,1568.91,12.59,6.08,51.17,8.41,9.68,2.76,1148.4,1116.62,1.4,1.19,43.65,99.5,1.65,33.63,12.6,0,53.76,0,17,0.1,18.83,4.6,1.04,14.28,4.17,17.9,0.04,4.89,23.59,45.89
2100600,433,2326,4366.99999577,23101.99997747,35.22,45.68,4.48,0,5.29,80.06,10.14,42.98,185.77,401.68,0.43,80.57,18.6,57.58,5.38,38.95,6.92,11.06,0,58.51,3.08,39.71,6.53,0,50.16,57.69,41.39,100,100,82.48,78.73,47.9,0,100,56.33,7.84,3.16,0.37,1.73,0.76,51.59,0.76,976.25,1284.22,0.78,1181.8,1514.89,8.64,6.61,48.18,24.53,10.62,1.56,1324.03,1210.91,1.57,1.29,55.11,92.83,1.04,20.72,1.34,0.03,68,9.9,15,0.08,21.6,3.98,1.07,30.08,17.46,38.86,0,4.97,12.42,42.01
2100709,396,1708,3916.99999606,19527.99998281,14.03,46.42,0.42,0,4.99,77.53,17.31,48.34,133.76,223.79,0.24,97.81,16.83,85.63,7.97,27.44,5.55,10.63,0,71.34,0.19,28.18,5.55,0,43.49,65.98,40.29,100,100,86.01,82.37,40.5,0,100,55.37,5.4,3.73,0.35,1.49,0.2,40.62,0.912,652.85,715.92,0.781,630.45,807.42,13.63,6.77,37.87,17.84,8.06,1.18,732.47,701.07,0.9,0.75,50.42,99.02,1.64,37.64,3.42,0,58.94,0,16,0.13,17.16,5.76,1.06,2.42,1.41,5.13,0,4.72,20.1,47.17
2100808,407,2276,1979.99999585,10248.99997669,73.37,43.76,2.37,0.31,5.18,78.76,14.39,44.44,173.14,252.42,0.27,99.33,21.09,87.83,3.19,32.44,4.29,15.47,0,78.04,0.88,21.21,4.05,0,42.39,55.52,36.05,100,100,83.78,91.15,55.54,0,100,52.82,7.41,3.56,0,1.68,2.11,68.6,0.577,448.4,777.28,1.039,695.19,668.79,8.51,1.96,67.25,18.55,11.82,1.36,674.72,689.48,0.89,0.74,44.59,99.9,0.62,20.5,4.7,0.06,74.74,0,16,0.09,19.84,4.11,1.03,17.12,10.18,23.73,0,4.63,17.67,42.95
2100907,881,4616,8390.99999113,44028.99995364,38.23,40.23,2.36,0.05,5.25,79.25,14.05,47.03,182.17,252.41,0.27,99.1,9.78,85.58,5.67,33.26,5.95,6.97,0,74.86,0,25.11,2.92,0.63,33.42,70.38,28.65,100,100,84.19,80.29,30.75,0,100,29.71,2.95,1.63,0.14,1.08,0.38,49.46,0.587,477.46,813.51,0.832,719.95,864.86,11.69,2.73,48.11,34.93,11.25,1.29,690.34,737.09,0.94,0.79,48.41,99.57,1.11,12.33,6.99,0,80.66,0.02,16,0.11,18.99,5.17,1.06,3.29,1.19,5.03,0,4.89,16.72,45.77
2100956,575,3350,5839.99999427,33922.9999668,20.99,57.08,2.23,0.12,5.81,86.39,5.74,41.42,148.62,264.29,0.28,93.85,0,79.58,4.62,25.99,3.95,3.69,0,81.54,6.59,17.04,0,0,41.25,63.05,34.51,100,100,82.5,86.27,38.9,0,100,34.2,2.96,1.67,0.14,1.23,0.02,48.36,0.602,606.97,1008.98,0.593,863.31,1456.66,5.02,3.36,46.74,12.89,8.07,0.47,901.91,953.29,1.23,1.02,53.77,97.8,0.82,19.47,4.9,0.05,70.48,5.09,15,0.05,21.27,2.38,1.11,48.1,12.98,58.97,0,5.38,9.5,40.56
2101004,467,2474,4664.99999535,24825.99997552,34.94,52.78,1.81,0.29,5.32,79.83,15.05,45.97,167.2,316.86,0.34,96.71,43,78.32,6.47,59.7,17.24,29.33,0,49.93,0,50.1,17.24,2.34,58.48,47.21,54.23,100,100,85.35,68.91,74.34,0,100,63.19,9.92,5.55,0.33,2.32,0.33,43.81,0.385,434.81,1128.49,0.533,714.53,1341.34,12.1,6.32,41.04,53.92,23.7,1.86,1007.44,951.99,1.09,1.02,50.7,99,1.36,39.26,5.9,0.08,54.67,0.1,17,0.11,17.42,4.87,1.03,8.48,3.43,12.09,0,4.87,17.84,44.32
2101103,353,2050,1666.99999643,9357.99997924001,44.53,50.19,1.15,0,5.61,79.83,21.27,48.53,209,305.03,0.33,98.94,10.39,81.48,7.02,53.4,5.5,5.39,0,72.99,0,25.75,4.78,0.35,70.27,38.18,65.06,100,100,84.12,58.07,71.59,0,100,72.11,12.64,6.57,0,2.85,0.43,54.16,0.506,458.05,905.29,0.641,716.35,1116.83,15.78,2.08,53.03,6.98,11.64,2.15,730.96,753.3,0.97,0.8,39.61,99.56,1.33,8.65,4.2,0.04,87.11,0,16,0.13,18.96,6.38,1.02,8.32,6.44,14.56,0,4.85,25.96,46.2
2101202,2125,10172,21022.99997874,98792.9998984898,52.48,30.31,6.7,0.12,4.7,76.38,22.76,45.35,234.08,385.47,0.41,98.05,42.75,73.46,4.95,76.98,28.62,36.02,3.55,45.37,30.72,53.43,26.13,2.54,57.45,48.14,53.65,100,100,86.33,77.89,71.23,0,100,61.02,15.61,9.96,0.95,2.8,0.55,53.2,0.545,631.69,1158.62,0.617,845.41,1369.62,11.55,4,51.07,40.94,26.82,5,1008.54,967.92,1.21,1.03,41.09,99.17,1.12,24.62,7.22,0,68.13,0.03,18,0.12,16.93,5.1,0.94,36.46,11.58,45.56,0.01,4.3,26.01,43.76
2101301,461,2312,4516.99999544,22204.99997692,25.35,46.63,0.58,0,4.92,80.31,20.19,45.46,167.2,271.19,0.29,97.65,4.27,86.79,2.31,17.62,1.17,1.66,0,60.51,0,38.03,0.71,0,55.22,50.31,44.1,100,100,82.31,77.71,66.86,0,100,42.82,4.01,2.29,0,1.69,0.33,60.94,0.531,391.28,737.18,0.831,633.78,762.32,11.19,0.45,60.67,3.46,1.79,0.63,639.71,640.85,0.84,0.68,40.1,99.11,0.67,4.91,14.36,0,80.73,0,15,0.11,21.48,5.23,1.04,4.6,4.35,9.31,0,4.51,22.7,44.2
2101400,863,4070,8382.99999138999,41647.99995909,80.02,32.06,9.93,0,4.97,77.9,18.11,43.54,222.93,408.42,0.44,98.62,20.49,77.85,5.67,65.13,22.77,26.11,0,32.98,16.4,65.1,14.84,3.14,64.18,42.22,58.64,100,100,84.9,76.69,72.99,0,100,57.88,13.86,7.53,1.35,2.86,0.21,50.73,0.527,643.44,1220.34,0.455,796.88,1752.71,10.54,4.61,48.39,25.78,20.26,6.56,1101.31,1040.25,1.32,1.11,43.27,99.44,1.23,24.25,9.5,0.02,66.14,0.09,17,0.1,18.22,4.36,0.96,31.92,14.18,40.67,0.09,4.63,20.54,42.65
2101509,599,2773,2891.99999406,13499.99997257,48.27,26.64,6.33,0,4.67,70.74,18.71,47.05,167.2,276.25,0.3,96.63,36.91,83.42,4.03,40.82,13.57,27.97,0,81.05,0.38,17.84,11.77,2.09,43.48,64.35,39.31,100,100,86.88,83.91,44.47,0,100,45.36,10.8,6.86,0.29,1.94,1.27,48.1,0.749,551.76,737.02,0.679,628.64,925.75,11.55,5.03,45.68,34.7,11.73,2.06,666.65,689.44,0.89,0.74,46.21,98.82,0.99,19.14,4.19,0,76.67,0,18,0.14,15.74,5.64,1,12.84,6.28,17.26,0.04,4.47,20.77,46.31
2101608,1797,9286,17539.99998212,90819.99990704,44.79,40.9,7.62,0,5.18,79.35,12.93,43.94,133.76,261.55,0.28,91.99,25.04,78.28,4.33,46.64,9.76,15.49,0,61.32,11.05,36.19,9.06,0.26,50.33,58.25,42.25,100,100,84.15,79.92,44.66,0,100,45.42,7.38,4.32,0.1,1.81,0.41,49.55,0.654,538.16,823.02,0.634,660.26,1041.87,8.43,2.54,48.29,25.26,10.25,3.16,759.07,754.53,0.94,0.81,49.13,96.78,0.91,26.68,3.68,0.01,63.88,5.75,16,0.08,19.21,3.9,1.03,32.23,10.28,40.9,0,4.79,14.92,43.14
2101707,556,2916,5328.99999442,29397.70440304,74.85,54.67,2.03,0,5.52,87.98,14.24,43.68,133.76,230.35,0.25,98.51,11.82,91.53,4.61,25.86,8.98,8.68,0,62.21,0,36.51,6.61,0.35,52.6,55.12,43.23,100,100,82.28,78.67,53.47,0,100,50.52,5.35,2.56,0.47,1.69,0.63,56.18,0.56,421.72,753.72,0.914,659.92,721.76,9,2.57,54.74,23.8,10.37,0.95,652.18,669.96,0.84,0.72,49.58,99.49,0.95,15.1,0.64,0,84.25,0,15,0.08,21.6,3.81,1.04,2.87,1.8,4.7,0,5.13,15.9,42.79
2101806,383,1846,1919.99999622,8959.99998188,79.26,28.13,0,0,4.67,73.94,17.02,45.26,167.2,264.91,0.28,98.47,40.78,84.98,6.03,48.15,2.85,6.07,0,70.48,0,30.14,2.7,0,51.06,55.69,44.84,100,100,84.95,78.21,58.65,0,100,42.25,6.07,2.45,0.16,1.72,0.18,50.27,0.597,469.24,786.28,0.489,602.07,1230.37,10.61,4.12,48.2,5.21,3.14,4.05,681.6,705.22,0.9,0.75,44.96,99.41,1.45,17.07,8.11,0,74.81,0,18,0.11,17.4,4.6,1.07,11.3,5.82,15.46,0.06,4.48,17.48,44.62
2101905,451,2021,4564.99999554,21376.99998008,29.19,41.17,0,0,4.68,73.19,21.21,48.7,133.76,197.06,0.21,96.05,0,86.77,8.43,33.53,2.7,1.38,0,44.55,0.37,53.57,0,0.37,61.1,53.18,55.21,100,100,85.94,83.66,75.04,0,100,52.87,5.79,3.95,0,1.7,0.84,46.95,0.607,389.66,641.78,1.315,630.15,479.05,11.71,6.63,43.84,36.03,11.46,2.08,546.47,571.41,0.75,0.61,48.77,98.18,1.82,37.05,7.66,0,55.29,0,16,0.12,17.86,5.51,1.05,2.18,1.31,3.07,0,4.4,23.88,47.18
2102002,835,4124,8060.99999158001,40571.99995861,13.14,43.88,1.49,0.09,5.03,80.73,12.79,43.53,178.34,268.51,0.29,80.26,10.62,65.06,4.29,26.21,3.3,8.88,0,69.24,1.17,30.12,3.1,0,35.97,74,30.26,100,100,84.46,90.38,32.08,0,100,35.96,3.24,1.67,0.13,1,0.67,44.29,0.593,625.34,1054.14,0.845,933.92,1104.7,7.69,3.85,42.58,10.76,6.74,0.36,1049.96,975.9,1.26,1.04,54.7,91.64,0.86,28.84,7.97,0.04,61.69,1.46,16,0.07,18.41,3.39,1.03,44.33,10.34,54.11,0,4.83,14.62,42.94
2102101,547,2826,5341.9999945,27152.99997132,48.69,48.92,1.7,0,5.08,80.35,16.92,45.51,161.07,264.54,0.28,97.33,9.77,84.12,4.92,41.25,9.05,10.88,0,87.01,1.35,13.6,6.07,0.3,41.64,63.43,35,100,100,85.49,83.32,46.02,0,100,48.59,8.18,6.07,0.13,1.77,0.09,59.07,0.635,529.56,834.38,0.579,650.14,1122.68,10.24,4.1,56.64,26.22,10.59,2.43,700.12,740.89,0.93,0.79,45.9,98.95,1.03,21.45,5.21,0.19,73.16,0,17,0.11,17.86,4.97,1.04,5.12,3.48,8.05,0,4.75,18.69,44.33
2102200,464,2452,4534.99999529,22855.99997522,31.94,53.7,2.49,0,5.04,79.03,15.51,45.66,217.36,299.88,0.32,92.98,13.22,77.71,4.12,20.93,1.83,5.85,0,92.98,0,7.16,1.6,1.27,41.61,65.03,37.11,100,100,82.91,77.31,44.52,0,100,40.2,5.67,3.71,0.12,1.43,1.08,70.63,0.521,438.3,842.07,0.717,645,900.18,10.03,0.88,70.01,11.39,3.56,1.49,652.75,687.82,0.87,0.73,35.77,97.13,0.89,15.82,5.33,0.11,78.75,0,16,0.11,19.91,5.1,1.03,6.7,4.02,10.72,0,4.72,18.14,44.62
2102309,446,2093,4422.99999554,21141.99997903,41.99,46.53,3.57,0,4.78,74.74,17.26,45.29,173.33,323.27,0.35,100,31.57,83.79,3.83,45.21,9.67,13.49,0,67.46,0.58,31.13,8.46,1.06,49.25,51.35,42.3,100,100,84.33,79.28,60.9,0,100,61.45,5.21,3.39,0.23,1.68,0.15,50.99,0.481,467.79,972.17,0.659,743.94,1129.32,10.2,0.39,50.79,15.3,6.51,0.89,769.82,796.56,1.01,0.85,40.7,100,0.8,13,9.53,0,77.47,0,16,0.1,18.74,4.5,0.99,33.16,13.09,44.16,0,4.59,18.16,44.66
2102408,510,2375,2470.99999477,12037.99997539,30.45,52.46,0.45,0,4.87,75.84,19.71,48.53,143.31,203.31,0.22,97.46,6.01,89.77,7.35,20.95,0.5,6.44,0,51.63,0,49.32,0.29,0,37.7,70.68,33.5,100,100,84.25,83.22,40.48,0,100,48.3,3.44,1.99,0.05,1.33,0.03,56.59,0.7,414.52,592.39,0.587,536,912.88,11.11,0.71,56.18,6.55,7.67,0.17,509.59,546.19,0.71,0.58,45.97,99.4,1.64,2.8,14.28,0.03,82.89,0,16,0.12,18.61,5.72,1.07,1.19,0.65,1.77,0,4.78,20.27,48.2
2102507,341,1713,3361.9999966,16017.99998296,13.33,52.5,0.44,0.13,4.76,76.9,17.05,44.8,165.53,219.65,0.23,99.45,4.13,91.66,4.04,18.65,2.69,5.33,0,87.69,0,11.41,2.47,0,52.72,47.67,41.59,100,100,82.74,71.72,63.52,0,100,43.31,4.46,1.42,0.14,1.8,0.22,59.09,0.564,384.73,682.37,0.731,533.54,729.74,11.02,0.87,58.58,10.06,2.92,1.33,530.15,568.89,0.72,0.61,39.77,99.79,0.85,19.89,12.94,0,67.17,0,15,0.1,21,4.88,1.04,12.04,4.21,17.51,0,4.61,18.58,44.26
2102606,634,3105,6294.99999375,32243.99996944,14.36,45.79,1.51,0,5.12,80.34,12.5,42.96,163.48,305.13,0.33,98.38,1.89,84.61,2.02,48.74,4.68,4.81,0,32.78,0.23,80.71,1.24,0.97,56.16,49.81,46.76,100,100,84.38,70.09,41.57,0,100,30.33,5.67,2.53,0.33,1.95,0.58,49.78,0.66,610.48,925.02,0.476,755.09,1585.19,5.47,2.33,48.62,15.59,3.72,2.33,900.98,870.79,1.05,0.93,49.58,99.37,0.39,17.08,11.39,0.02,71.17,0.33,16,0.06,19.37,2.89,1.08,37.33,16.74,45.1,0.02,4.8,15.68,42.02
2102705,459,2358,4711.99999536,23307.99997615,8.33,59.54,1.13,0.14,4.95,75.41,16.72,43.84,137.99,210.65,0.22,96.61,26.07,88.95,4.74,33.93,0.66,11.66,0,70.81,0,31.65,0.66,0,38.48,68.63,32.55,100,100,85.7,86.92,39.33,0,100,45.67,3.08,1.8,0.23,1.25,0.96,52.81,0.648,406.2,626.94,0.694,508.65,732.47,10.4,2.51,51.48,19.59,5.43,1.14,520.09,555.47,0.7,0.59,46.59,98.53,0.97,22.04,5.08,0.05,72.84,0,18,0.12,17.49,5.24,1.04,4.52,2.49,7.54,0,4.82,18.03,43.32
2102804,508,2528,4959.99999496,24664.99997492,67.64,34.09,8.88,0,4.97,74.54,19.14,46.94,222.93,389.1,0.42,98.03,43.15,76.58,8.69,56.53,27.22,35.55,0,51.24,24.91,48.52,24.75,4.73,68.05,40.48,64.05,100,100,85.47,68.88,64.22,0,100,52.55,12.09,7.4,0.69,2.73,1.04,54.75,0.682,739.22,1083.4,0.749,895.62,1196.17,12.42,3.19,53.01,26.37,16.24,10.26,953.42,964.24,1.24,1.03,42.38,99.28,1.94,24.95,4.06,0,70.99,0,18,0.13,17.09,5.66,0.97,24.74,9.82,34,0.01,4.55,23.74,45.49
2102903,676,3254,6222.99999307,32036.99996639,9.34,51.24,1.27,0,5.15,82.43,10.68,42.58,178.34,275.3,0.29,98.32,6.35,86.36,2.66,21.01,3.78,4.51,0,46.99,0,55.67,2.35,0,50.95,53.47,42.33,100,100,82.89,67.64,49.72,0,100,41.01,2.83,1.36,0,1.46,0.38,50.54,0.633,578.86,914.39,0.981,860.08,876.6,5.06,1.16,49.96,12.53,5.14,1.64,867.3,860.91,1.1,0.92,50.09,99.35,0.57,10.97,2.72,0.29,85.18,0.84,15,0.06,20.5,2.75,1.09,43.91,17.6,54.04,0,4.9,12.44,41.9
2103000,2907,14406,30442.99997082,145724.99985535,38.94,36.63,7.95,0,4.79,75.89,22.17,45.47,217.36,360.53,0.39,98.57,34.37,78.07,5.34,56.51,15.74,23.52,0.07,56.02,11.55,41.85,14.64,1.8,51.29,57.65,47.14,100,100,85.75,78.23,58.85,0,100,52.94,12.58,8.05,0.85,2.3,0.35,56.13,0.597,602.03,1008.94,0.665,801.31,1204.78,10.18,2.81,54.55,24.23,14.63,4.84,835.8,854.96,1.08,0.91,38.7,99.4,1.22,12.57,4.8,0.05,82.46,0.12,18,0.12,16.95,5.03,0.96,25.62,10.7,33.97,0.01,4.28,26.37,43.73
2103109,286,1583,2802.9999971,15103.99998395,33.99,43.55,1.3,0,5.39,75.73,15.47,46.13,251.33,330.27,0.35,98.45,28.76,75.21,3.33,64.87,2.29,5.8,0,31.24,0,68.32,1.09,0.43,70.18,35.73,62.94,100,100,85.22,71.86,81.67,0,100,60.63,5.58,1.66,0,2.3,0.66,52.5,0.55,583.12,1059.71,0.809,914.24,1130.42,9.9,1.88,51.51,3.84,3.1,1.11,909.68,937.68,1.21,1,47.42,99.5,0.62,12.13,9.35,0,78.53,0,16,0.1,17.89,4.36,1.09,4.5,4.21,7.6,0,4.82,20.92,44.11
2103208,1171,5757,11419.9999882,56861.99994187,55.55,41.24,3.76,0,4.98,79.12,16.43,44.14,190.61,334.64,0.36,98.28,39,82.7,5.16,46.56,13.47,15.68,0,59.75,7.34,38.06,12.58,1.32,51.94,55.68,45.05,100,100,84.26,84,60.01,0,100,52.07,12.32,8.28,0.28,2.3,0.38,71.97,0.41,438.95,1070.55,0.386,624.82,1618.2,8.83,1.41,70.95,19.34,8.26,2.45,726.79,793.62,0.93,0.85,34.18,99.41,1.16,17.12,1.41,0.05,80.94,0.47,17,0.1,18.93,4.6,0.99,21.35,9.13,28.9,0.05,4.6,19.69,43.16
2103307,2407,11121,24113.99997605,111966.99988933,29.27,41.77,4.03,0,4.64,76.17,21.05,45.47,200.64,323.3,0.35,97,47.09,81.37,5.1,49.95,9.12,14.71,0,61.27,20.69,37.61,8.98,0.38,44.61,62.66,39.74,100,100,84.97,78.73,54.12,0,100,51.14,7.91,5.18,0.56,1.73,0.44,60.7,0.561,499.44,890.78,0.65,689.13,1060.94,9.69,3.26,58.72,35.7,14.56,4.6,718.54,737.46,0.92,0.79,36.47,98.85,1.16,13.87,5.11,0.05,80.78,0.19,18,0.12,17.86,5.09,0.97,20.18,5.64,26.49,0.01,4.26,23.8,44.22
2103406,802,4112,7824.99999196001,39668.99995865,43.21,41.55,5.93,0,5.07,82.55,16.43,41.67,245.22,412.03,0.44,96.78,38.46,70.45,5.75,72.71,15.05,16.31,0,45.21,20.16,52.49,12.48,0.8,53.14,54.57,47.91,100,100,84.12,85.75,61.71,0,100,55.86,8.38,4.34,0.53,2.04,0.75,55.9,0.503,614.33,1222.03,0.659,943.98,1432.64,8.65,3.1,54.17,48.85,28,5.86,1068.76,1022.5,1.31,1.09,41.03,98.82,1.14,14.57,1.75,0.02,83.67,0,17,0.08,19.33,3.71,0.99,39.11,13.57,48.32,0.02,4.61,20.01,40.73
2103505,761,3644,7512.99999238,35163.99996367,42.49,43.12,4.61,0.13,4.68,74.72,19.17,44.07,175.37,360.1,0.38,97.29,21.77,83.36,3.95,42,9.39,18.18,0,66.58,9.3,31.71,8.35,1.78,49.71,52.85,43.91,100,100,84.02,77.7,60.64,0,100,44.55,8.62,5.39,0.23,1.99,0.84,58.09,0.345,432.65,1252.71,0.215,538.56,2510.11,11.33,3.13,56.27,35.33,8.74,1.06,980.92,977.21,0.81,1.04,37.77,99,0.91,21.65,8.54,0,69.81,0,17,0.1,18.51,4.48,0.97,20.5,8.33,28.04,0.04,4.38,22.15,42.93
2103604,1580,7153,15517.99998445,70359.99992947,31.83,39.91,3.29,0,4.53,73.82,20.05,44.89,172.4,270.29,0.29,96.17,34.52,83.22,4.45,50.34,10.59,17.03,0,63.94,0.87,35.43,10.07,0.62,40.63,64.23,36.93,100,100,84.65,82.31,41.6,0,100,39.61,8.23,4.47,0.18,1.65,0.77,52.44,0.558,423,757.89,0.613,579.28,945.21,12.08,1.93,51.42,33.6,12.22,3.51,625.18,643.84,0.82,0.69,41.24,98.43,1.04,17.36,4,0.01,78.61,0.02,18,0.13,17.93,5.52,0.99,23.82,8.37,30.82,0,4.21,22.64,43.69
2103703,849,4302,8270.99999142,41331.99995634,28.09,42.94,2.12,0,5,79.43,19.25,45.64,195.06,300.48,0.32,98.76,21.26,81.19,4.79,43.63,3.07,11.77,0,53.06,0.19,46.84,2.47,0,63.25,42.09,56.54,100,100,84.96,68.6,69.3,0,100,44.09,8.13,5.28,0.03,2.41,0.15,56.85,0.624,513.33,822.29,0.703,703.28,1000.63,9.46,0.68,56.46,33.78,7.69,2.12,723.65,737.33,0.97,0.79,40.61,99.49,1.01,10.95,18.6,0.02,70.44,0,16,0.11,18.32,4.98,1.07,7.58,5.49,12.98,0.01,4.38,22.53,43.58
2103802,430,1998,4245.99999565001,19725.99997978,49.03,29.61,16.21,0,4.65,72.07,21.95,45.57,222.93,475.6,0.51,98.34,44.28,78.03,5.28,86.88,21.79,29.54,0,40.77,25.99,54.85,18.83,0.73,59.49,46.17,55.53,100,100,86.63,77.48,73.27,0,100,62.08,12.78,7.52,0.97,2.63,0.51,53.01,0.384,558.13,1452.52,0.606,970.88,1601.11,13.89,2.88,51.48,16.24,12.54,4.33,1180.13,1120.53,1.29,1.2,39.64,99.42,1.14,24.32,2.75,0,72.79,0.14,18,0.13,16.39,5.38,0.94,50.29,18.55,60.11,0,4.29,24.5,44.24
2103901,282,1498,1438.99999718,7538.99998475,19.7,53.42,0.37,0,5.24,79.49,13.87,44.9,146.5,215.33,0.23,95.45,23.25,84.25,4.85,38.73,3.94,3.2,0,93.11,0.51,6.51,2.97,0.93,44.47,59.57,39.64,100,100,82.81,89.57,60.09,0,100,56.02,6.96,4.4,0,1.6,0.8,55.26,0.689,508.02,736.87,0.957,666.8,697,9.64,4.65,52.69,22.08,9.22,0.56,678.81,672.59,0.88,0.72,49.74,98.46,1.04,20.92,4.72,0,74.36,0,16,0.1,20.22,4.69,1.02,13.63,5.3,18.45,0,4.9,17.06,43.73
2104008,623,3231,6057.99999374001,30566.9999673,24.38,38.97,1.71,0,5.05,80.23,15.03,44.98,178.34,284.66,0.3,98.27,16.08,84.79,2.6,42.32,6.38,12.44,0,78.38,8.45,21.07,5.87,2.04,43.74,60.69,37.15,100,100,84.24,84.46,53.37,0,100,48.27,6.51,4.36,0.27,1.57,0.47,54.2,0.484,462.64,956.79,0.776,770.38,992.52,10.45,2.5,52.84,23.6,10.79,1.36,813.42,802.05,1.03,0.86,45.71,99.32,0.54,14.32,4.56,0.03,81.09,0,16,0.08,19,3.82,1.01,29.15,6.62,35.98,0,4.88,16.46,44.39
